gene_id	chrom	start	end
Tfasc_v1.28231-RA	Tfas_chr23	2133664	2140507
Tfasc_v1.28352-RA	Tfas_chr23	3880535	3883837
Tfasc_v1.28382-RA	Tfas_chr23	4562922	4568467
Tfasc_v1.28398-RA	Tfas_chr23	4849937	4852045
Tfasc_v1.28420-RA	Tfas_chr23	5503411	5515208
Tfasc_v1.28439-RA	Tfas_chr23	6006919	6020952
Tfasc_v1.28442-RA	Tfas_chr23	6042713	6043488
Tfasc_v1.28453-RA	Tfas_chr23	6571850	6572400
Tfasc_v1.28484-RA	Tfas_chr23	7830240	7836043
Tfasc_v1.28488-RA	Tfas_chr23	7920323	7923204
Tfasc_v1.28528-RA	Tfas_chr23	9805272	9809428
Tfasc_v1.28537-RA	Tfas_chr23	10350854	10352341
Tfasc_v1.28610-RA	Tfas_chr23	12545273	12546859
Tfasc_v1.28619-RA	Tfas_chr23	12705194	12713984
Tfasc_v1.28673-RA	Tfas_chr23	13802828	13806497
Tfasc_v1.28707-RA	Tfas_chr23	14152802	14155846
Tfasc_v1.28744-RA	Tfas_chr23	14552398	14555861
Tfasc_v1.28771-RA	Tfas_chr23	14772249	14779231
Tfasc_v1.28763-RA	Tfas_chr23	14702702	14706810
Tfasc_v1.28818-RA	Tfas_chr23	15126267	15129329
Tfasc_v1.28865-RA	Tfas_chr23	15463892	15466930
Tfasc_v1.28866-RA	Tfas_chr23	15468376	15468969
Tfasc_v1.28867-RA	Tfas_chr23	15469043	15469276
Tfasc_v1.28921-RA	Tfas_chr23	15878596	15881109
Tfasc_v1.28947-RA	Tfas_chr23	16161867	16165308
Tfasc_v1.28989-RA	Tfas_chr23	16448478	16456575
Tfasc_v1.28992-RA	Tfas_chr23	16470758	16477056
