Orthogroup	Acomosus	T.fasciculata	T.leiboldiana
OG0024080		Tfasc_v1.12315-RA	
OG0024081		Tfasc_v1.12321-RA	
OG0024082		Tfasc_v1.12338-RA	
OG0024083		Tfasc_v1.12336-RA	
OG0024084		Tfasc_v1.12344-RA	
OG0024085		Tfasc_v1.12371-RA	
OG0024086		Tfasc_v1.12383-RA	
OG0024087		Tfasc_v1.12401-RA	
OG0024088		Tfasc_v1.12404-RA	
OG0024089		Tfasc_v1.12408-RA	
OG0024090		Tfasc_v1.12419-RA	
OG0024091		Tfasc_v1.12429-RA	
OG0024092		Tfasc_v1.12428-RA	
OG0024093		Tfasc_v1.12424-RA	
OG0024094		Tfasc_v1.12456-RA	
OG0024095		Tfasc_v1.12462-RA	
OG0024096		Tfasc_v1.12461-RA	
OG0024097		Tfasc_v1.12472-RA	
OG0024098		Tfasc_v1.12469-RA	
OG0024099		Tfasc_v1.12470-RA	
OG0024100		Tfasc_v1.12473-RA	
OG0024101		Tfasc_v1.12466-RA	
OG0024102		Tfasc_v1.12486-RA	
OG0024103		Tfasc_v1.12491-RA	
OG0024104		Tfasc_v1.12526-RA	
OG0024105		Tfasc_v1.12524-RA	
OG0024106		Tfasc_v1.12536-RA	
OG0024107		Tfasc_v1.12542-RA	
OG0024108		Tfasc_v1.12544-RA	
OG0024109		Tfasc_v1.12557-RA	
OG0024110		Tfasc_v1.12561-RA	
OG0024111		Tfasc_v1.12560-RA	
OG0024112		Tfasc_v1.12578-RA	
OG0024113		Tfasc_v1.12579-RA	
OG0024114		Tfasc_v1.12580-RA	
OG0024115		Tfasc_v1.12585-RA	
OG0024116		Tfasc_v1.12584-RA	
OG0024117		Tfasc_v1.12601-RA	
OG0024118		Tfasc_v1.12599-RA	
OG0024119		Tfasc_v1.12612-RA	
OG0024120		Tfasc_v1.12670-RA	
OG0024121		Tfasc_v1.12679-RA	
OG0024122		Tfasc_v1.12678-RA	
OG0024123		Tfasc_v1.12682-RA	
OG0024124		Tfasc_v1.12694-RA	
OG0024125		Tfasc_v1.12701-RA	
OG0024126		Tfasc_v1.12706-RA	
OG0024127		Tfasc_v1.12725-RA	
OG0024128		Tfasc_v1.12739-RA	
OG0024129		Tfasc_v1.12745-RA	
OG0024130		Tfasc_v1.12746-RA	
OG0024131		Tfasc_v1.12747-RA	
OG0024132		Tfasc_v1.12766-RA	
OG0024133		Tfasc_v1.12778-RA	
OG0024134		Tfasc_v1.12776-RA	
OG0024135		Tfasc_v1.12788-RA	
OG0024136		Tfasc_v1.12796-RA	
OG0024137		Tfasc_v1.12799-RA	
OG0024138		Tfasc_v1.12823-RA	
OG0024139		Tfasc_v1.12831-RA	
OG0024140		Tfasc_v1.12837-RA	
OG0024141		Tfasc_v1.12875-RA	
OG0024142		Tfasc_v1.12886-RA	
OG0024143		Tfasc_v1.12887-RA	
OG0024144		Tfasc_v1.12890-RA	
OG0024145		Tfasc_v1.12895-RA	
OG0024146		Tfasc_v1.12902-RA	
OG0024147		Tfasc_v1.12916-RA	
OG0024148		Tfasc_v1.12935-RA	
OG0024149		Tfasc_v1.12951-RA	
OG0024150		Tfasc_v1.12954-RA	
OG0024151		Tfasc_v1.12990-RA	
OG0024152		Tfasc_v1.12996-RA	
OG0024153		Tfasc_v1.13009-RA	
OG0024154		Tfasc_v1.13019-RA	
OG0024155		Tfasc_v1.13014-RA	
OG0024156		Tfasc_v1.13046-RA	
OG0024157		Tfasc_v1.13059-RA	
OG0024158		Tfasc_v1.13060-RA	
OG0024159		Tfasc_v1.13064-RA	
OG0024160		Tfasc_v1.13066-RA	
OG0024161		Tfasc_v1.13061-RA	
OG0024162		Tfasc_v1.13079-RA	
OG0024163		Tfasc_v1.13082-RA	
OG0024164		Tfasc_v1.13088-RA	
OG0024165		Tfasc_v1.13095-RA	
OG0024166		Tfasc_v1.13111-RA	
OG0024167		Tfasc_v1.13129-RA	
OG0024168		Tfasc_v1.13142-RA	
OG0024169		Tfasc_v1.13170-RA	
OG0024170		Tfasc_v1.14543-RA	
OG0024171		Tfasc_v1.14546-RA	
OG0024172		Tfasc_v1.14547-RA	
OG0024173		Tfasc_v1.14579-RA	
OG0024174		Tfasc_v1.14578-RA	
OG0024175		Tfasc_v1.14599-RA	
OG0024176		Tfasc_v1.14622-RA	
OG0024177		Tfasc_v1.14614-RA	
OG0024178		Tfasc_v1.14620-RA	
OG0024179		Tfasc_v1.14639-RA	
OG0024180		Tfasc_v1.14642-RA	
OG0024181		Tfasc_v1.14644-RA	
OG0024182		Tfasc_v1.14662-RA	
OG0024183		Tfasc_v1.14664-RA	
OG0024184		Tfasc_v1.14655-RA	
OG0024185		Tfasc_v1.14661-RA	
OG0024186		Tfasc_v1.14658-RA	
OG0024187		Tfasc_v1.14684-RA	
OG0024188		Tfasc_v1.14674-RA	
OG0024189		Tfasc_v1.14675-RA	
OG0024190		Tfasc_v1.14689-RA	
OG0024191		Tfasc_v1.14713-RA	
OG0024192		Tfasc_v1.14745-RA	
OG0024193		Tfasc_v1.14746-RA	
OG0024194		Tfasc_v1.14757-RA	
OG0024195		Tfasc_v1.14755-RA	
OG0024196		Tfasc_v1.14772-RA	
OG0024197		Tfasc_v1.14793-RA	
OG0024198		Tfasc_v1.14796-RA	
OG0024199		Tfasc_v1.14817-RA	
OG0024200		Tfasc_v1.14825-RA	
OG0024201		Tfasc_v1.14835-RA	
OG0024202		Tfasc_v1.14857-RA	
OG0024203		Tfasc_v1.14849-RA	
OG0024204		Tfasc_v1.14872-RA	
OG0024205		Tfasc_v1.14883-RA	
OG0024206		Tfasc_v1.14882-RA	
OG0024207		Tfasc_v1.14907-RA	
OG0024208		Tfasc_v1.14901-RA	
OG0024209		Tfasc_v1.14900-RA	
OG0024210		Tfasc_v1.14912-RA	
OG0024211		Tfasc_v1.14911-RA	
OG0024212		Tfasc_v1.14921-RA	
OG0024213		Tfasc_v1.14948-RA	
OG0024214		Tfasc_v1.14968-RA	
OG0024215		Tfasc_v1.14985-RA	
OG0024216		Tfasc_v1.14989-RA	
OG0024217		Tfasc_v1.15005-RA	
OG0024218		Tfasc_v1.15040-RA	
OG0024219		Tfasc_v1.15084-RA	
OG0024220		Tfasc_v1.15086-RA	
OG0024221		Tfasc_v1.15094-RA	
OG0024222		Tfasc_v1.15167-RA	
OG0024223		Tfasc_v1.15170-RA	
OG0024224		Tfasc_v1.15177-RA	
OG0024225		Tfasc_v1.15204-RA	
OG0024226		Tfasc_v1.15205-RA	
OG0024227		Tfasc_v1.15224-RA	
OG0024228		Tfasc_v1.15229-RA	
OG0024229		Tfasc_v1.15256-RA	
OG0024230		Tfasc_v1.15263-RA	
OG0024231		Tfasc_v1.15268-RA	
OG0024232		Tfasc_v1.15287-RA	
OG0024233		Tfasc_v1.15292-RA	
OG0024234		Tfasc_v1.15342-RA	
OG0024235		Tfasc_v1.15345-RA	
OG0024236		Tfasc_v1.15354-RA	
OG0024237		Tfasc_v1.15365-RA	
OG0024238		Tfasc_v1.15372-RA	
OG0024239		Tfasc_v1.15371-RA	
OG0024240		Tfasc_v1.15382-RA	
OG0024241		Tfasc_v1.15388-RA	
OG0024242		Tfasc_v1.15391-RA	
OG0024243		Tfasc_v1.15404-RA	
OG0024244		Tfasc_v1.15412-RA	
OG0024245		Tfasc_v1.15432-RA	
OG0024246		Tfasc_v1.15433-RA	
OG0024247		Tfasc_v1.15426-RA	
OG0024248		Tfasc_v1.15465-RA	
OG0024249		Tfasc_v1.15471-RA	
OG0024250		Tfasc_v1.15473-RA	
OG0024251		Tfasc_v1.15522-RA	
OG0024252		Tfasc_v1.15526-RA	
OG0024253		Tfasc_v1.15537-RA	
OG0024254		Tfasc_v1.15535-RA	
OG0024255		Tfasc_v1.15554-RA	
OG0024256		Tfasc_v1.15558-RA	
OG0024257		Tfasc_v1.15569-RA	
OG0024258		Tfasc_v1.15568-RA	
OG0024259		Tfasc_v1.15563-RA	
OG0024260		Tfasc_v1.15583-RA	
OG0024261		Tfasc_v1.15585-RA	
OG0024262		Tfasc_v1.15581-RA	
OG0024263		Tfasc_v1.15593-RA	
OG0024264		Tfasc_v1.15595-RA	
OG0024265		Tfasc_v1.15602-RA	
OG0024266		Tfasc_v1.15618-RA	
OG0024267		Tfasc_v1.15625-RA	
OG0024268		Tfasc_v1.15628-RA	
OG0024269		Tfasc_v1.15627-RA	
OG0024270		Tfasc_v1.15682-RA	
OG0024271		Tfasc_v1.15681-RA	
OG0024272		Tfasc_v1.15695-RA	
OG0024273		Tfasc_v1.15694-RA	
OG0024274		Tfasc_v1.15708-RB	
OG0024275		Tfasc_v1.15762-RA	
OG0024276		Tfasc_v1.15771-RA	
OG0024277		Tfasc_v1.15824-RA	
OG0024278		Tfasc_v1.15839-RA	
OG0024279		Tfasc_v1.15843-RA	
OG0024280		Tfasc_v1.15851-RA	
OG0024281		Tfasc_v1.15853-RA	
OG0024282		Tfasc_v1.15860-RA	
OG0024283		Tfasc_v1.15870-RA	
OG0024284		Tfasc_v1.15872-RA	
OG0024285		Tfasc_v1.15884-RA	
OG0024286		Tfasc_v1.15887-RA	
OG0024287		Tfasc_v1.15882-RA	
OG0024288		Tfasc_v1.15894-RA	
OG0024289		Tfasc_v1.15945-RA	
OG0024290		Tfasc_v1.15943-RA	
OG0024291		Tfasc_v1.15957-RA	
OG0024292		Tfasc_v1.15956-RA	
OG0024293		Tfasc_v1.15964-RA	
OG0024294		Tfasc_v1.15968-RA	
OG0024295		Tfasc_v1.16013-RA	
OG0024296		Tfasc_v1.16033-RA	
OG0024297		Tfasc_v1.19367-RA	
OG0024298		Tfasc_v1.19363-RA	
OG0024299		Tfasc_v1.19371-RA	
OG0024300		Tfasc_v1.19403-RA	
OG0024301		Tfasc_v1.19414-RA	
OG0024302		Tfasc_v1.19432-RA	
OG0024303		Tfasc_v1.19443-RA	
OG0024304		Tfasc_v1.19453-RA	
OG0024305		Tfasc_v1.19470-RA	
OG0024306		Tfasc_v1.19483-RA	
OG0024307		Tfasc_v1.19505-RA	
OG0024308		Tfasc_v1.19509-RA	
OG0024309		Tfasc_v1.19531-RA	
OG0024310		Tfasc_v1.19549-RA	
OG0024311		Tfasc_v1.19563-RA	
OG0024312		Tfasc_v1.19566-RA	
OG0024313		Tfasc_v1.19579-RA	
OG0024314		Tfasc_v1.19585-RA	
OG0024315		Tfasc_v1.19610-RA	
OG0024316		Tfasc_v1.19606-RA	
OG0024317		Tfasc_v1.19625-RA	
OG0024318		Tfasc_v1.19643-RA	
OG0024319		Tfasc_v1.19648-RA	
OG0024320		Tfasc_v1.19652-RA	
OG0024321		Tfasc_v1.19657-RA	
OG0024322		Tfasc_v1.19672-RA	
OG0024323		Tfasc_v1.19677-RA	
OG0024324		Tfasc_v1.19680-RA	
OG0024325		Tfasc_v1.19703-RA	
OG0024326		Tfasc_v1.19709-RA	
OG0024327		Tfasc_v1.19720-RA	
OG0024328		Tfasc_v1.19739-RA	
OG0024329		Tfasc_v1.19748-RA	
OG0024330		Tfasc_v1.19753-RA	
OG0024331		Tfasc_v1.19774-RA	
OG0024332		Tfasc_v1.19780-RA	
OG0024333		Tfasc_v1.19783-RA	
OG0024334		Tfasc_v1.19789-RA	
OG0024335		Tfasc_v1.19793-RA	
OG0024336		Tfasc_v1.19805-RA	
OG0024337		Tfasc_v1.19817-RA	
OG0024338		Tfasc_v1.19834-RA	
OG0024339		Tfasc_v1.19860-RA	
OG0024340		Tfasc_v1.19869-RA	
OG0024341		Tfasc_v1.19877-RA	
OG0024342		Tfasc_v1.19914-RA	
OG0024343		Tfasc_v1.19934-RA	
OG0024344		Tfasc_v1.19946-RA	
OG0024345		Tfasc_v1.19941-RA	
OG0024346		Tfasc_v1.19949-RA	
OG0024347		Tfasc_v1.19948-RA	
OG0024348		Tfasc_v1.19995-RA	
OG0024349		Tfasc_v1.20010-RA	
OG0024350		Tfasc_v1.20013-RA	
OG0024351		Tfasc_v1.20040-RA	
OG0024352		Tfasc_v1.20036-RA	
OG0024353		Tfasc_v1.20058-RA	
OG0024354		Tfasc_v1.20071-RA	
OG0024355		Tfasc_v1.20082-RA	
OG0024356		Tfasc_v1.20080-RA	
OG0024357		Tfasc_v1.20098-RA	
OG0024358		Tfasc_v1.20113-RA	
OG0024359		Tfasc_v1.20115-RA	
OG0024360		Tfasc_v1.20132-RA	
OG0024361		Tfasc_v1.20130-RA	
OG0024362		Tfasc_v1.20134-RA	
OG0024363		Tfasc_v1.20169-RA	
OG0024364		Tfasc_v1.20174-RA	
OG0024365		Tfasc_v1.20222-RA	
OG0024366		Tfasc_v1.20252-RA	
OG0024367		Tfasc_v1.20253-RA	
OG0024368		Tfasc_v1.20251-RA	
OG0024369		Tfasc_v1.20272-RA	
OG0024370		Tfasc_v1.20278-RA	
OG0024371		Tfasc_v1.20279-RA	
OG0024372		Tfasc_v1.20286-RA	
OG0024373		Tfasc_v1.20294-RA	
OG0024374		Tfasc_v1.20305-RA	
OG0024375		Tfasc_v1.20303-RA	
OG0024376		Tfasc_v1.20349-RA	
OG0024377		Tfasc_v1.20369-RA	
OG0024378		Tfasc_v1.20362-RA	
OG0024379		Tfasc_v1.20401-RA	
OG0024380		Tfasc_v1.20400-RA	
OG0024381		Tfasc_v1.20397-RA	
OG0024382		Tfasc_v1.20439-RA	
OG0024383		Tfasc_v1.20437-RA	
OG0024384		Tfasc_v1.20456-RA	
OG0024385		Tfasc_v1.20465-RA	
OG0024386		Tfasc_v1.20462-RA	
OG0024387		Tfasc_v1.20466-RA	
OG0024388		Tfasc_v1.20474-RA	
OG0024389		Tfasc_v1.20499-RA	
OG0024390		Tfasc_v1.20497-RA	
OG0024391		Tfasc_v1.20486-RA	
OG0024392		Tfasc_v1.20509-RA	
OG0024393		Tfasc_v1.20518-RA	
OG0024394		Tfasc_v1.20529-RA	
OG0024395		Tfasc_v1.20534-RA	
OG0024396		Tfasc_v1.20538-RA	
OG0024397		Tfasc_v1.20542-RA	
OG0024398		Tfasc_v1.28074-RA	
OG0024399		Tfasc_v1.28075-RA	
OG0024400		Tfasc_v1.28076-RA	
OG0024401		Tfasc_v1.28073-RA	
OG0024402		Tfasc_v1.28081-RA	
OG0024403		Tfasc_v1.28100-RA	
OG0024404		Tfasc_v1.28132-RA	
OG0024405		Tfasc_v1.28165-RA	
OG0024406		Tfasc_v1.28166-RA	
OG0024407		Tfasc_v1.28173-RA	
OG0024408		Tfasc_v1.28176-RA	
OG0024409		Tfasc_v1.28180-RA	
OG0024410		Tfasc_v1.28220-RA	
OG0024411		Tfasc_v1.28266-RA	
OG0024412		Tfasc_v1.28275-RA	
OG0024413		Tfasc_v1.28285-RA	
OG0024414		Tfasc_v1.28303-RA	
OG0024415		Tfasc_v1.28309-RA	
OG0024416		Tfasc_v1.28306-RA	
OG0024417		Tfasc_v1.28316-RA	
OG0024418		Tfasc_v1.28315-RA	
OG0024419		Tfasc_v1.28318-RA	
OG0024420		Tfasc_v1.28332-RA	
OG0024421		Tfasc_v1.28353-RA	
OG0024422		Tfasc_v1.28352-RA	
OG0024423		Tfasc_v1.28344-RA	
OG0024424		Tfasc_v1.28345-RA	
OG0024425		Tfasc_v1.28360-RA	
OG0024426		Tfasc_v1.28383-RA	
OG0024427		Tfasc_v1.28384-RA	
OG0024428		Tfasc_v1.28385-RA	
OG0024429		Tfasc_v1.28435-RA	
OG0024430		Tfasc_v1.28443-RA	
OG0024431		Tfasc_v1.28445-RA	
OG0024432		Tfasc_v1.28452-RA	
OG0024433		Tfasc_v1.28453-RA	
OG0024434		Tfasc_v1.28465-RA	
OG0024435		Tfasc_v1.28473-RA	
OG0024436		Tfasc_v1.28499-RA	
OG0024437		Tfasc_v1.28501-RA	
OG0024438		Tfasc_v1.28505-RA	
OG0024439		Tfasc_v1.28506-RA	
OG0024440		Tfasc_v1.28546-RA	
OG0024441		Tfasc_v1.28555-RA	
OG0024442		Tfasc_v1.28553-RA	
OG0024443		Tfasc_v1.28583-RA	
OG0024444		Tfasc_v1.28601-RA	
OG0024445		Tfasc_v1.28603-RA	
OG0024446		Tfasc_v1.28628-RB	
OG0024447		Tfasc_v1.28655-RA	
OG0024448		Tfasc_v1.28677-RA	
OG0024449		Tfasc_v1.28693-RA	
OG0024450		Tfasc_v1.28717-RA	
OG0024451		Tfasc_v1.28747-RA	
OG0024452		Tfasc_v1.28783-RA	
OG0024453		Tfasc_v1.28797-RA	
OG0024454		Tfasc_v1.28799-RA	
OG0024455		Tfasc_v1.28802-RA	
OG0024456		Tfasc_v1.28842-RA	
OG0024457		Tfasc_v1.28846-RA	
OG0024458		Tfasc_v1.28853-RA	
OG0024459		Tfasc_v1.28854-RA	
OG0024460		Tfasc_v1.28866-RA	
OG0024461		Tfasc_v1.28867-RA	
OG0024462		Tfasc_v1.28860-RA	
OG0024463		Tfasc_v1.28902-RA	
OG0024464		Tfasc_v1.28952-RA	
OG0024465		Tfasc_v1.28972-RA	
OG0024466		Tfasc_v1.28969-RA	
OG0024467		Tfasc_v1.29011-RA	
OG0024468		Tfasc_v1.29008-RA	
OG0024469		Tfasc_v1.29010-RA	
OG0024470			Tlei_v1.09746-RA
OG0024471			Tlei_v1.09750-RA
OG0024472			Tlei_v1.09755-RA
OG0024473			Tlei_v1.09788-RA
OG0024474			Tlei_v1.09781-RA
OG0024475			Tlei_v1.09785-RA
OG0024476			Tlei_v1.09803-RA
OG0024477			Tlei_v1.09799-RA
OG0024478			Tlei_v1.09841-RA
OG0024479			Tlei_v1.09883-RA
OG0024480			Tlei_v1.09894-RA
OG0024481			Tlei_v1.09886-RA
OG0024482			Tlei_v1.09906-RA
OG0024483			Tlei_v1.09902-RA
OG0024484			Tlei_v1.09923-RA
OG0024485			Tlei_v1.09921-RA
OG0024486			Tlei_v1.09915-RA
OG0024487			Tlei_v1.09930-RA
OG0024488			Tlei_v1.09957-RA
OG0024489			Tlei_v1.09969-RA
OG0024490			Tlei_v1.09976-RA
OG0024491			Tlei_v1.09993-RA
OG0024492			Tlei_v1.09985-RA
OG0024493			Tlei_v1.09992-RA
OG0024494			Tlei_v1.10004-RA
OG0024495			Tlei_v1.10015-RA
OG0024496			Tlei_v1.10018-RA
OG0024497			Tlei_v1.10032-RA
OG0024498			Tlei_v1.10042-RA
OG0024499			Tlei_v1.10038-RA
OG0024500			Tlei_v1.10047-RA
OG0024501			Tlei_v1.10065-RA
OG0024502			Tlei_v1.10068-RA
OG0024503			Tlei_v1.10071-RA
OG0024504			Tlei_v1.10073-RA
OG0024505			Tlei_v1.10104-RA
OG0024506			Tlei_v1.10111-RA
OG0024507			Tlei_v1.10121-RA
OG0024508			Tlei_v1.10124-RA
OG0024509			Tlei_v1.10135-RA
OG0024510			Tlei_v1.10144-RA
OG0024511			Tlei_v1.10154-RA
OG0024512			Tlei_v1.10166-RA
OG0024513			Tlei_v1.10175-RA
OG0024514			Tlei_v1.10177-RA
OG0024515			Tlei_v1.10181-RA
OG0024516			Tlei_v1.10194-RA
OG0024517			Tlei_v1.10203-RA
OG0024518			Tlei_v1.10227-RA
OG0024519			Tlei_v1.10256-RA
OG0024520			Tlei_v1.10261-RA
OG0024521			Tlei_v1.10296-RA
OG0024522			Tlei_v1.10297-RA
OG0024523			Tlei_v1.10305-RA
OG0024524			Tlei_v1.10309-RA
OG0024525			Tlei_v1.10312-RA
OG0024526			Tlei_v1.10316-RA
OG0024527			Tlei_v1.10324-RA
OG0024528			Tlei_v1.10325-RA
OG0024529			Tlei_v1.10329-RA
OG0024530			Tlei_v1.10330-RA
OG0024531			Tlei_v1.10331-RA
OG0024532			Tlei_v1.10335-RA
OG0024533			Tlei_v1.10333-RA
OG0024534			Tlei_v1.10361-RA
OG0024535			Tlei_v1.10365-RA
OG0024536			Tlei_v1.10401-RA
OG0024537			Tlei_v1.10402-RA
OG0024538			Tlei_v1.10450-RA
OG0024539			Tlei_v1.10477-RA
OG0024540			Tlei_v1.10483-RA
OG0024541			Tlei_v1.10517-RA
OG0024542			Tlei_v1.10516-RA
OG0024543			Tlei_v1.10522-RA
OG0024544			Tlei_v1.10570-RA
OG0024545			Tlei_v1.10571-RA
OG0024546			Tlei_v1.10572-RA
OG0024547			Tlei_v1.10587-RA
OG0024548			Tlei_v1.10586-RB
OG0024549			Tlei_v1.10593-RA
OG0024550			Tlei_v1.10612-RA
OG0024551			Tlei_v1.10616-RA
OG0024552			Tlei_v1.10619-RA
OG0024553			Tlei_v1.10624-RA
OG0024554			Tlei_v1.10625-RA
OG0024555			Tlei_v1.10627-RA
OG0024556			Tlei_v1.10634-RA
OG0024557			Tlei_v1.10650-RA
OG0024558			Tlei_v1.10651-RA
OG0024559			Tlei_v1.10654-RA
OG0024560			Tlei_v1.10667-RA
OG0024561			Tlei_v1.10689-RA
OG0024562			Tlei_v1.10697-RA
OG0024563			Tlei_v1.10700-RA
OG0024564			Tlei_v1.10719-RA
OG0024565			Tlei_v1.10726-RA
OG0024566			Tlei_v1.10735-RA
OG0024567			Tlei_v1.10736-RA
OG0024568			Tlei_v1.10738-RA
OG0024569			Tlei_v1.10756-RA
OG0024570			Tlei_v1.10767-RA
OG0024571			Tlei_v1.10774-RA
OG0024572			Tlei_v1.10780-RA
OG0024573			Tlei_v1.10782-RA
OG0024574			Tlei_v1.10785-RA
OG0024575			Tlei_v1.10792-RA
OG0024576			Tlei_v1.10797-RA
OG0024577			Tlei_v1.10796-RA
OG0024578			Tlei_v1.10798-RA
OG0024579			Tlei_v1.10804-RA
OG0024580			Tlei_v1.10808-RB
OG0024581			Tlei_v1.10823-RA
OG0024582			Tlei_v1.10835-RA
OG0024583			Tlei_v1.10850-RA
OG0024584			Tlei_v1.10846-RA
OG0024585			Tlei_v1.10894-RA
OG0024586			Tlei_v1.10902-RA
OG0024587			Tlei_v1.10897-RA
OG0024588			Tlei_v1.10909-RA
OG0024589			Tlei_v1.10919-RA
OG0024590			Tlei_v1.10920-RA
OG0024591			Tlei_v1.10925-RA
OG0024592			Tlei_v1.10924-RA
OG0024593			Tlei_v1.10954-RA
OG0024594			Tlei_v1.10956-RA
OG0024595			Tlei_v1.10953-RA
OG0024596			Tlei_v1.10965-RA
OG0024597			Tlei_v1.10998-RA
OG0024598			Tlei_v1.11007-RA
OG0024599			Tlei_v1.31977-RA
OG0024600			Tlei_v1.31983-RA
OG0024601			Tlei_v1.32024-RA
OG0024602			Tlei_v1.32034-RA
OG0024603			Tlei_v1.32038-RA
OG0024604			Tlei_v1.32040-RA
OG0024605			Tlei_v1.32048-RA
OG0024606			Tlei_v1.32055-RA
OG0024607			Tlei_v1.21327-RA
OG0024608			Tlei_v1.21332-RA
OG0024609			Tlei_v1.21347-RA
OG0024610			Tlei_v1.21401-RA
OG0024611			Tlei_v1.21407-RA
OG0024612			Tlei_v1.21420-RA
OG0024613			Tlei_v1.21450-RA
OG0024614			Tlei_v1.21462-RA
OG0024615			Tlei_v1.21455-RA
OG0024616			Tlei_v1.21469-RA
OG0024617			Tlei_v1.21474-RA
OG0024618			Tlei_v1.21480-RA
OG0024619			Tlei_v1.21494-RA
OG0024620			Tlei_v1.21502-RA
OG0024621			Tlei_v1.21515-RA
OG0024622			Tlei_v1.21536-RA
OG0024623			Tlei_v1.21542-RA
OG0024624			Tlei_v1.21553-RA
OG0024625			Tlei_v1.21565-RA
OG0024626			Tlei_v1.21564-RA
OG0024627			Tlei_v1.21578-RA
OG0024628			Tlei_v1.21583-RA
OG0024629			Tlei_v1.21586-RA
OG0024630			Tlei_v1.21585-RA
OG0024631			Tlei_v1.21634-RA
OG0024632			Tlei_v1.21646-RA
OG0024633			Tlei_v1.21639-RA
OG0024634			Tlei_v1.21649-RA
OG0024635			Tlei_v1.21662-RA
OG0024636			Tlei_v1.21669-RA
OG0024637			Tlei_v1.21714-RA
OG0024638			Tlei_v1.21721-RA
OG0024639			Tlei_v1.21720-RA
OG0024640			Tlei_v1.21729-RA
OG0024641			Tlei_v1.21779-RA
OG0024642			Tlei_v1.21781-RA
OG0024643			Tlei_v1.21808-RA
OG0024644			Tlei_v1.21802-RA
OG0024645			Tlei_v1.21828-RA
OG0024646			Tlei_v1.21830-RA
OG0024647			Tlei_v1.21815-RA
OG0024648			Tlei_v1.21813-RA
OG0024649			Tlei_v1.21837-RA
OG0024650			Tlei_v1.21835-RA
OG0024651			Tlei_v1.21834-RA
OG0024652			Tlei_v1.21841-RA
OG0024653			Tlei_v1.21849-RA
OG0024654			Tlei_v1.21848-RA
OG0024655			Tlei_v1.21899-RA
OG0024656			Tlei_v1.21903-RA
OG0024657			Tlei_v1.21910-RA
OG0024658			Tlei_v1.21920-RA
OG0024659			Tlei_v1.21912-RA
OG0024660			Tlei_v1.21953-RA
OG0024661			Tlei_v1.21967-RA
OG0024662			Tlei_v1.21989-RA
OG0024663			Tlei_v1.21995-RA
OG0024664			Tlei_v1.22000-RA
OG0024665			Tlei_v1.22009-RB
OG0024666			Tlei_v1.22008-RA
OG0024667			Tlei_v1.22019-RA
OG0024668			Tlei_v1.22015-RA
OG0024669			Tlei_v1.22031-RA
OG0024670			Tlei_v1.22027-RA
OG0024671			Tlei_v1.22033-RA
OG0024672			Tlei_v1.22036-RA
OG0024673			Tlei_v1.22040-RA
OG0024674			Tlei_v1.22050-RA
OG0024675			Tlei_v1.22062-RA
OG0024676			Tlei_v1.22065-RA
OG0024677			Tlei_v1.22081-RA
OG0024678			Tlei_v1.22085-RA
OG0024679			Tlei_v1.22089-RA
OG0024680			Tlei_v1.22092-RA
OG0024681			Tlei_v1.22096-RA
OG0024682			Tlei_v1.22103-RA
OG0024683			Tlei_v1.22106-RA
OG0024684			Tlei_v1.22117-RA
OG0024685			Tlei_v1.22139-RA
OG0024686			Tlei_v1.22146-RA
OG0024687			Tlei_v1.22151-RA
OG0024688			Tlei_v1.22160-RA
OG0024689			Tlei_v1.22170-RA
OG0024690			Tlei_v1.22179-RA
OG0024691			Tlei_v1.22184-RA
OG0024692			Tlei_v1.22196-RA
OG0024693			Tlei_v1.22228-RA
OG0024694			Tlei_v1.22238-RB
OG0024695			Tlei_v1.22240-RA
OG0024696			Tlei_v1.22245-RA
OG0024697			Tlei_v1.22246-RA
OG0024698			Tlei_v1.22279-RA
OG0024699			Tlei_v1.22284-RA
OG0024700			Tlei_v1.22285-RA
OG0024701			Tlei_v1.22295-RA
OG0024702			Tlei_v1.22293-RA
OG0024703			Tlei_v1.22304-RA
OG0024704			Tlei_v1.22307-RA
OG0024705			Tlei_v1.22314-RA
OG0024706			Tlei_v1.22312-RA
OG0024707			Tlei_v1.22324-RA
OG0024708			Tlei_v1.22331-RA
OG0024709			Tlei_v1.22347-RA
OG0024710			Tlei_v1.22368-RA
OG0024711			Tlei_v1.22367-RA
OG0024712			Tlei_v1.22399-RA
OG0024713			Tlei_v1.22409-RB
OG0024714			Tlei_v1.22411-RA
OG0024715			Tlei_v1.22419-RA
OG0024716			Tlei_v1.22425-RA
OG0024717			Tlei_v1.22423-RA
OG0024718			Tlei_v1.22434-RA
OG0024719			Tlei_v1.22456-RA
OG0024720			Tlei_v1.22454-RA
OG0024721			Tlei_v1.22463-RA
OG0024722			Tlei_v1.22482-RA
OG0024723			Tlei_v1.22479-RA
OG0024724			Tlei_v1.22483-RA
OG0024725			Tlei_v1.22484-RA
OG0024726			Tlei_v1.22488-RA
OG0024727			Tlei_v1.22515-RA
OG0024728			Tlei_v1.22516-RA
OG0024729			Tlei_v1.22523-RA
OG0024730			Tlei_v1.22524-RA
OG0024731			Tlei_v1.22529-RA
OG0024732			Tlei_v1.22534-RB
OG0024733			Tlei_v1.22542-RA
OG0024734			Tlei_v1.22551-RA
OG0024735			Tlei_v1.22561-RA
OG0024736			Tlei_v1.22562-RA
OG0024737			Tlei_v1.22563-RA
OG0024738			Tlei_v1.22579-RA
