Scaffold_1;HRSCAF=1 53962
Scaffold_4711;HRSCAF=5921 15869
Scaffold_4712;HRSCAF=5922 13947
Scaffold_4713;HRSCAF=5924 48201
Scaffold_4714;HRSCAF=5925 23230
Scaffold_4715;HRSCAF=5926 74470
Scaffold_4716;HRSCAF=5927 41270
Scaffold_4717;HRSCAF=5929 56846
Scaffold_4718;HRSCAF=5930 17909
Scaffold_4719;HRSCAF=5931 40546
Scaffold_4720;HRSCAF=5932 48347
Scaffold_4721;HRSCAF=5933 65442
Scaffold_4722;HRSCAF=5934 15180
Scaffold_4723;HRSCAF=5935 45066
Scaffold_4724;HRSCAF=5939 12402
Scaffold_4725;HRSCAF=5940 42949
Scaffold_4726;HRSCAF=5941 23801
Scaffold_4727;HRSCAF=5942 59342
Scaffold_4728;HRSCAF=5943 92543
Scaffold_4729;HRSCAF=5944 13640
Scaffold_4730;HRSCAF=5946 14010
Scaffold_4731;HRSCAF=5948 51916
Scaffold_4732;HRSCAF=5949 16803
Scaffold_4733;HRSCAF=5950 67650
Scaffold_4734;HRSCAF=5951 7999
Scaffold_4735;HRSCAF=5953 14482
Scaffold_4736;HRSCAF=5955 19372
Scaffold_4737;HRSCAF=5956 31943
Scaffold_4738;HRSCAF=5959 24821
Scaffold_4739;HRSCAF=5962 83654
Scaffold_4740;HRSCAF=5963 63645
Scaffold_4741;HRSCAF=5965 29060
Scaffold_4742;HRSCAF=5969 26489
Scaffold_4743;HRSCAF=5971 40646
Scaffold_4744;HRSCAF=5972 16918
Scaffold_4745;HRSCAF=5974 21735
Scaffold_4746;HRSCAF=5975 17711
Scaffold_4747;HRSCAF=5976 16060
Scaffold_4748;HRSCAF=5977 14074
Scaffold_4749;HRSCAF=5979 16641
Scaffold_4750;HRSCAF=5980 14927
Scaffold_4751;HRSCAF=5981 18858
Scaffold_4752;HRSCAF=5983 22737
Scaffold_4753;HRSCAF=5984 12150
Scaffold_4754;HRSCAF=5988 25838
Scaffold_4755;HRSCAF=5989 31409
Scaffold_4756;HRSCAF=5991 45663
Scaffold_4757;HRSCAF=5992 15294
Scaffold_4758;HRSCAF=5994 40284
Scaffold_4759;HRSCAF=5996 67861
Scaffold_4760;HRSCAF=5997 23192
Scaffold_4761;HRSCAF=5998 235574
Scaffold_4762;HRSCAF=5999 32750
Scaffold_4763;HRSCAF=6000 78822
Scaffold_4764;HRSCAF=6001 46320
Scaffold_4765;HRSCAF=6002 33819
Scaffold_4766;HRSCAF=6004 17487
Scaffold_4767;HRSCAF=6005 42606
Scaffold_4768;HRSCAF=6007 28732
Scaffold_4769;HRSCAF=6008 70025
Scaffold_4770;HRSCAF=6009 70453
Scaffold_4771;HRSCAF=6011 11918
Scaffold_4772;HRSCAF=6013 30028
Scaffold_4773;HRSCAF=6014 29451
Scaffold_4774;HRSCAF=6015 17341
Scaffold_4775;HRSCAF=6016 20011
Scaffold_4776;HRSCAF=6018 18960
Scaffold_4777;HRSCAF=6020 39889
Scaffold_4778;HRSCAF=6022 31102
Scaffold_4779;HRSCAF=6024 16788
Scaffold_4780;HRSCAF=6026 20606
Scaffold_4781;HRSCAF=6027 14377
Scaffold_4782;HRSCAF=6028 36735
Scaffold_4783;HRSCAF=6029 23620
Scaffold_4784;HRSCAF=6030 51591
Scaffold_4785;HRSCAF=6031 67638
Scaffold_4786;HRSCAF=6034 30837
Scaffold_4787;HRSCAF=6035 30926
Scaffold_4788;HRSCAF=6037 28086
Scaffold_4789;HRSCAF=6039 199436
Scaffold_4790;HRSCAF=6041 66107
Scaffold_4791;HRSCAF=6042 50669
Scaffold_4792;HRSCAF=6043 41950
Scaffold_4793;HRSCAF=6044 30739
Scaffold_4794;HRSCAF=6045 53051
Scaffold_4795;HRSCAF=6047 25303
Scaffold_4796;HRSCAF=6048 40028
Scaffold_4797;HRSCAF=6051 13945
Scaffold_4798;HRSCAF=6052 11750
Scaffold_4799;HRSCAF=6054 46198
Scaffold_4800;HRSCAF=6055 53389
Scaffold_4801;HRSCAF=6056 11022
Scaffold_4802;HRSCAF=6057 50407
Scaffold_4803;HRSCAF=6058 56589
Scaffold_4804;HRSCAF=6059 9714
Scaffold_4805;HRSCAF=6060 20373
Scaffold_4806;HRSCAF=6062 43520
Scaffold_4807;HRSCAF=6065 13375
Scaffold_4808;HRSCAF=6066 14164
Scaffold_4809;HRSCAF=6068 13349
Scaffold_4810;HRSCAF=6072 17612
Scaffold_4811;HRSCAF=6073 52742
Scaffold_4812;HRSCAF=6074 22171
Scaffold_4813;HRSCAF=6076 16572
Scaffold_4814;HRSCAF=6078 14729
Scaffold_4815;HRSCAF=6079 46424
Scaffold_4816;HRSCAF=6080 47594
Scaffold_4817;HRSCAF=6081 75429
Scaffold_4818;HRSCAF=6082 100494
Scaffold_4819;HRSCAF=6083 45852
Scaffold_4820;HRSCAF=6085 23501
Scaffold_4821;HRSCAF=6086 28818
Scaffold_4822;HRSCAF=6088 33303
Scaffold_4823;HRSCAF=6090 22920
Scaffold_4824;HRSCAF=6091 27971
Scaffold_4825;HRSCAF=6092 17730
Scaffold_4826;HRSCAF=6096 28079
Scaffold_4827;HRSCAF=6097 23036
Scaffold_4828;HRSCAF=6098 22438
Scaffold_4829;HRSCAF=6099 24945
Scaffold_4830;HRSCAF=6100 46210
Scaffold_4831;HRSCAF=6101 18240
Scaffold_4832;HRSCAF=6102 23622
Scaffold_4833;HRSCAF=6104 17624
Scaffold_4834;HRSCAF=6105 7042
Scaffold_4835;HRSCAF=6107 17620
Scaffold_4836;HRSCAF=6108 23346
Scaffold_4837;HRSCAF=6109 21308
Scaffold_4838;HRSCAF=6110 24390
Scaffold_4839;HRSCAF=6111 43256
Scaffold_4840;HRSCAF=6112 29893
Scaffold_4841;HRSCAF=6116 41264
Scaffold_4842;HRSCAF=6117 26254
Scaffold_4843;HRSCAF=6118 33681
Scaffold_4844;HRSCAF=6119 57198
Scaffold_4845;HRSCAF=6120 46329
Scaffold_4846;HRSCAF=6122 111751
Scaffold_4847;HRSCAF=6123 40872
Scaffold_4848;HRSCAF=6125 19249
Scaffold_4849;HRSCAF=6126 19115
Scaffold_4850;HRSCAF=6128 59686
Scaffold_4851;HRSCAF=6129 35337
Scaffold_4852;HRSCAF=6130 86186
Scaffold_4853;HRSCAF=6131 13514
Scaffold_4854;HRSCAF=6133 78717
Scaffold_4855;HRSCAF=6134 14259
Scaffold_4856;HRSCAF=6135 35408
Scaffold_4857;HRSCAF=6138 75207
Scaffold_4858;HRSCAF=6140 103319
Scaffold_4859;HRSCAF=6141 34201
Scaffold_4860;HRSCAF=6143 26295
Scaffold_4861;HRSCAF=6145 44539
Scaffold_4862;HRSCAF=6146 27527
Scaffold_4863;HRSCAF=6147 18601
Scaffold_4864;HRSCAF=6148 81498
Scaffold_4865;HRSCAF=6149 14099
Scaffold_4866;HRSCAF=6150 24447
Scaffold_4867;HRSCAF=6153 35191
Scaffold_4868;HRSCAF=6155 18238
Scaffold_4869;HRSCAF=6156 37968
Scaffold_4870;HRSCAF=6157 127385
Scaffold_4871;HRSCAF=6158 39118
Scaffold_4872;HRSCAF=6160 28348
Scaffold_4873;HRSCAF=6161 51548
Scaffold_4874;HRSCAF=6162 59191
Scaffold_4875;HRSCAF=6163 28328
Scaffold_4876;HRSCAF=6164 33111
Scaffold_4877;HRSCAF=6165 52165
Scaffold_4878;HRSCAF=6166 25568
Scaffold_4879;HRSCAF=6167 54109
Scaffold_4880;HRSCAF=6168 18128
Scaffold_4881;HRSCAF=6170 17439
Scaffold_4882;HRSCAF=6171 16443
Scaffold_4883;HRSCAF=6172 63812
Scaffold_4884;HRSCAF=6175 21229
Scaffold_4885;HRSCAF=6176 27416
Scaffold_4886;HRSCAF=6177 33197
Scaffold_4887;HRSCAF=6178 97962
Scaffold_4888;HRSCAF=6179 107465
Scaffold_4889;HRSCAF=6181 15919
Scaffold_4890;HRSCAF=6182 70928
Scaffold_4891;HRSCAF=6183 29213
Scaffold_4892;HRSCAF=6185 12096
Scaffold_4893;HRSCAF=6186 51449
Scaffold_4894;HRSCAF=6188 55362
Scaffold_4895;HRSCAF=6189 18573
Scaffold_4896;HRSCAF=6190 28989
Scaffold_4897;HRSCAF=6192 12501
Scaffold_4898;HRSCAF=6194 16143
Scaffold_4899;HRSCAF=6195 79624
Scaffold_4900;HRSCAF=6196 59140
Scaffold_4901;HRSCAF=6197 33792
Scaffold_4902;HRSCAF=6199 9317
Scaffold_4903;HRSCAF=6200 22489
Scaffold_4904;HRSCAF=6201 11908
Scaffold_4905;HRSCAF=6202 23547
Scaffold_4906;HRSCAF=6203 10212
Scaffold_4907;HRSCAF=6204 55047
Scaffold_4908;HRSCAF=6206 54473
Scaffold_4909;HRSCAF=6208 21627
Scaffold_4910;HRSCAF=6209 21739
Scaffold_4911;HRSCAF=6210 15927
Scaffold_4912;HRSCAF=6211 27949
Scaffold_4913;HRSCAF=6212 20286
Scaffold_4914;HRSCAF=6213 14167
Scaffold_4915;HRSCAF=6215 48697
Scaffold_4916;HRSCAF=6216 38357
Scaffold_4917;HRSCAF=6217 94495
Scaffold_4918;HRSCAF=6218 13592
Scaffold_4919;HRSCAF=6219 38706
Scaffold_4920;HRSCAF=6221 14732
Scaffold_4921;HRSCAF=6222 80008
Scaffold_4922;HRSCAF=6223 14135
Scaffold_4923;HRSCAF=6224 25012
Scaffold_4924;HRSCAF=6225 15936
Scaffold_4925;HRSCAF=6226 37323
Scaffold_4926;HRSCAF=6227 14747
Scaffold_4927;HRSCAF=6228 71159
Scaffold_4928;HRSCAF=6229 24216
Scaffold_4929;HRSCAF=6230 48770
Scaffold_4930;HRSCAF=6232 23075
Scaffold_4931;HRSCAF=6233 34490
Scaffold_4932;HRSCAF=6234 27545
Scaffold_4933;HRSCAF=6235 16780
Scaffold_4934;HRSCAF=6236 67449
Scaffold_4935;HRSCAF=6237 63914
Scaffold_4936;HRSCAF=6238 138839
Scaffold_4937;HRSCAF=6239 100802
Scaffold_4938;HRSCAF=6240 104251
Scaffold_4939;HRSCAF=6241 20445
Scaffold_4940;HRSCAF=6243 34298
Scaffold_4941;HRSCAF=6244 41595
Scaffold_4942;HRSCAF=6245 96225
Scaffold_4943;HRSCAF=6246 55686
Scaffold_4944;HRSCAF=6247 110895
Scaffold_4945;HRSCAF=6248 64528
Scaffold_4946;HRSCAF=6249 77605
Scaffold_4947;HRSCAF=6251 14708
Scaffold_4948;HRSCAF=6252 19628
Scaffold_4949;HRSCAF=6254 26230
Scaffold_4950;HRSCAF=6255 33343
Scaffold_4951;HRSCAF=6256 18966
Scaffold_4952;HRSCAF=6257 14747
Scaffold_4953;HRSCAF=6258 21511
Scaffold_4954;HRSCAF=6259 30298
Scaffold_4955;HRSCAF=6260 16286
Scaffold_4956;HRSCAF=6261 37290
Scaffold_4957;HRSCAF=6262 14899
Scaffold_4958;HRSCAF=6264 14669
Scaffold_4959;HRSCAF=6265 33129
Scaffold_4960;HRSCAF=6266 42782
Scaffold_4961;HRSCAF=6269 31266
Scaffold_4962;HRSCAF=6270 72972
Scaffold_4963;HRSCAF=6271 19491
Scaffold_4964;HRSCAF=6272 66834
Scaffold_4965;HRSCAF=6274 141133
Scaffold_4966;HRSCAF=6275 69359
Scaffold_4967;HRSCAF=6276 52616
Scaffold_4968;HRSCAF=6277 50748
Scaffold_4969;HRSCAF=6278 77156
Scaffold_4970;HRSCAF=6280 16734
Scaffold_4971;HRSCAF=6282 24815
Scaffold_4972;HRSCAF=6283 16509
Scaffold_4973;HRSCAF=6284 40856
Scaffold_4974;HRSCAF=6285 43039
Scaffold_4975;HRSCAF=6286 30298
Scaffold_4976;HRSCAF=6288 25788
Scaffold_4977;HRSCAF=6289 18171
Scaffold_4978;HRSCAF=6290 80154
Scaffold_4979;HRSCAF=6291 30790
Scaffold_4980;HRSCAF=6292 14261
Scaffold_4981;HRSCAF=6293 16353
Scaffold_4982;HRSCAF=6294 23767
Scaffold_4983;HRSCAF=6296 46541
Scaffold_4984;HRSCAF=6299 36845
Scaffold_4985;HRSCAF=6300 37898
Scaffold_4986;HRSCAF=6301 53485
Scaffold_4987;HRSCAF=6302 31363
Scaffold_4988;HRSCAF=6303 37896
Scaffold_4989;HRSCAF=6304 31520
Scaffold_4990;HRSCAF=6306 55489
Scaffold_4991;HRSCAF=6307 22949
Scaffold_4992;HRSCAF=6308 15843
Scaffold_4993;HRSCAF=6309 33713
Scaffold_4994;HRSCAF=6310 41400
Scaffold_4995;HRSCAF=6313 16142
Scaffold_4996;HRSCAF=6315 7325
Scaffold_4997;HRSCAF=6318 23879
Scaffold_4998;HRSCAF=6319 61448
Scaffold_4999;HRSCAF=6320 47646
Scaffold_5000;HRSCAF=6321 7861
Scaffold_5001;HRSCAF=6322 13030
Scaffold_5002;HRSCAF=6323 17151
Scaffold_5003;HRSCAF=6325 30719
Scaffold_5004;HRSCAF=6326 27471
Scaffold_5005;HRSCAF=6328 48349
Scaffold_5006;HRSCAF=6329 72748
Scaffold_5007;HRSCAF=6330 36394
Scaffold_5008;HRSCAF=6331 44338
Scaffold_5009;HRSCAF=6333 101923
Scaffold_5010;HRSCAF=6337 18178
Scaffold_5011;HRSCAF=6338 27761
Scaffold_5012;HRSCAF=6339 54269
Scaffold_5013;HRSCAF=6340 9701
Scaffold_5014;HRSCAF=6342 27816
Scaffold_5015;HRSCAF=6343 50024
Scaffold_5016;HRSCAF=6344 155291
Scaffold_5017;HRSCAF=6345 75794
Scaffold_5018;HRSCAF=6347 33042
Scaffold_5019;HRSCAF=6349 31493
Scaffold_5020;HRSCAF=6350 66569
Scaffold_5021;HRSCAF=6351 23745
Scaffold_5022;HRSCAF=6352 18405
Scaffold_5023;HRSCAF=6353 30843
Scaffold_5024;HRSCAF=6356 25059
Scaffold_5025;HRSCAF=6357 19764
Scaffold_5026;HRSCAF=6358 30939
Scaffold_5027;HRSCAF=6359 29472
Scaffold_5028;HRSCAF=6360 75433
Scaffold_5029;HRSCAF=6361 21101
Scaffold_5030;HRSCAF=6362 10744
Scaffold_5031;HRSCAF=6363 13211
Scaffold_5032;HRSCAF=6364 23315
Scaffold_5033;HRSCAF=6365 13340
Scaffold_5034;HRSCAF=6366 22435
Scaffold_5035;HRSCAF=6368 54538
Scaffold_5036;HRSCAF=6369 94994
Scaffold_5037;HRSCAF=6370 104696
Scaffold_5038;HRSCAF=6371 68679
Scaffold_5039;HRSCAF=6372 100856
Scaffold_5040;HRSCAF=6374 43088
Scaffold_5041;HRSCAF=6375 18514
Scaffold_5042;HRSCAF=6376 26754
Scaffold_5043;HRSCAF=6377 11299
Scaffold_5044;HRSCAF=6379 12807
Scaffold_5045;HRSCAF=6381 23118
Scaffold_5046;HRSCAF=6383 50070
Scaffold_5047;HRSCAF=6384 18806
Scaffold_5048;HRSCAF=6385 42662
Scaffold_5049;HRSCAF=6386 15407
Scaffold_5050;HRSCAF=6387 33754
Scaffold_5051;HRSCAF=6390 25997
Scaffold_5052;HRSCAF=6391 74592
Scaffold_5053;HRSCAF=6393 39339
Scaffold_5054;HRSCAF=6394 22296
Scaffold_5055;HRSCAF=6395 13415
Scaffold_5056;HRSCAF=6396 1945
Scaffold_5057;HRSCAF=6397 28309
Scaffold_5058;HRSCAF=6399 57443
Scaffold_5059;HRSCAF=6400 11444
Scaffold_5060;HRSCAF=6401 78087
Scaffold_5061;HRSCAF=6403 36427
Scaffold_5062;HRSCAF=6404 122574
Scaffold_5063;HRSCAF=6406 66959
Scaffold_5064;HRSCAF=6408 21628
Scaffold_5065;HRSCAF=6409 62717
Scaffold_5066;HRSCAF=6410 108448
Scaffold_5067;HRSCAF=6411 43624
Scaffold_5068;HRSCAF=6412 22834
Scaffold_5069;HRSCAF=6415 63832
Scaffold_5070;HRSCAF=6416 45981
Scaffold_5071;HRSCAF=6417 47845
Scaffold_5072;HRSCAF=6418 28311
Scaffold_5073;HRSCAF=6419 22095
Scaffold_5074;HRSCAF=6422 19691
Scaffold_5075;HRSCAF=6423 13695
Scaffold_5076;HRSCAF=6431 13080
Scaffold_5077;HRSCAF=6432 70740
Scaffold_5078;HRSCAF=6434 32613
Scaffold_5079;HRSCAF=6435 31418
Scaffold_5080;HRSCAF=6437 78025
Scaffold_5081;HRSCAF=6438 14133
Scaffold_5082;HRSCAF=6440 62409
Scaffold_5083;HRSCAF=6443 67609
Scaffold_5084;HRSCAF=6444 15598
Scaffold_5085;HRSCAF=6445 12920
Scaffold_5086;HRSCAF=6446 19900
Scaffold_5087;HRSCAF=6447 21154
Scaffold_5088;HRSCAF=6448 143835
Scaffold_5089;HRSCAF=6449 53817
Scaffold_5090;HRSCAF=6451 22458
Scaffold_5091;HRSCAF=6452 65211
Scaffold_5092;HRSCAF=6453 41563
Scaffold_5093;HRSCAF=6454 40073
Scaffold_5094;HRSCAF=6455 15614
Scaffold_5095;HRSCAF=6456 43015
Scaffold_5096;HRSCAF=6458 16939
Scaffold_5097;HRSCAF=6459 29276
Scaffold_5098;HRSCAF=6461 15779
Scaffold_5099;HRSCAF=6462 34177
Scaffold_5100;HRSCAF=6464 27620
Scaffold_5101;HRSCAF=6465 13690
Scaffold_5102;HRSCAF=6466 100959
Scaffold_5103;HRSCAF=6468 76519
Scaffold_5104;HRSCAF=6469 21170
Scaffold_5105;HRSCAF=6470 20249
Scaffold_5106;HRSCAF=6472 1213
Scaffold_5107;HRSCAF=6473 51339
Scaffold_5108;HRSCAF=6475 15432
Scaffold_5109;HRSCAF=6477 22905
Scaffold_5110;HRSCAF=6478 29832
Scaffold_5111;HRSCAF=6479 26046
Scaffold_5112;HRSCAF=6480 17833
Scaffold_5113;HRSCAF=6483 20078
Scaffold_5114;HRSCAF=6484 95643
Scaffold_5115;HRSCAF=6486 30594
Scaffold_5116;HRSCAF=6487 19645
Scaffold_5117;HRSCAF=6488 20609
Scaffold_5118;HRSCAF=6489 20044
Scaffold_5119;HRSCAF=6490 24465
Scaffold_5120;HRSCAF=6493 130390
Scaffold_5121;HRSCAF=6495 58099
Scaffold_5122;HRSCAF=6496 101524
Scaffold_5123;HRSCAF=6497 13640
Scaffold_5124;HRSCAF=6499 82592
Scaffold_5125;HRSCAF=6500 24006
Scaffold_5126;HRSCAF=6502 19206
Scaffold_5127;HRSCAF=6503 28174
Scaffold_5128;HRSCAF=6506 21284
Scaffold_5129;HRSCAF=6507 61865
Scaffold_5130;HRSCAF=6508 29657
Scaffold_5131;HRSCAF=6509 13404
Scaffold_5132;HRSCAF=6510 22541
Scaffold_5133;HRSCAF=6512 18833
Scaffold_5134;HRSCAF=6513 22614
Scaffold_5135;HRSCAF=6514 71074
Scaffold_5136;HRSCAF=6517 51441
Scaffold_5137;HRSCAF=6518 45445
Scaffold_5138;HRSCAF=6519 72071
Scaffold_5139;HRSCAF=6520 46796
Scaffold_5140;HRSCAF=6521 15922
Scaffold_5141;HRSCAF=6522 47226
Scaffold_5142;HRSCAF=6523 54327
Scaffold_5143;HRSCAF=6524 26658
Scaffold_5144;HRSCAF=6525 46950
Scaffold_5145;HRSCAF=6526 29912
Scaffold_5146;HRSCAF=6527 32782
Scaffold_5147;HRSCAF=6528 8701
Scaffold_5148;HRSCAF=6529 12114
Scaffold_5149;HRSCAF=6531 22379
Scaffold_5150;HRSCAF=6532 25008
Scaffold_5151;HRSCAF=6534 29160
Scaffold_5152;HRSCAF=6536 16715
Scaffold_5153;HRSCAF=6537 32320
Scaffold_5154;HRSCAF=6539 8543
Scaffold_5155;HRSCAF=6540 16051
Scaffold_5156;HRSCAF=6541 15732
Scaffold_5157;HRSCAF=6543 77403
Scaffold_5158;HRSCAF=6544 29383
Scaffold_5159;HRSCAF=6545 23609
Scaffold_5160;HRSCAF=6547 28730
Scaffold_5161;HRSCAF=6548 27516
Scaffold_5162;HRSCAF=6549 29039
Scaffold_5163;HRSCAF=6550 38110
Scaffold_5164;HRSCAF=6551 14294
Scaffold_5165;HRSCAF=6552 20091
Scaffold_5166;HRSCAF=6555 53780
Scaffold_5167;HRSCAF=6557 67749
Scaffold_5168;HRSCAF=6559 15650
Scaffold_5169;HRSCAF=6560 26635
Scaffold_5170;HRSCAF=6561 33183
Scaffold_5171;HRSCAF=6563 49478
Scaffold_5172;HRSCAF=6564 40261
Scaffold_5173;HRSCAF=6565 20417
Scaffold_5174;HRSCAF=6566 36334
Scaffold_5175;HRSCAF=6568 63638
Scaffold_5176;HRSCAF=6569 7464
Scaffold_5177;HRSCAF=6571 52597
Scaffold_5178;HRSCAF=6572 30253
Scaffold_5179;HRSCAF=6573 76750
Scaffold_5180;HRSCAF=6577 16416
Scaffold_5181;HRSCAF=6579 57675
Scaffold_5182;HRSCAF=6580 68941
Scaffold_5183;HRSCAF=6582 50207
Scaffold_5184;HRSCAF=6583 18284
Scaffold_5185;HRSCAF=6586 22115
Scaffold_5186;HRSCAF=6588 32946
Scaffold_5187;HRSCAF=6589 18947
Scaffold_5188;HRSCAF=6590 45296
Scaffold_5189;HRSCAF=6592 15903
Scaffold_5190;HRSCAF=6593 59523
Scaffold_5191;HRSCAF=6594 58798
Scaffold_5192;HRSCAF=6596 7821
Scaffold_5193;HRSCAF=6599 28900
Scaffold_5194;HRSCAF=6600 61203
Scaffold_5195;HRSCAF=6601 6210
Scaffold_5196;HRSCAF=6602 28431
Scaffold_5197;HRSCAF=6604 18183
Scaffold_5198;HRSCAF=6606 41392
Scaffold_5199;HRSCAF=6607 13069
Scaffold_5200;HRSCAF=6608 89133
Scaffold_5201;HRSCAF=6609 142550
Scaffold_5202;HRSCAF=6611 99382
Scaffold_5203;HRSCAF=6612 23504
Scaffold_5204;HRSCAF=6615 10322
Scaffold_5205;HRSCAF=6616 19916
Scaffold_5206;HRSCAF=6618 61949
Scaffold_5207;HRSCAF=6619 12465
Scaffold_5208;HRSCAF=6620 36313
Scaffold_5209;HRSCAF=6622 19053
Scaffold_5210;HRSCAF=6624 29213
Scaffold_5211;HRSCAF=6625 58371
Scaffold_5212;HRSCAF=6627 8658
Scaffold_5213;HRSCAF=6628 39389
Scaffold_5214;HRSCAF=6629 99180
Scaffold_5215;HRSCAF=6630 15423
Scaffold_5216;HRSCAF=6631 14803
Scaffold_5217;HRSCAF=6632 24240
Scaffold_5218;HRSCAF=6635 40294
Scaffold_5219;HRSCAF=6636 38452
Scaffold_5220;HRSCAF=6638 13058
Scaffold_5221;HRSCAF=6640 20328
Scaffold_5222;HRSCAF=6641 44697
Scaffold_5223;HRSCAF=6643 75683
Scaffold_5224;HRSCAF=6644 54288
Scaffold_5225;HRSCAF=6645 35270
Scaffold_5226;HRSCAF=6649 12269
Scaffold_5227;HRSCAF=6651 27869
Scaffold_5228;HRSCAF=6655 28569
Scaffold_5229;HRSCAF=6658 36535
Scaffold_5230;HRSCAF=6659 26228
Scaffold_5231;HRSCAF=6660 14814
Scaffold_5232;HRSCAF=6661 14333
Scaffold_5233;HRSCAF=6662 14843
Scaffold_5234;HRSCAF=6663 23109
Scaffold_5235;HRSCAF=6664 84504
Scaffold_5236;HRSCAF=6665 40691
Scaffold_5237;HRSCAF=6666 22730
Scaffold_5238;HRSCAF=6667 35153
Scaffold_5239;HRSCAF=6668 120488
Scaffold_5240;HRSCAF=6669 34354
Scaffold_5241;HRSCAF=6670 22806
Scaffold_5242;HRSCAF=6671 31125
Scaffold_5243;HRSCAF=6672 51023
Scaffold_5244;HRSCAF=6673 16696
Scaffold_5245;HRSCAF=6674 18539
Scaffold_5246;HRSCAF=6676 33518
Scaffold_5247;HRSCAF=6677 24063
Scaffold_5248;HRSCAF=6679 22505
Scaffold_5249;HRSCAF=6680 47954
Scaffold_5250;HRSCAF=6681 91291
Scaffold_5251;HRSCAF=6682 128025
Scaffold_5252;HRSCAF=6683 65774
Scaffold_5253;HRSCAF=6684 74778
Scaffold_5254;HRSCAF=6685 24769
Scaffold_5255;HRSCAF=6687 27723
Scaffold_5256;HRSCAF=6690 6776
Scaffold_5257;HRSCAF=6691 30103
Scaffold_5258;HRSCAF=6692 37511
Scaffold_5259;HRSCAF=6695 18816
Scaffold_5260;HRSCAF=6697 20572
Scaffold_5261;HRSCAF=6699 54098
Scaffold_5262;HRSCAF=6700 26303
Scaffold_5263;HRSCAF=6701 25528
Scaffold_5264;HRSCAF=6704 19001
Scaffold_5265;HRSCAF=6705 70926
Scaffold_5266;HRSCAF=6706 20775
Scaffold_5267;HRSCAF=6708 92948
Scaffold_5268;HRSCAF=6709 9966
Scaffold_5269;HRSCAF=6710 22229
Scaffold_5270;HRSCAF=6711 18778
Scaffold_5271;HRSCAF=6712 29309
Scaffold_5272;HRSCAF=6714 37138
Scaffold_5273;HRSCAF=6715 14738
Scaffold_5274;HRSCAF=6716 39626
Scaffold_5275;HRSCAF=6717 13371
Scaffold_5276;HRSCAF=6718 17018
Scaffold_5277;HRSCAF=6719 11225
Scaffold_5278;HRSCAF=6720 15721
Scaffold_5279;HRSCAF=6722 51040
Scaffold_5280;HRSCAF=6723 20889
Scaffold_5281;HRSCAF=6724 36362
Scaffold_5282;HRSCAF=6725 27437
Scaffold_5283;HRSCAF=6726 24182
Scaffold_5284;HRSCAF=6727 27693
Scaffold_5285;HRSCAF=6728 12738
Scaffold_5286;HRSCAF=6729 77776
Scaffold_5287;HRSCAF=6730 29225
Scaffold_5288;HRSCAF=6731 32601
Scaffold_5289;HRSCAF=6732 18667
Scaffold_5290;HRSCAF=6733 9259
Scaffold_5291;HRSCAF=6734 23148
Scaffold_5292;HRSCAF=6736 25752
Scaffold_5293;HRSCAF=6738 60239
Scaffold_5294;HRSCAF=6739 32004
Scaffold_5295;HRSCAF=6740 52794
Scaffold_5296;HRSCAF=6741 46955
Scaffold_5297;HRSCAF=6742 45667
Scaffold_5298;HRSCAF=6743 49042
Scaffold_5299;HRSCAF=6744 15743
Scaffold_5300;HRSCAF=6746 21215
Scaffold_5301;HRSCAF=6747 19399
Scaffold_5302;HRSCAF=6748 29479
Scaffold_5303;HRSCAF=6749 16980
Scaffold_5304;HRSCAF=6750 13691
Scaffold_5305;HRSCAF=6752 22014
Scaffold_5306;HRSCAF=6753 18206
Scaffold_5307;HRSCAF=6754 17376
Scaffold_5308;HRSCAF=6755 26900
Scaffold_5309;HRSCAF=6757 29540
Scaffold_5310;HRSCAF=6758 49320
Scaffold_5311;HRSCAF=6759 24406
Scaffold_5312;HRSCAF=6760 100768
Scaffold_5313;HRSCAF=6761 32553
Scaffold_5314;HRSCAF=6762 30023
Scaffold_5315;HRSCAF=6763 9945
Scaffold_5316;HRSCAF=6766 98516
Scaffold_5317;HRSCAF=6768 28464
Scaffold_5318;HRSCAF=6770 27491
Scaffold_5319;HRSCAF=6771 20918
Scaffold_5320;HRSCAF=6772 50056
Scaffold_5321;HRSCAF=6773 48285
Scaffold_5322;HRSCAF=6774 36935
Scaffold_5323;HRSCAF=6775 11906
Scaffold_5324;HRSCAF=6777 16536
Scaffold_5325;HRSCAF=6779 22360
Scaffold_5326;HRSCAF=6781 11919
Scaffold_5327;HRSCAF=6782 43781
Scaffold_5328;HRSCAF=6783 14474
Scaffold_5329;HRSCAF=6786 34919
Scaffold_5330;HRSCAF=6788 23826
Scaffold_5331;HRSCAF=6789 15920
Scaffold_5332;HRSCAF=6792 18385
Scaffold_5333;HRSCAF=6794 32233
Scaffold_5334;HRSCAF=6795 34104
Scaffold_5335;HRSCAF=6796 36974
Scaffold_5336;HRSCAF=6798 23173
Scaffold_5337;HRSCAF=6800 22142
Scaffold_5338;HRSCAF=6801 15947
Scaffold_5339;HRSCAF=6802 20469
Scaffold_5340;HRSCAF=6803 77003
Scaffold_5341;HRSCAF=6809 3500
Scaffold_5342;HRSCAF=6811 9164
Scaffold_5343;HRSCAF=6812 27113
Scaffold_5344;HRSCAF=6813 29424
Scaffold_5345;HRSCAF=6814 55430
