Category	ID	Term	adj_pval	Orthogroups	Genes
MF	GO:0051539	4 iron, 4 sulfur cluster binding	0.012	OG0009930, OG0004830, OG0000772, OG0003196, OG0010748, OG0013091, OG0019188, OG0005706, OG0005772, OG0005067, OG0007561, OG0007509, OG0003297, OG0007337, OG0011861, OG0008933, OG0010547, OG0010308	Tfasc_v1.03369, Tfasc_v1.05234, Tfasc_v1.06769, Tfasc_v1.08668, Tfasc_v1.11961, Tfasc_v1.13043, Tfasc_v1.13639, Tfasc_v1.13809, Tfasc_v1.14047, Tfasc_v1.18217, Tfasc_v1.22189, Tfasc_v1.22310, Tfasc_v1.22353, Tfasc_v1.22651, Tfasc_v1.23368, Tfasc_v1.24306, Tfasc_v1.26930, Tfasc_v1.28771, Tfasc_v1.29014
MF	GO:0034511	U3 snoRNA binding	0.01502	OG0006495, OG0003776, OG0007002	Tfasc_v1.01256, Tfasc_v1.02207, Tfasc_v1.27174
MF	GO:0000254	C-4 methylsterol oxidase activity	0.01502	OG0019261, OG0001880	Tfasc_v1.11172, Tfasc_v1.11173, Tfasc_v1.12213
MF	GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	0.01502	OG0006266, OG0011812, OG0003269	Tfasc_v1.06002, Tfasc_v1.12492, Tfasc_v1.22611
MF	GO:0015203	polyamine transmembrane transporter activity	0.01502	OG0010707, OG0001074	Tfasc_v1.12047, Tfasc_v1.22984, Tfasc_v1.23004
MF	GO:1902387	ceramide 1-phosphate binding	0.01604	OG0014654, OG0000638, OG0012966, OG0018882	Tfasc_v1.15517, Tfasc_v1.21671, Tfasc_v1.23489, Tfasc_v1.30130
MF	GO:1902388	ceramide 1-phosphate transfer activity	0.01604	OG0014654, OG0000638, OG0012966, OG0018882	Tfasc_v1.15517, Tfasc_v1.21671, Tfasc_v1.23489, Tfasc_v1.30130
MF	GO:0047769	arogenate dehydratase activity	0.01604	OG0004112, OG0013033, OG0015059, OG0009282	Tfasc_v1.10858, Tfasc_v1.13163, Tfasc_v1.22844, Tfasc_v1.29919
MF	GO:0010333	terpene synthase activity	0.0174	OG0001031, OG0000803, OG0016099, OG0000311, OG0012169, OG0001155	Tfasc_v1.03531, Tfasc_v1.03532, Tfasc_v1.03802, Tfasc_v1.03805, Tfasc_v1.03807, Tfasc_v1.03810, Tfasc_v1.14019, Tfasc_v1.15896, Tfasc_v1.19021
MF	GO:0005347	ATP transmembrane transporter activity	0.01917	OG0003838, OG0003457, OG0013397, OG0018067, OG0011750, OG0001607, OG0004297, OG0019219, OG0014930, OG0015010, OG0009642, OG0007789, OG0001422, OG0006924	Tfasc_v1.03500, Tfasc_v1.09653, Tfasc_v1.10248, Tfasc_v1.10251, Tfasc_v1.12320, Tfasc_v1.12398, Tfasc_v1.13125, Tfasc_v1.14242, Tfasc_v1.14557, Tfasc_v1.14760, Tfasc_v1.16039, Tfasc_v1.20293, Tfasc_v1.24210, Tfasc_v1.27601
MF	GO:0004725	protein tyrosine phosphatase activity	0.02374	OG0007273, OG0012558, OG0010333, OG0005275, OG0015042, OG0002024, OG0003562, OG0018258	Tfasc_v1.09148, Tfasc_v1.12652, Tfasc_v1.13250, Tfasc_v1.13401, Tfasc_v1.18009, Tfasc_v1.22315, Tfasc_v1.23953, Tfasc_v1.25409
MF	GO:0019888	protein phosphatase regulator activity	0.02445	OG0018803, OG0002725, OG0003990, OG0007093, OG0016741, OG0000750, OG0007933, OG0009668, OG0001410, OG0014883, OG0019130, OG0004394, OG0002136	Tfasc_v1.02212, Tfasc_v1.06281, Tfasc_v1.07620, Tfasc_v1.08781, Tfasc_v1.08971, Tfasc_v1.13456, Tfasc_v1.14747, Tfasc_v1.14920, Tfasc_v1.16103, Tfasc_v1.17219, Tfasc_v1.17882, Tfasc_v1.18407, Tfasc_v1.26905, Tfasc_v1.29709
MF	GO:0008144	drug binding	0.02634	OG0006614, OG0000449, OG0012262, OG0009975	Tfasc_v1.01485, Tfasc_v1.03785, Tfasc_v1.21254, Tfasc_v1.26564
MF	GO:0004329	formate-tetrahydrofolate ligase activity	0.02635	OG0007017, OG0007019	Tfasc_v1.08538, Tfasc_v1.08542
MF	GO:0004333	fumarate hydratase activity	0.02635	OG0001952	Tfasc_v1.27564, Tfasc_v1.27568
MF	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	0.02635	OG0000719	Tfasc_v1.05794, Tfasc_v1.23078
MF	GO:0003834	beta-carotene 15,15'-monooxygenase activity	0.02635	OG0015238, OG0019528	Tfasc_v1.19808, Tfasc_v1.19810
MF	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.02635	OG0001080	Tfasc_v1.00425, Tfasc_v1.12500
MF	GO:0008184	glycogen phosphorylase activity	0.02635	OG0010694, OG0014805	Tfasc_v1.12084, Tfasc_v1.29518
MF	GO:0102567	phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)	0.02635	OG0006008, OG0019030	Tfasc_v1.14442, Tfasc_v1.27475
MF	GO:0102568	phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)	0.02635	OG0006008, OG0019030	Tfasc_v1.14442, Tfasc_v1.27475
MF	GO:0008115	sarcosine oxidase activity	0.02635	OG0004541	Tfasc_v1.04910, Tfasc_v1.04915
MF	GO:0004663	Rab geranylgeranyltransferase activity	0.02635	OG0006090, OG0003763	Tfasc_v1.06433, Tfasc_v1.25014
MF	GO:0004412	homoserine dehydrogenase activity	0.02635	OG0011833, OG0015434	Tfasc_v1.12523, Tfasc_v1.25936
MF	GO:0019150	D-ribulokinase activity	0.02635	OG0004930	Tfasc_v1.11075, Tfasc_v1.11083
MF	GO:0004109	coproporphyrinogen oxidase activity	0.02635	OG0003297, OG0002220	Tfasc_v1.22353, Tfasc_v1.26827
MF	GO:0033818	beta-ketoacyl-acyl-carrier-protein synthase III activity	0.02635	OG0006298, OG0007133	Tfasc_v1.05935, Tfasc_v1.08878
MF	GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	0.02635	OG0009870, OG0003353	Tfasc_v1.03489, Tfasc_v1.20180
MF	GO:0070181	small ribosomal subunit rRNA binding	0.02635	OG0008998, OG0010557	Tfasc_v1.16376, Tfasc_v1.28819
MF	GO:0043139	5'-3' DNA helicase activity	0.02635	OG0011890, OG0003632	Tfasc_v1.23301, Tfasc_v1.29630
MF	GO:0004775	succinate-CoA ligase (ADP-forming) activity	0.02635	OG0004478, OG0010484	Tfasc_v1.04197, Tfasc_v1.07613
MF	GO:0004776	succinate-CoA ligase (GDP-forming) activity	0.02635	OG0004478, OG0010484	Tfasc_v1.04197, Tfasc_v1.07613
MF	GO:0015288	porin activity	0.02635	OG0012357, OG0005717	Tfasc_v1.06760, Tfasc_v1.13827
MF	GO:0052923	all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity	0.02635	OG0008183, OG0001497	Tfasc_v1.09775, Tfasc_v1.24990
MF	GO:0005080	protein kinase C binding	0.02635	OG0002111	Tfasc_v1.24578, Tfasc_v1.24579
MF	GO:0032422	purine-rich negative regulatory element binding	0.02635	OG0001080	Tfasc_v1.00425, Tfasc_v1.12500
MF	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	0.02635	OG0000913	Tfasc_v1.14354, Tfasc_v1.27961
MF	GO:0019200	carbohydrate kinase activity	0.02792	OG0006227, OG0005009, OG0004930, OG0008127, OG0011426, OG0018186, OG0014977, OG0018187, OG0008954, OG0002210, OG0010104	Tfasc_v1.06150, Tfasc_v1.06562, Tfasc_v1.11075, Tfasc_v1.11083, Tfasc_v1.15290, Tfasc_v1.17256, Tfasc_v1.22086, Tfasc_v1.22089, Tfasc_v1.22090, Tfasc_v1.24346, Tfasc_v1.26542, Tfasc_v1.26811
MF	GO:0004664	prephenate dehydratase activity	0.028	OG0004112, OG0013033, OG0015059, OG0009282	Tfasc_v1.10858, Tfasc_v1.13163, Tfasc_v1.22844, Tfasc_v1.29919
MF	GO:0003724	RNA helicase activity	0.02871	OG0018806, OG0000553, OG0005531, OG0018923, OG0019239, OG0005539, OG0013228, OG0019234, OG0007988, OG0012947, OG0019131, OG0002447, OG0018577, OG0018194, OG0004479, OG0011956, OG0018099, OG0019034	Tfasc_v1.02248, Tfasc_v1.04893, Tfasc_v1.07756, Tfasc_v1.07994, Tfasc_v1.10846, Tfasc_v1.13056, Tfasc_v1.13490, Tfasc_v1.14533, Tfasc_v1.14728, Tfasc_v1.15018, Tfasc_v1.16183, Tfasc_v1.18380, Tfasc_v1.18433, Tfasc_v1.18603, Tfasc_v1.19121, Tfasc_v1.21417, Tfasc_v1.21518, Tfasc_v1.22131, Tfasc_v1.22977, Tfasc_v1.23182, Tfasc_v1.23986, Tfasc_v1.27654
MF	GO:0016874	ligase activity	0.03055	OG0011627, OG0006587, OG0004582, OG0018807, OG0009891, OG0004478, OG0008694, OG0012522, OG0006408, OG0006126, OG0012327, OG0015231, OG0010484, OG0010437, OG0019123, OG0011132, OG0016336, OG0007017, OG0007019, OG0001992, OG0003239, OG0016859, OG0002794, OG0010855, OG0013499, OG0010812, OG0011749, OG0011759, OG0000876, OG0014782, OG0014518, OG0002236, OG0015136, OG0019194, OG0005798, OG0001444, OG0014365, OG0000482, OG0009030, OG0015121, OG0000418, OG0004328, OG0014021, OG0002353, OG0014787, OG0000363, OG0005308, OG0007711, OG0007887, OG0012066, OG0012033, OG0001006, OG0001046, OG0000968, OG0011930, OG0011925, OG0011918, OG0008755, OG0004622, OG0014914, OG0010025, OG0003877, OG0010074, OG0013912, OG0011244, OG0010611, OG0010615, OG0001556, OG0003671, OG0000620	Tfasc_v1.00152, Tfasc_v1.01418, Tfasc_v1.02004, Tfasc_v1.02235, Tfasc_v1.03459, Tfasc_v1.04197, Tfasc_v1.04760, Tfasc_v1.04904, Tfasc_v1.05607, Tfasc_v1.06405, Tfasc_v1.06717, Tfasc_v1.07351, Tfasc_v1.07613, Tfasc_v1.07686, Tfasc_v1.07852, Tfasc_v1.07960, Tfasc_v1.08221, Tfasc_v1.08223, Tfasc_v1.08538, Tfasc_v1.08542, Tfasc_v1.08646, Tfasc_v1.09039, Tfasc_v1.09411, Tfasc_v1.10712, Tfasc_v1.11060, Tfasc_v1.11444, Tfasc_v1.11845, Tfasc_v1.12323, Tfasc_v1.12362, Tfasc_v1.12705, Tfasc_v1.12838, Tfasc_v1.12925, Tfasc_v1.13425, Tfasc_v1.13453, Tfasc_v1.13766, Tfasc_v1.13985, Tfasc_v1.14666, Tfasc_v1.14821, Tfasc_v1.14999, Tfasc_v1.16457, Tfasc_v1.16688, Tfasc_v1.16895, Tfasc_v1.16898, Tfasc_v1.17287, Tfasc_v1.18192, Tfasc_v1.18802, Tfasc_v1.19507, Tfasc_v1.19787, Tfasc_v1.20142, Tfasc_v1.20512, Tfasc_v1.21539, Tfasc_v1.21596, Tfasc_v1.21612, Tfasc_v1.21955, Tfasc_v1.22399, Tfasc_v1.23210, Tfasc_v1.23223, Tfasc_v1.23237, Tfasc_v1.23969, Tfasc_v1.25395, Tfasc_v1.25568, Tfasc_v1.26655, Tfasc_v1.26695, Tfasc_v1.26756, Tfasc_v1.27147, Tfasc_v1.27163, Tfasc_v1.28596, Tfasc_v1.28622, Tfasc_v1.28838, Tfasc_v1.29373, Tfasc_v1.29378, Tfasc_v1.30024
MF	GO:0003993	acid phosphatase activity	0.03211	OG0016010, OG0006439, OG0000588, OG0001253, OG0014999, OG0010133, OG0009474, OG0006842	Tfasc_v1.00898, Tfasc_v1.01090, Tfasc_v1.01178, Tfasc_v1.04801, Tfasc_v1.04802, Tfasc_v1.13972, Tfasc_v1.14779, Tfasc_v1.17482, Tfasc_v1.25344, Tfasc_v1.27783
MF	GO:0004372	glycine hydroxymethyltransferase activity	0.03303	OG0011342, OG0011152, OG0014757	Tfasc_v1.18282, Tfasc_v1.19373, Tfasc_v1.21774
MF	GO:0004310	farnesyl-diphosphate farnesyltransferase activity	0.03303	OG0014626, OG0002429	Tfasc_v1.04208, Tfasc_v1.14385, Tfasc_v1.28736
MF	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	0.03303	OG0006008, OG0014892, OG0013533	Tfasc_v1.14442, Tfasc_v1.19826, Tfasc_v1.20949
MF	GO:0070905	serine binding	0.03303	OG0011342, OG0011152, OG0014757	Tfasc_v1.18282, Tfasc_v1.19373, Tfasc_v1.21774
MF	GO:0017050	D-erythro-sphingosine kinase activity	0.03303	OG0017488, OG0010380, OG0011012	Tfasc_v1.06121, Tfasc_v1.07816, Tfasc_v1.10773
MF	GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity	0.03303	OG0003118, OG0014121, OG0009787	Tfasc_v1.01621, Tfasc_v1.09857, Tfasc_v1.16315
MF	GO:0047631	ADP-ribose diphosphatase activity	0.03303	OG0013272, OG0016432, OG0015460	Tfasc_v1.02069, Tfasc_v1.15079, Tfasc_v1.26040
MF	GO:0034647	histone demethylase activity (H3-trimethyl-K4 specific)	0.03303	OG0015398, OG0015545, OG0002261	Tfasc_v1.02228, Tfasc_v1.06529, Tfasc_v1.28849
MF	GO:0047259	glucomannan 4-beta-mannosyltransferase activity	0.03303	OG0001284, OG0001437, OG0007813	Tfasc_v1.05965, Tfasc_v1.11994, Tfasc_v1.20376
MF	GO:1990381	ubiquitin-specific protease binding	0.03303	OG0006485, OG0004582, OG0001376	Tfasc_v1.01224, Tfasc_v1.02004, Tfasc_v1.11052
MF	GO:0003958	NADPH-hemoprotein reductase activity	0.03303	OG0000516	Tfasc_v1.13301, Tfasc_v1.25193, Tfasc_v1.26775
MF	GO:0003730	mRNA 3'-UTR binding	0.03303	OG0003548, OG0009685, OG0010026	Tfasc_v1.04809, Tfasc_v1.16136, Tfasc_v1.26656
MF	GO:0051996	squalene synthase activity	0.03303	OG0014626, OG0002429	Tfasc_v1.04208, Tfasc_v1.14385, Tfasc_v1.28736
MF	GO:0050897	cobalt ion binding	0.0422	OG0008396, OG0017380, OG0005798, OG0011342, OG0011152, OG0014757, OG0006987	Tfasc_v1.09376, Tfasc_v1.11308, Tfasc_v1.13985, Tfasc_v1.18282, Tfasc_v1.19373, Tfasc_v1.21774, Tfasc_v1.27282
MF	GO:0004124	cysteine synthase activity	0.04404	OG0000933, OG0001508, OG0002941, OG0007437	Tfasc_v1.01210, Tfasc_v1.02941, Tfasc_v1.14241, Tfasc_v1.22448
MF	GO:0004751	ribose-5-phosphate isomerase activity	0.04404	OG0003538, OG0001803, OG0004809	Tfasc_v1.04749, Tfasc_v1.15999, Tfasc_v1.22200, Tfasc_v1.30653
MF	GO:0008519	ammonium transmembrane transporter activity	0.04404	OG0013860, OG0013920, OG0004222, OG0009349	Tfasc_v1.02753, Tfasc_v1.12133, Tfasc_v1.18243, Tfasc_v1.30041
MF	GO:0005509	calcium ion binding	0.04766	OG0006583, OG0006658, OG0005426, OG0000801, OG0000852, OG0012449, OG0018475, OG0004853, OG0017311, OG0003990, OG0005349, OG0011084, OG0007192, OG0008406, OG0010968, OG0001612, OG0000590, OG0002763, OG0011750, OG0004347, OG0001387, OG0001886, OG0002964, OG0014930, OG0001499, OG0009642, OG0008973, OG0001424, OG0012953, OG0015846, OG0000920, OG0003344, OG0003773, OG0000634, OG0004629, OG0007314, OG0011547, OG0011250, OG0000769, OG0006836, OG0006793, OG0012280, OG0010518, OG0011856, OG0018300, OG0003640, OG0016020, OG0009367, OG0009421	Tfasc_v1.01405, Tfasc_v1.01564, Tfasc_v1.01651, Tfasc_v1.01652, Tfasc_v1.03747, Tfasc_v1.04009, Tfasc_v1.05072, Tfasc_v1.05665, Tfasc_v1.06065, Tfasc_v1.06624, Tfasc_v1.07620, Tfasc_v1.07891, Tfasc_v1.08051, Tfasc_v1.08318, Tfasc_v1.08976, Tfasc_v1.09342, Tfasc_v1.10854, Tfasc_v1.11426, Tfasc_v1.11855, Tfasc_v1.12117, Tfasc_v1.12320, Tfasc_v1.12440, Tfasc_v1.12444, Tfasc_v1.14031, Tfasc_v1.14455, Tfasc_v1.14479, Tfasc_v1.14557, Tfasc_v1.14561, Tfasc_v1.16039, Tfasc_v1.16329, Tfasc_v1.17661, Tfasc_v1.18365, Tfasc_v1.18524, Tfasc_v1.18577, Tfasc_v1.20106, Tfasc_v1.20835, Tfasc_v1.21170, Tfasc_v1.21961, Tfasc_v1.22681, Tfasc_v1.22978, Tfasc_v1.24487, Tfasc_v1.25115, Tfasc_v1.26836, Tfasc_v1.27794, Tfasc_v1.27865, Tfasc_v1.28372, Tfasc_v1.28463, Tfasc_v1.28729, Tfasc_v1.29152, Tfasc_v1.29278, Tfasc_v1.29649, Tfasc_v1.29892, Tfasc_v1.30088, Tfasc_v1.30233
CC	GO:0005829	cytosol	1.1e-08	OG0005321, OG0004295, OG0011704, OG0015183, OG0013317, OG0001295, OG0006448, OG0006587, OG0001312, OG0001313, OG0001319, OG0011024, OG0000619, OG0013784, OG0000526, OG0013253, OG0013248, OG0013271, OG0000741, OG0015394, OG0018806, OG0013330, OG0013374, OG0003829, OG0009818, OG0014018, OG0013615, OG0018867, OG0013647, OG0001129, OG0000760, OG0001167, OG0013585, OG0013576, OG0000449, OG0000589, OG0008640, OG0008612, OG0008505, OG0000976, OG0000999, OG0003548, OG0008730, OG0012512, OG0012491, OG0012492, OG0004525, OG0002446, OG0002755, OG0006326, OG0018500, OG0017487, OG0006227, OG0018511, OG0006081, OG0015544, OG0014096, OG0012305, OG0012316, OG0012350, OG0000772, OG0001095, OG0010678, OG0014264, OG0015193, OG0002522, OG0002296, OG0001115, OG0013132, OG0003987, OG0010418, OG0002249, OG0015499, OG0012282, OG0013107, OG0001665, OG0004134, OG0007016, OG0000595, OG0001992, OG0000585, OG0007129, OG0003223, OG0003233, OG0007228, OG0007280, OG0012883, OG0008427, OG0003486, OG0018009, OG0002089, OG0000983, OG0001504, OG0000332, OG0014456, OG0010991, OG0004930, OG0003718, OG0013482, OG0010811, OG0010734, OG0010711, OG0000974, OG0004065, OG0000322, OG0001264, OG0001330, OG0004335, OG0000876, OG0002594, OG0013909, OG0013696, OG0013072, OG0010346, OG0000516, OG0005724, OG0005836, OG0005772, OG0005753, OG0005908, OG0005934, OG0001881, OG0005996, OG0019232, OG0002967, OG0001256, OG0000750, OG0002058, OG0007926, OG0008065, OG0008070, OG0008132, OG0008127, OG0014654, OG0014732, OG0012125, OG0009668, OG0009685, OG0012758, OG0011426, OG0000408, OG0014034, OG0010129, OG0010223, OG0014744, OG0015047, OG0014341, OG0001350, OG0012930, OG0015850, OG0019140, OG0004981, OG0004553, OG0011200, OG0015240, OG0019523, OG0005308, OG0003344, OG0012725, OG0012265, OG0012226, OG0012229, OG0012115, OG0004417, OG0012005, OG0000638, OG0001683, OG0003139, OG0007505, OG0000968, OG0003283, OG0007435, OG0007430, OG0003269, OG0007317, OG0000498, OG0007288, OG0004264, OG0011502, OG0011496, OG0011470, OG0004378, OG0012966, OG0013023, OG0014105, OG0003562, OG0001435, OG0008775, OG0008786, OG0008819, OG0008853, OG0015698, OG0002434, OG0002111, OG0009625, OG0009607, OG0009586, OG0003748, OG0009633, OG0015458, OG0014887, OG0013701, OG0018623, OG0002210, OG0017034, OG0000313, OG0010000, OG0010026, OG0010064, OG0010060, OG0010104, OG0010100, OG0010114, OG0015760, OG0000766, OG0016694, OG0003128, OG0006705, OG0014383, OG0001721, OG0002629, OG0014862, OG0019597, OG0010608, OG0002265, OG0010615, OG0010566, OG0010229, OG0010248, OG0011311, OG0009245, OG0014805, OG0003632, OG0009171, OG0009275, OG0000620, OG0018882, OG0013436, OG0013439, OG0013429	Tfasc_v1.00053, Tfasc_v1.00124, Tfasc_v1.00359, Tfasc_v1.00409, Tfasc_v1.00845, Tfasc_v1.01091, Tfasc_v1.01132, Tfasc_v1.01418, Tfasc_v1.01433, Tfasc_v1.01449, Tfasc_v1.01600, Tfasc_v1.01633, Tfasc_v1.01643, Tfasc_v1.01709, Tfasc_v1.01960, Tfasc_v1.02051, Tfasc_v1.02054, Tfasc_v1.02079, Tfasc_v1.02143, Tfasc_v1.02243, Tfasc_v1.02248, Tfasc_v1.02399, Tfasc_v1.02565, Tfasc_v1.02959, Tfasc_v1.02960, Tfasc_v1.03052, Tfasc_v1.03116, Tfasc_v1.03150, Tfasc_v1.03196, Tfasc_v1.03271, Tfasc_v1.03295, Tfasc_v1.03367, Tfasc_v1.03425, Tfasc_v1.03588, Tfasc_v1.03604, Tfasc_v1.03785, Tfasc_v1.04346, Tfasc_v1.04389, Tfasc_v1.04450, Tfasc_v1.04625, Tfasc_v1.04684, Tfasc_v1.04738, Tfasc_v1.04809, Tfasc_v1.04818, Tfasc_v1.04921, Tfasc_v1.04982, Tfasc_v1.04983, Tfasc_v1.05016, Tfasc_v1.05044, Tfasc_v1.05771, Tfasc_v1.05870, Tfasc_v1.06019, Tfasc_v1.06128, Tfasc_v1.06150, Tfasc_v1.06212, Tfasc_v1.06444, Tfasc_v1.06526, Tfasc_v1.06550, Tfasc_v1.06592, Tfasc_v1.06669, Tfasc_v1.06706, Tfasc_v1.06746, Tfasc_v1.06769, Tfasc_v1.06795, Tfasc_v1.07017, Tfasc_v1.07317, Tfasc_v1.07365, Tfasc_v1.07498, Tfasc_v1.07499, Tfasc_v1.07538, Tfasc_v1.07572, Tfasc_v1.07594, Tfasc_v1.07641, Tfasc_v1.07712, Tfasc_v1.07731, Tfasc_v1.07894, Tfasc_v1.08209, Tfasc_v1.08275, Tfasc_v1.08304, Tfasc_v1.08332, Tfasc_v1.08511, Tfasc_v1.08546, Tfasc_v1.08646, Tfasc_v1.08723, Tfasc_v1.08867, Tfasc_v1.08939, Tfasc_v1.08997, Tfasc_v1.09052, Tfasc_v1.09177, Tfasc_v1.09242, Tfasc_v1.09300, Tfasc_v1.09319, Tfasc_v1.09349, Tfasc_v1.09493, Tfasc_v1.09828, Tfasc_v1.09872, Tfasc_v1.10035, Tfasc_v1.10710, Tfasc_v1.10813, Tfasc_v1.11075, Tfasc_v1.11083, Tfasc_v1.11458, Tfasc_v1.11677, Tfasc_v1.11856, Tfasc_v1.12002, Tfasc_v1.12022, Tfasc_v1.12050, Tfasc_v1.12072, Tfasc_v1.12107, Tfasc_v1.12346, Tfasc_v1.12348, Tfasc_v1.12355, Tfasc_v1.12705, Tfasc_v1.12842, Tfasc_v1.12843, Tfasc_v1.12866, Tfasc_v1.12986, Tfasc_v1.13101, Tfasc_v1.13291, Tfasc_v1.13301, Tfasc_v1.13848, Tfasc_v1.13919, Tfasc_v1.14047, Tfasc_v1.14094, Tfasc_v1.14227, Tfasc_v1.14274, Tfasc_v1.14317, Tfasc_v1.14408, Tfasc_v1.14489, Tfasc_v1.14500, Tfasc_v1.14504, Tfasc_v1.14643, Tfasc_v1.14747, Tfasc_v1.14854, Tfasc_v1.14903, Tfasc_v1.15021, Tfasc_v1.15131, Tfasc_v1.15153, Tfasc_v1.15289, Tfasc_v1.15290, Tfasc_v1.15517, Tfasc_v1.15641, Tfasc_v1.16011, Tfasc_v1.16103, Tfasc_v1.16136, Tfasc_v1.16821, Tfasc_v1.17256, Tfasc_v1.17279, Tfasc_v1.17301, Tfasc_v1.17478, Tfasc_v1.17678, Tfasc_v1.17914, Tfasc_v1.17961, Tfasc_v1.18182, Tfasc_v1.18183, Tfasc_v1.18409, Tfasc_v1.18522, Tfasc_v1.18523, Tfasc_v1.18719, Tfasc_v1.18748, Tfasc_v1.18813, Tfasc_v1.18838, Tfasc_v1.19267, Tfasc_v1.19500, Tfasc_v1.19676, Tfasc_v1.19733, Tfasc_v1.19787, Tfasc_v1.20106, Tfasc_v1.20296, Tfasc_v1.20726, Tfasc_v1.21233, Tfasc_v1.21336, Tfasc_v1.21337, Tfasc_v1.21420, Tfasc_v1.21421, Tfasc_v1.21501, Tfasc_v1.21633, Tfasc_v1.21671, Tfasc_v1.21769, Tfasc_v1.22236, Tfasc_v1.22334, Tfasc_v1.22399, Tfasc_v1.22442, Tfasc_v1.22464, Tfasc_v1.22469, Tfasc_v1.22611, Tfasc_v1.22674, Tfasc_v1.22680, Tfasc_v1.22736, Tfasc_v1.23080, Tfasc_v1.23088, Tfasc_v1.23104, Tfasc_v1.23144, Tfasc_v1.23188, Tfasc_v1.23212, Tfasc_v1.23246, Tfasc_v1.23247, Tfasc_v1.23256, Tfasc_v1.23489, Tfasc_v1.23656, Tfasc_v1.23887, Tfasc_v1.23953, Tfasc_v1.23961, Tfasc_v1.24000, Tfasc_v1.24027, Tfasc_v1.24101, Tfasc_v1.24161, Tfasc_v1.24472, Tfasc_v1.24560, Tfasc_v1.24578, Tfasc_v1.24579, Tfasc_v1.24948, Tfasc_v1.24984, Tfasc_v1.25020, Tfasc_v1.25148, Tfasc_v1.25193, Tfasc_v1.25884, Tfasc_v1.26043, Tfasc_v1.26104, Tfasc_v1.26280, Tfasc_v1.26530, Tfasc_v1.26542, Tfasc_v1.26550, Tfasc_v1.26610, Tfasc_v1.26612, Tfasc_v1.26656, Tfasc_v1.26743, Tfasc_v1.26744, Tfasc_v1.26775, Tfasc_v1.26811, Tfasc_v1.26813, Tfasc_v1.26831, Tfasc_v1.26930, Tfasc_v1.26961, Tfasc_v1.27004, Tfasc_v1.27867, Tfasc_v1.27998, Tfasc_v1.28045, Tfasc_v1.28125, Tfasc_v1.28134, Tfasc_v1.28204, Tfasc_v1.28319, Tfasc_v1.28347, Tfasc_v1.28584, Tfasc_v1.28604, Tfasc_v1.28622, Tfasc_v1.28832, Tfasc_v1.28875, Tfasc_v1.28896, Tfasc_v1.29224, Tfasc_v1.29300, Tfasc_v1.29307, Tfasc_v1.29518, Tfasc_v1.29630, Tfasc_v1.29822, Tfasc_v1.29914, Tfasc_v1.30024, Tfasc_v1.30130, Tfasc_v1.30569, Tfasc_v1.30579, Tfasc_v1.30592
