Ortho_ID	Tfas_ID	Tlei_ID	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
OG0019305_NT	Tfasc_v1.12019-RA:cds	Tlei_v1.11132-RA:cds	MYN	0.11057	0.258107	0.428388	0.0775624	213	46.8823	166.118	NA	27	9.95123	17.0488	NA	NA	0.143043	1.39157:1.24929:1:1:1:1	0.457407(0.494444:0.411111:0.466667)	NA	NA	NA	NA
OG0010295_NT	Tfasc_v1.28983-RA:cds	Tlei_v1.28709-RA:cds	MYN	0.00787725	0.0241661	0.325963	0.0101765	1458	356.169	1101.83	NA	17	8.37486	8.62514	NA	NA	0.0118564	2:2:1:1:1:1	0.427838(0.525362:0.387681:0.370471)	NA	NA	NA	NA
OG0012669_NT	Tfasc_v1.02015-RA:cds	Tlei_v1.27175-RA:cds	MYN	0.0429918	0.0635978	0.675995	0.145575	1284	280.981	1003.02	NA	59	17.1128	41.8872	NA	NA	0.0475011	0.6144:0.751081:1:1:1:1	0.511247(0.58589:0.413088:0.534765)	NA	NA	NA	NA
OG0014072_NT	Tfasc_v1.21158-RA:cds	Tlei_v1.17662-RA:cds	MYN	0.0245496	0.0569849	0.430809	0.0514174	603	147.49	455.51	NA	19	8.00286	10.9971	NA	NA	0.0324831	2.11632:2.49006:1:1:1:1	0.479798(0.5:0.34632:0.593074)	NA	NA	NA	NA
OG0003153_NT	Tfasc_v1.27733-RA:cds	Tlei_v1.30020-RA:cds	MYN	0.00273335	0.0203777	0.134134	0.0135385	984	250.273	733.727	NA	7	5	2	NA	NA	0.00722105	2.46241:2.38979:1:1:1:1	0.440217(0.508152:0.370924:0.441576)	NA	NA	NA	NA
OG0018786_NT	Tfasc_v1.01926-RA:cds	Tlei_v1.07119-RA:cds	MYN	0.0996757	0.0928936	1.07301	0.866936	570	142.91	427.09	NA	52	12.1814	39.8186	NA	NA	0.0979753	2.09735:1.82963:1:1:1:1	0.499239(0.456621:0.488584:0.552511)	NA	NA	NA	NA
OG0007487_NT	Tfasc_v1.22350-RA:cds	Tlei_v1.19936-RA:cds	MYN	0.00242159	0.0473094	0.0511862	9.30786e-07	1461	219.749	1241.25	NA	13	10	3	NA	NA	0.00917316	2:2:1:1:1:1	0.631804(0.544954:0.501835:0.848624)	NA	NA	NA	NA
OG0018724_NT	Tfasc_v1.22983-RA:cds	Tlei_v1.24592-RA:cds	MYN	0.0711202	0.0532688	1.33512	0.953298	159	40.757	118.243	NA	10	2	8	NA	NA	0.0665443	8.73081:5.94513:1:1:1:1	0.299479(0.375:0.210938:0.3125)	NA	NA	NA	NA
OG0009247_NT	Tfasc_v1.29305-RA:cds	Tlei_v1.30850-RA:cds	MYN	NA	0.0218023	-0	NA	1341	326.769	1014.23	NA	7	7	NA	NA	NA	0.0053127	2:2:1:1:1:1	0.411154(0.498054:0.368677:0.366732)	NA	NA	NA	NA
OG0018869_NT	Tfasc_v1.03287-RA:cds	Tlei_v1.03724-RA:cds	MYN	0.0427227	0.0640917	0.666587	0.397836	726	169.301	556.699	NA	33	10	23	NA	NA	0.0477059	2.44276:7.49807:1:1:1:1	0.495114(0.5:0.472313:0.513029)	NA	NA	NA	NA
OG0015299_NT	Tfasc_v1.00028-RA:cds	Tlei_v1.03646-RA:cds	MYN	0.00526079	0.0256046	0.205463	0.007655	1236	278.961	957.039	NA	12	7	5	NA	NA	0.00985232	2.04906:2.08185:1:1:1:1	0.528322(0.521786:0.410675:0.652505)	NA	NA	NA	NA
OG0007054_NT	Tfasc_v1.08665-RA:cds	Tlei_v1.13350-RA:cds	MYN	0.00926818	0.0235035	0.394331	0.116996	672	211.827	460.173	NA	9	4.77004	4.22996	NA	NA	0.0137554	6.89258:2.34839:1:1:1:1	0.444659(0.442085:0.430502:0.46139)	NA	NA	NA	NA
OG0008579_NT	Tfasc_v1.04503-RA:cds	Tlei_v1.08337-RA:cds	MYN	0.0022619	0.0252211	0.0896828	0.0183707	606	162.111	443.889	NA	5	4	1	NA	NA	0.00840372	2:2:1:1:1:1	0.438937(0.487069:0.392241:0.4375)	NA	NA	NA	NA
OG0006611_NT	Tfasc_v1.01474-RA:cds	Tlei_v1.01987-RA:cds	MYN	0.00403798	0.00930281	0.43406	0.236565	1320	325.807	994.193	NA	7	3	4	NA	NA	0.00533746	2:2:1:1:1:1	0.423819(0.510978:0.384232:0.376248)	NA	NA	NA	NA
OG0001889_NT	Tfasc_v1.09182-RA:cds	Tlei_v1.12853-RA:cds	MYN	0.0327709	0.0699595	0.468427	0.0161225	975	257.058	717.942	NA	40	17.0273	22.9727	NA	NA	0.0425756	3.21787:3.44181:1:1:1:1	0.528285(0.536554:0.439948:0.608355)	NA	NA	NA	NA
OG0002375_NT	Tfasc_v1.00116-RA:cds	Tlei_v1.03569-RB:cds	MYN	0.00610564	0.00919499	0.664018	0.628496	1152	329.271	822.729	NA	8	3	5	NA	NA	0.00698865	4.61784:3.48888:1:1:1:1	0.443295(0.505747:0.405747:0.418391)	NA	NA	NA	NA
OG0018864_NT	Tfasc_v1.03138-RA:cds	Tlei_v1.03825-RB:cds	MYN	0.107438	0.203391	0.528235	0.152781	249	56.1502	192.85	NA	29	9.71617	19.2838	NA	NA	0.129076	1.2377:2.17409:1:1:1:1	0.375389(0.420561:0.317757:0.38785)	NA	NA	NA	NA
OG0012277_NT	Tfasc_v1.16783-RA:cds	Tlei_v1.07648-RA:cds	MYN	0.0115655	0.0311145	0.371709	0.0238889	1326	253.194	1072.81	NA	20	7.68952	12.3105	NA	NA	0.0152983	1.71506:0.576802:1:1:1:1	0.567852(0.532609:0.451581:0.719368)	NA	NA	NA	NA
OG0015526_NT	Tfasc_v1.20840-RA:cds	Tlei_v1.18112-RA:cds	MYN	0.00455029	0.107472	0.0423392	4.16861e-10	846	183.783	662.217	NA	21	18	3	NA	NA	0.0269089	2:2:1:1:1:1	0.598942(0.684127:0.379365:0.733333)	NA	NA	NA	NA
OG0002132_NT	Tfasc_v1.10948-RA:cds	Tlei_v1.12577-RA:cds	MYN	0.00765804	0.0365961	0.209258	0.00568731	777	217.798	559.202	NA	12	7.74148	4.25852	NA	NA	0.0157696	6.13128:9.85785:1:1:1:1	0.376543(0.436728:0.308642:0.384259)	NA	NA	NA	NA
OG0012650_NT	Tfasc_v1.01961-RA:cds	Tlei_v1.27229-RA:cds	MYN	0.0132161	0.0102485	1.28957	0.988025	1065	305.517	759.483	NA	13	3.05237	9.94763	NA	NA	0.0123648	7.16226:1.14288:1:1:1:1	0.39531(0.479899:0.351759:0.354271)	NA	NA	NA	NA
OG0008236_NT	Tfasc_v1.09675-RA:cds	Tlei_v1.24293-RA:cds	MYN	0.0191316	0.0510234	0.374958	0.11552	462	143.201	318.799	NA	13	7	6	NA	NA	0.0290167	11.9207:8.63664:1:1:1:1	0.537546(0.513736:0.524725:0.574176)	NA	NA	NA	NA
