Tfasc_v1.31994-RA	Scaffold_2305	267462	111692	121190	OG0000000	1	2100
Tfasc_v1.02152-RA	Scaffold_658	31698969	4580228	4587298	OG0005552	1	2
Tfasc_v1.02187-RA	Scaffold_658	31698969	4844046	4849850	OG0005553	2	1
Tfasc_v1.02199-RA	Scaffold_658	31698969	4914447	4920252	OG0005553	2	1
Tfasc_v1.02194-RA	Scaffold_658	31698969	4887010	4896012	OG0005554	2	1
Tfasc_v1.02204-RA	Scaffold_658	31698969	4947309	4956259	OG0005554	2	1
Tfasc_v1.02219-RA	Scaffold_658	31698969	5073814	5074859	OG0005555	1	1
Tfasc_v1.02213-RA	Scaffold_658	31698969	5030411	5031491	OG0005556	2	1
Tfasc_v1.02215-RA	Scaffold_658	31698969	5041919	5043023	OG0005556	2	1
Tfasc_v1.02220-RA	Scaffold_658	31698969	5083696	5087639	OG0005558	1	1
Tfasc_v1.27127-RA	Scaffold_2316	17107477	1963429	2008040	OG0005559	2	1
Tfasc_v1.27127-RB	Scaffold_2316	17107477	1963429	2008040	OG0005559	2	1
Tfasc_v1.00424-RA	Scaffold_2199	32162447	3764151	3765962	OG0005560	1	1
Tfasc_v1.02413-RA	Scaffold_658	31698969	6970773	6990188	OG0005561	1	2
Tfasc_v1.02437-RA	Scaffold_658	31698969	7361021	7363344	OG0005562	2	1
Tfasc_v1.02439-RA	Scaffold_658	31698969	7433328	7435670	OG0005562	2	1
Tfasc_v1.02460-RA	Scaffold_658	31698969	7707604	7709664	OG0005563	2	1
Tfasc_v1.02498-RA	Scaffold_658	31698969	8292543	8294621	OG0005563	2	1
Tfasc_v1.02501-RA	Scaffold_658	31698969	8368040	8375861	OG0005564	2	1
Tfasc_v1.02503-RA	Scaffold_658	31698969	8401749	8402054	OG0005564	2	1
Tfasc_v1.02524-RA	Scaffold_658	31698969	8634763	8640583	OG0005565	2	1
Tfasc_v1.02528-RA	Scaffold_658	31698969	8674845	8678376	OG0005565	2	1
Tfasc_v1.01015-RA	Scaffold_2199	32162447	23855965	23858431	OG0005566	2	1
Tfasc_v1.02519-RA	Scaffold_658	31698969	8593360	8597041	OG0005566	2	1
Tfasc_v1.01016-RA	Scaffold_2199	32162447	23861376	23861741	OG0005567	2	1
Tfasc_v1.02518-RA	Scaffold_658	31698969	8568420	8590421	OG0005567	2	1
Tfasc_v1.02542-RA	Scaffold_658	31698969	9142005	9144202	OG0005568	2	1
Tfasc_v1.23339-RA	Scaffold_2321	21234157	3983048	3985213	OG0005568	2	1
Tfasc_v1.02543-RA	Scaffold_658	31698969	9164169	9166764	OG0005569	2	1
Tfasc_v1.02550-RA	Scaffold_658	31698969	9231612	9234208	OG0005569	2	1
Tfasc_v1.02544-RA	Scaffold_658	31698969	9166867	9170040	OG0005570	2	1
Tfasc_v1.02551-RA	Scaffold_658	31698969	9234312	9237478	OG0005570	2	1
Tfasc_v1.03728-RA	Scaffold_2318	31153634	3431502	3434851	OG0005571	2	1
Tfasc_v1.03737-RA	Scaffold_2318	31153634	3546417	3548830	OG0005571	2	1
Tfasc_v1.03726-RA	Scaffold_2318	31153634	3405112	3414266	OG0005572	2	1
Tfasc_v1.03735-RA	Scaffold_2318	31153634	3527385	3531739	OG0005572	2	1
Tfasc_v1.03727-RA	Scaffold_2318	31153634	3415407	3425423	OG0005573	2	1
Tfasc_v1.03736-RA	Scaffold_2318	31153634	3532870	3540270	OG0005573	2	1
Tfasc_v1.03719-RA	Scaffold_2318	31153634	3114857	3127301	OG0005574	2	1
Tfasc_v1.03721-RA	Scaffold_2318	31153634	3196712	3209157	OG0005574	2	1
Tfasc_v1.03714-RA	Scaffold_2318	31153634	3061070	3067845	OG0005575	2	1
Tfasc_v1.03716-RA	Scaffold_2318	31153634	3093962	3100687	OG0005575	2	1
Tfasc_v1.03710-RA	Scaffold_2318	31153634	3017175	3027345	OG0005576	2	1
Tfasc_v1.03710-RB	Scaffold_2318	31153634	3017175	3027345	OG0005576	2	1
Tfasc_v1.03722-RA	Scaffold_2318	31153634	3357983	3361575	OG0005577	2	1
Tfasc_v1.03731-RA	Scaffold_2318	31153634	3474528	3478076	OG0005577	2	1
Tfasc_v1.03706-RA	Scaffold_2318	31153634	2978556	2983411	OG0005578	2	1
Tfasc_v1.03707-RA	Scaffold_2318	31153634	2991463	2995255	OG0005578	2	1
Tfasc_v1.03702-RA	Scaffold_2318	31153634	2960019	2962365	OG0005579	2	1
Tfasc_v1.03708-RA	Scaffold_2318	31153634	2999572	3002163	OG0005579	2	1
Tfasc_v1.03363-RA	Scaffold_2318	31153634	164840	167882	OG0005580	2	1
Tfasc_v1.32470-RA	Scaffold_2187	193280	177520	181400	OG0005580	2	1
Tfasc_v1.03364-RA	Scaffold_2318	31153634	174346	183713	OG0005581	2	1
Tfasc_v1.32469-RA	Scaffold_2187	193280	156919	170204	OG0005581	2	1
Tfasc_v1.29078-RA	Scaffold_53	13520883	2068010	2068342	OG0005582	2	1
Tfasc_v1.30792-RA	Scaffold_2245	684759	393297	393563	OG0005582	2	1
Tfasc_v1.30426-RA	Scaffold_2319	12332728	7892099	7901963	OG0005583	1	1
Tfasc_v1.15619-RA	Scaffold_2314	25842354	14216474	14218706	OG0005584	1	1
Tfasc_v1.28509-RA	Scaffold_2312	16741216	8702318	8703720	OG0005585	2	1
Tfasc_v1.31533-RA	Scaffold_1132	334932	133498	144336	OG0005585	2	1
Tfasc_v1.08158-RA	Scaffold_2315	29567185	3945266	3946636	OG0005586	2	1
Tfasc_v1.08159-RA	Scaffold_2315	29567185	3972931	3989036	OG0005586	2	1
Tfasc_v1.28660-RA	Scaffold_2312	16741216	13679510	13680724	OG0005587	1	2
Tfasc_v1.30671-RA	Scaffold_2319	12332728	11787931	11789770	OG0005588	1	1
Tfasc_v1.30667-RA	Scaffold_2319	12332728	11735502	11747144	OG0005589	2	1
Tfasc_v1.30676-RA	Scaffold_2319	12332728	11821688	11827423	OG0005589	2	1
Tfasc_v1.22200-RA	Scaffold_2073	21704838	16039246	16039578	OG0005590	2	1
Tfasc_v1.30653-RA	Scaffold_2319	12332728	11580709	11581041	OG0005590	2	1
Tfasc_v1.30655-RA	Scaffold_2319	12332728	11594355	11595495	OG0005591	2	1
Tfasc_v1.30655-RB	Scaffold_2319	12332728	11594355	11596403	OG0005591	2	1
Tfasc_v1.30593-RA	Scaffold_2319	12332728	11033891	11039268	OG0005592	1	1
Tfasc_v1.18635-RA	Scaffold_1383	24649150	2494697	2495707	OG0005593	1	1
Tfasc_v1.26078-RA	Scaffold_845	18018563	2299761	2300213	OG0005594	1	2
Tfasc_v1.30541-RA	Scaffold_2319	12332728	10261829	10265253	OG0005595	1	1
Tfasc_v1.30537-RA	Scaffold_2319	12332728	10194764	10196356	OG0005596	1	1
Tfasc_v1.30539-RA	Scaffold_2319	12332728	10218531	10232234	OG0005597	2	1
Tfasc_v1.30539-RB	Scaffold_2319	12332728	10218531	10232234	OG0005597	2	1
Tfasc_v1.30529-RA	Scaffold_2319	12332728	10081324	10086493	OG0005599	2	1
Tfasc_v1.30531-RA	Scaffold_2319	12332728	10118663	10123821	OG0005599	2	1
Tfasc_v1.30534-RA	Scaffold_2319	12332728	10162812	10163129	OG0005600	2	1
Tfasc_v1.30536-RA	Scaffold_2319	12332728	10185993	10186310	OG0005600	2	1
Tfasc_v1.06536-RA	Scaffold_2096	30145683	669194	670602	OG0005601	1	1
Tfasc_v1.06540-RA	Scaffold_2096	30145683	682658	685516	OG0005602	1	1
Tfasc_v1.06537-RA	Scaffold_2096	30145683	671946	682623	OG0005603	1	1
Tfasc_v1.13332-RA	Scaffold_1174	26021936	1695412	1700264	OG0005604	1	1
Tfasc_v1.19666-RA	Scaffold_819	23784123	7500302	7521465	OG0005605	2	1
Tfasc_v1.19666-RB	Scaffold_819	23784123	7500302	7530420	OG0005605	2	1
Tfasc_v1.07889-RA	Scaffold_2096	30145683	30010962	30015826	OG0005606	1	1
Tfasc_v1.18669-RA	Scaffold_1383	24649150	2793319	2794375	OG0005608	1	1
Tfasc_v1.11695-RA	Scaffold_2287	27210704	22743715	22744269	OG0005609	2	1
Tfasc_v1.11697-RA	Scaffold_2287	27210704	22795246	22795812	OG0005609	2	1
Tfasc_v1.11694-RA	Scaffold_2287	27210704	22733572	22741273	OG0005610	2	1
Tfasc_v1.11696-RA	Scaffold_2287	27210704	22764769	22771911	OG0005610	2	1
Tfasc_v1.11673-RA	Scaffold_2287	27210704	22279266	22287928	OG0005611	2	1
Tfasc_v1.11675-RA	Scaffold_2287	27210704	22318709	22329207	OG0005611	2	1
Tfasc_v1.11678-RA	Scaffold_2287	27210704	22381067	22389367	OG0005612	1	1
Tfasc_v1.11640-RB	Scaffold_2287	27210704	21580620	21586297	OG0005613	2	1
Tfasc_v1.32960-RA	Scaffold_1467	122386	75689	81780	OG0005613	2	1
Tfasc_v1.11428-RA	Scaffold_2287	27210704	11657282	11662807	OG0005614	2	1
Tfasc_v1.33055-RA	Scaffold_155	103446	11194	16744	OG0005614	2	1
Tfasc_v1.11429-RA	Scaffold_2287	27210704	11663708	11669011	OG0005615	2	1
Tfasc_v1.33054-RA	Scaffold_155	103446	4990	10297	OG0005615	2	1
Tfasc_v1.11466-RA	Scaffold_2287	27210704	12847177	12854728	OG0005616	2	1
Tfasc_v1.11467-RA	Scaffold_2287	27210704	12859879	12871466	OG0005616	2	1
Tfasc_v1.28417-RA	Scaffold_2312	16741216	5333633	5340188	OG0005617	2	1
Tfasc_v1.28423-RA	Scaffold_2312	16741216	5566676	5573378	OG0005617	2	1
Tfasc_v1.28426-RA	Scaffold_2312	16741216	5625771	5640122	OG0005618	2	1
Tfasc_v1.33628-RA	Scaffold_2269	39560	23250	37590	OG0005618	2	1
Tfasc_v1.15778-RA	Scaffold_2314	25842354	20895772	20897908	OG0005619	2	1
Tfasc_v1.33395-RA	Scaffold_535	58840	16337	18517	OG0005619	2	1
Tfasc_v1.31173-RA	Scaffold_2088	410308	374572	375708	OG0005620	1	1
Tfasc_v1.32202-RA	Scaffold_780	225177	36490	43281	OG0005621	2	1
Tfasc_v1.32204-RA	Scaffold_780	225177	76087	80125	OG0005621	2	1
Tfasc_v1.17712-RA	Scaffold_2225	24881768	5245421	5254876	OG0005624	1	1
Tfasc_v1.17714-RA	Scaffold_2225	24881768	5276216	5281019	OG0005625	1	1
Tfasc_v1.28147-RA	Scaffold_2312	16741216	895714	896058	OG0005626	2	1
Tfasc_v1.28148-RA	Scaffold_2312	16741216	906179	906517	OG0005626	2	1
Tfasc_v1.28151-RA	Scaffold_2312	16741216	962139	972228	OG0005627	2	1
Tfasc_v1.28151-RB	Scaffold_2312	16741216	963451	972228	OG0005627	2	1
Tfasc_v1.30477-RA	Scaffold_2319	12332728	9281933	9282202	OG0005628	2	1
Tfasc_v1.30478-RA	Scaffold_2319	12332728	9296591	9297558	OG0005628	2	1
Tfasc_v1.04274-RA	Scaffold_2318	31153634	25841263	25842537	OG0005629	2	1
Tfasc_v1.04274-RB	Scaffold_2318	31153634	25841263	25844229	OG0005629	2	1
Tfasc_v1.04280-RA	Scaffold_2318	31153634	25894959	25898045	OG0005630	2	1
Tfasc_v1.04286-RA	Scaffold_2318	31153634	25970102	25973156	OG0005630	2	1
Tfasc_v1.25589-RA	Scaffold_346	19367790	15158153	15177963	OG0005637	2	1
Tfasc_v1.25591-RA	Scaffold_346	19367790	15247071	15254142	OG0005637	2	1
Tfasc_v1.12262-RA	Scaffold_326	26509606	974025	978196	OG0005638	1	1
Tfasc_v1.06129-RA	Scaffold_2041	30972320	27869292	27871343	OG0005639	2	1
Tfasc_v1.06129-RB	Scaffold_2041	30972320	27869292	27871832	OG0005639	2	1
Tfasc_v1.06122-RA	Scaffold_2041	30972320	27827685	27840415	OG0005640	2	1
Tfasc_v1.06122-RB	Scaffold_2041	30972320	27827685	27840415	OG0005640	2	1
Tfasc_v1.06100-RA	Scaffold_2041	30972320	27678293	27682726	OG0005641	2	1
Tfasc_v1.06100-RB	Scaffold_2041	30972320	27678293	27682726	OG0005641	2	1
Tfasc_v1.06092-RA	Scaffold_2041	30972320	27636898	27639342	OG0005642	2	1
Tfasc_v1.06098-RA	Scaffold_2041	30972320	27670428	27672993	OG0005642	2	1
Tfasc_v1.06083-RA	Scaffold_2041	30972320	27582857	27588237	OG0005643	1	1
Tfasc_v1.06079-RA	Scaffold_2041	30972320	27491395	27491886	OG0005644	1	1
Tfasc_v1.06070-RA	Scaffold_2041	30972320	27445893	27452455	OG0005645	1	1
Tfasc_v1.06066-RA	Scaffold_2041	30972320	27438017	27443259	OG0005646	1	1
Tfasc_v1.06072-RA	Scaffold_2041	30972320	27468519	27469850	OG0005647	1	1
Tfasc_v1.06075-RA	Scaffold_2041	30972320	27474730	27476900	OG0005648	1	1
Tfasc_v1.06065-RA	Scaffold_2041	30972320	27436202	27437773	OG0005649	1	1
Tfasc_v1.06078-RA	Scaffold_2041	30972320	27485382	27489184	OG0005650	1	1
Tfasc_v1.06076-RA	Scaffold_2041	30972320	27479312	27479665	OG0005651	1	1
Tfasc_v1.06061-RA	Scaffold_2041	30972320	27429065	27430045	OG0005652	1	1
Tfasc_v1.06063-RA	Scaffold_2041	30972320	27430614	27434119	OG0005653	1	1
Tfasc_v1.06059-RA	Scaffold_2041	30972320	27422275	27423934	OG0005654	1	1
Tfasc_v1.03628-RA	Scaffold_2318	31153634	2282501	2283049	OG0005655	1	1
Tfasc_v1.06060-RA	Scaffold_2041	30972320	27425972	27428629	OG0005656	1	1
Tfasc_v1.03600-RA	Scaffold_2318	31153634	2122527	2125055	OG0005658	2	1
Tfasc_v1.03600-RB	Scaffold_2318	31153634	2123063	2125334	OG0005658	2	1
Tfasc_v1.03599-RA	Scaffold_2318	31153634	2115909	2119557	OG0005659	2	1
Tfasc_v1.03602-RA	Scaffold_2318	31153634	2137711	2141314	OG0005659	2	1
Tfasc_v1.03587-RA	Scaffold_2318	31153634	2037836	2041886	OG0005660	1	1
Tfasc_v1.03591-RA	Scaffold_2318	31153634	2060316	2063167	OG0005661	1	1
Tfasc_v1.03146-RA	Scaffold_658	31698969	29701204	29703456	OG0005662	1	1
Tfasc_v1.18168-RA	Scaffold_2225	24881768	21897495	21897725	OG0005663	1	1
Tfasc_v1.18701-RA	Scaffold_1383	24649150	3073525	3077336	OG0005664	1	1
Tfasc_v1.18702-RA	Scaffold_1383	24649150	3081127	3085823	OG0005665	1	1
Tfasc_v1.18800-RA	Scaffold_1383	24649150	3945311	3947074	OG0005666	1	1
Tfasc_v1.18799-RA	Scaffold_1383	24649150	3932668	3935676	OG0005667	1	1
Tfasc_v1.03830-RA	Scaffold_2318	31153634	5949349	5950302	OG0005668	1	1
Tfasc_v1.03831-RA	Scaffold_2318	31153634	5956287	5969002	OG0005669	1	1
Tfasc_v1.25380-RA	Scaffold_346	19367790	6510268	6511276	OG0005671	1	1
Tfasc_v1.31303-RA	Scaffold_27	389301	266437	273205	OG0005673	2	1
Tfasc_v1.32589-RA	Scaffold_192	169994	110927	116579	OG0005673	2	1
Tfasc_v1.25845-RA	Scaffold_346	19367790	18979936	18980346	OG0005674	1	1
Tfasc_v1.21887-RA	Scaffold_2073	21704838	7998960	8000243	OG0005675	1	1
Tfasc_v1.11304-RA	Scaffold_2287	27210704	7085110	7086036	OG0005676	2	1
Tfasc_v1.11307-RA	Scaffold_2287	27210704	7148675	7150300	OG0005676	2	1
Tfasc_v1.16845-RA	Scaffold_2313	25341332	19692561	19697935	OG0005677	2	1
Tfasc_v1.24763-RA	Scaffold_2320	19440187	14734236	14740074	OG0005677	2	1
Tfasc_v1.15727-RA	Scaffold_2314	25842354	19295083	19298059	OG0005678	2	1
Tfasc_v1.32620-RA	Scaffold_392	165355	98556	101411	OG0005678	2	1
Tfasc_v1.16797-RA	Scaffold_2313	25341332	16446337	16464384	OG0005679	1	1
Tfasc_v1.03131-RA	Scaffold_658	31698969	29548585	29553366	OG0005681	1	2
Tfasc_v1.03135-RA	Scaffold_658	31698969	29579798	29591915	OG0005682	1	2
Tfasc_v1.03141-RA	Scaffold_658	31698969	29657796	29667077	OG0005683	1	1
Tfasc_v1.03209-RA	Scaffold_658	31698969	30405166	30407116	OG0005684	2	1
Tfasc_v1.03221-RA	Scaffold_658	31698969	30518430	30520370	OG0005684	2	1
Tfasc_v1.03210-RA	Scaffold_658	31698969	30407366	30410003	OG0005685	2	1
Tfasc_v1.03220-RA	Scaffold_658	31698969	30515562	30518186	OG0005685	2	1
Tfasc_v1.03242-RA	Scaffold_658	31698969	30783110	30786269	OG0005686	1	1
Tfasc_v1.03218-RA	Scaffold_658	31698969	30496925	30504162	OG0005687	2	1
Tfasc_v1.03260-RA	Scaffold_658	31698969	30889573	30893089	OG0005687	2	1
Tfasc_v1.03236-RA	Scaffold_658	31698969	30755634	30755843	OG0005688	1	1
Tfasc_v1.03274-RA	Scaffold_658	31698969	31066059	31070402	OG0005689	2	1
Tfasc_v1.03275-RA	Scaffold_658	31698969	31081675	31087406	OG0005689	2	1
Tfasc_v1.03321-RA	Scaffold_658	31698969	31410334	31413007	OG0005690	2	1
Tfasc_v1.03323-RA	Scaffold_658	31698969	31431728	31434402	OG0005690	2	1
Tfasc_v1.03320-RA	Scaffold_658	31698969	31402337	31407120	OG0005691	2	1
Tfasc_v1.03322-RA	Scaffold_658	31698969	31423722	31428521	OG0005691	2	1
Tfasc_v1.03310-RA	Scaffold_658	31698969	31321712	31326414	OG0005692	1	1
Tfasc_v1.03313-RA	Scaffold_658	31698969	31355436	31357067	OG0005693	2	1
Tfasc_v1.03315-RA	Scaffold_658	31698969	31376708	31378738	OG0005693	2	1
Tfasc_v1.03340-RA	Scaffold_658	31698969	31526331	31551674	OG0005694	1	2
Tfasc_v1.03333-RA	Scaffold_658	31698969	31476269	31479899	OG0005695	1	1
Tfasc_v1.03342-RA	Scaffold_658	31698969	31563797	31567041	OG0005696	1	2
Tfasc_v1.12962-RA	Scaffold_326	26509606	23289092	23311600	OG0005697	1	2
Tfasc_v1.12971-RA	Scaffold_326	26509606	23669318	23674493	OG0005698	2	1
Tfasc_v1.12972-RA	Scaffold_326	26509606	23677147	23678549	OG0005698	2	1
Tfasc_v1.12983-RA	Scaffold_326	26509606	23946521	23953447	OG0005699	2	1
Tfasc_v1.12985-RA	Scaffold_326	26509606	23968834	23975927	OG0005699	2	1
Tfasc_v1.12994-RA	Scaffold_326	26509606	24077459	24083893	OG0005700	1	1
Tfasc_v1.03925-RA	Scaffold_2318	31153634	10281802	10283527	OG0005701	1	1
Tfasc_v1.26253-RA	Scaffold_845	18018563	5937027	5942095	OG0005702	2	1
Tfasc_v1.26256-RA	Scaffold_845	18018563	5974873	5981176	OG0005702	2	1
Tfasc_v1.33305-RA	Scaffold_380	68716	18074	18466	OG0005703	2	1
Tfasc_v1.33464-RA	Scaffold_647	52951	22156	22548	OG0005703	2	1
Tfasc_v1.18666-RA	Scaffold_1383	24649150	2765879	2773937	OG0005704	1	1
Tfasc_v1.25349-RA	Scaffold_346	19367790	5115103	5117740	OG0005705	1	1
Tfasc_v1.01782-RA	Scaffold_658	31698969	1132146	1133093	OG0005706	1	1
Tfasc_v1.18473-RA	Scaffold_1383	24649150	1121377	1126564	OG0005707	1	2
Tfasc_v1.18482-RA	Scaffold_1383	24649150	1197482	1202231	OG0005708	1	1
Tfasc_v1.18481-RA	Scaffold_1383	24649150	1192524	1196240	OG0005709	1	1
Tfasc_v1.18507-RA	Scaffold_1383	24649150	1433352	1442355	OG0005710	2	1
Tfasc_v1.18507-RB	Scaffold_1383	24649150	1433352	1442355	OG0005710	2	1
Tfasc_v1.14608-RA	Scaffold_2314	25842354	599724	601214	OG0005713	1	1
Tfasc_v1.15145-RA	Scaffold_2314	25842354	4884380	4887022	OG0005714	2	1
Tfasc_v1.15165-RA	Scaffold_2314	25842354	5048859	5051768	OG0005714	2	1
Tfasc_v1.31459-RA	Scaffold_458	352215	62670	63597	OG0005715	2	1
Tfasc_v1.31461-RA	Scaffold_458	352215	145867	170892	OG0005715	2	1
Tfasc_v1.17393-RA	Scaffold_2225	24881768	2139531	2144246	OG0005716	1	1
Tfasc_v1.25654-RA	Scaffold_346	19367790	16654022	16664302	OG0005717	2	1
Tfasc_v1.25654-RB	Scaffold_346	19367790	16654022	16664302	OG0005717	2	1
Tfasc_v1.00431-RA	Scaffold_2199	32162447	3845542	3851212	OG0005718	1	1
Tfasc_v1.26194-RA	Scaffold_845	18018563	4748051	4748509	OG0005719	2	1
Tfasc_v1.30900-RA	Scaffold_2198	566333	245311	245532	OG0005719	2	1
Tfasc_v1.24399-RA	Scaffold_2320	19440187	4360508	4365651	OG0005720	1	1
Tfasc_v1.01764-RA	Scaffold_658	31698969	960703	965748	OG0005721	1	1
Tfasc_v1.01762-RA	Scaffold_658	31698969	950169	953977	OG0005722	1	1
Tfasc_v1.01765-RA	Scaffold_658	31698969	970661	976777	OG0005723	1	1
Tfasc_v1.25214-RA	Scaffold_346	19367790	2624191	2625371	OG0005724	2	1
Tfasc_v1.25215-RA	Scaffold_346	19367790	2631000	2631329	OG0005724	2	1
Tfasc_v1.02339-RA	Scaffold_658	31698969	6050668	6051312	OG0005725	1	1
Tfasc_v1.02359-RA	Scaffold_658	31698969	6279154	6279537	OG0005726	2	1
Tfasc_v1.13951-RA	Scaffold_1174	26021936	21402543	21402926	OG0005726	2	1
Tfasc_v1.02291-RA	Scaffold_658	31698969	5666727	5668159	OG0005727	1	1
Tfasc_v1.11077-RA	Scaffold_2287	27210704	2998413	3003984	OG0005730	2	1
Tfasc_v1.11085-RA	Scaffold_2287	27210704	3112510	3115328	OG0005730	2	1
Tfasc_v1.11075-RA	Scaffold_2287	27210704	2984591	2988813	OG0005731	2	1
Tfasc_v1.11083-RA	Scaffold_2287	27210704	3099498	3103205	OG0005731	2	1
Tfasc_v1.11102-RA	Scaffold_2287	27210704	3269661	3276495	OG0005732	1	1
Tfasc_v1.11097-RA	Scaffold_2287	27210704	3229578	3231086	OG0005733	1	1
Tfasc_v1.11138-RA	Scaffold_2287	27210704	3590033	3603593	OG0005734	1	1
Tfasc_v1.11139-RA	Scaffold_2287	27210704	3606295	3613856	OG0005735	2	1
Tfasc_v1.11141-RA	Scaffold_2287	27210704	3624595	3633565	OG0005735	2	1
Tfasc_v1.11156-RA	Scaffold_2287	27210704	3997042	4009201	OG0005736	2	1
Tfasc_v1.11159-RA	Scaffold_2287	27210704	4054799	4069251	OG0005736	2	1
Tfasc_v1.11327-RA	Scaffold_2287	27210704	7801072	7810605	OG0005737	2	1
Tfasc_v1.11329-RA	Scaffold_2287	27210704	7846168	7855036	OG0005737	2	1
Tfasc_v1.05185-RA	Scaffold_2041	30972320	5064267	5068799	OG0005738	1	1
Tfasc_v1.05186-RA	Scaffold_2041	30972320	5081405	5088657	OG0005739	2	1
Tfasc_v1.05191-RA	Scaffold_2041	30972320	5213464	5219713	OG0005739	2	1
Tfasc_v1.30886-RA	Scaffold_1318	583691	382499	384148	OG0005740	2	1
Tfasc_v1.30887-RA	Scaffold_1318	583691	450526	452174	OG0005740	2	1
Tfasc_v1.26166-RA	Scaffold_845	18018563	4035110	4043893	OG0005741	1	1
Tfasc_v1.22060-RA	Scaffold_2073	21704838	11912984	11915153	OG0005742	1	1
Tfasc_v1.07091-RA	Scaffold_2096	30145683	8075848	8080807	OG0005743	2	1
Tfasc_v1.30489-RA	Scaffold_2319	12332728	9450146	9454490	OG0005743	2	1
Tfasc_v1.19128-RA	Scaffold_1383	24649150	16508498	16511620	OG0005744	2	1
Tfasc_v1.19128-RB	Scaffold_1383	24649150	16508498	16511620	OG0005744	2	1
Tfasc_v1.02778-RA	Scaffold_658	31698969	18691444	18693044	OG0005745	2	1
Tfasc_v1.32617-RA	Scaffold_90	165623	151889	153489	OG0005745	2	1
Tfasc_v1.05382-RA	Scaffold_2041	30972320	14656549	14659245	OG0005746	2	1
Tfasc_v1.05383-RA	Scaffold_2041	30972320	14672172	14674868	OG0005746	2	1
Tfasc_v1.00556-RA	Scaffold_2199	32162447	5214381	5215556	OG0005747	2	1
Tfasc_v1.00560-RA	Scaffold_2199	32162447	5249341	5253290	OG0005747	2	1
Tfasc_v1.00549-RA	Scaffold_2199	32162447	5128376	5132066	OG0005748	1	1
Tfasc_v1.00437-RA	Scaffold_2199	32162447	3953987	3962099	OG0005749	1	2
Tfasc_v1.00434-RA	Scaffold_2199	32162447	3911925	3920348	OG0005750	1	1
Tfasc_v1.04116-RA	Scaffold_2318	31153634	21268271	21273286	OG0005751	2	1
Tfasc_v1.04122-RA	Scaffold_2318	31153634	21439728	21444742	OG0005751	2	1
Tfasc_v1.24879-RA	Scaffold_2320	19440187	17923855	17930022	OG0005752	2	1
Tfasc_v1.24880-RA	Scaffold_2320	19440187	17948921	17955735	OG0005752	2	1
Tfasc_v1.24877-RA	Scaffold_2320	19440187	17859356	17861696	OG0005753	1	1
Tfasc_v1.24887-RA	Scaffold_2320	19440187	18107065	18107274	OG0005754	2	1
Tfasc_v1.24889-RA	Scaffold_2320	19440187	18135589	18139254	OG0005754	2	1
Tfasc_v1.22313-RA	Scaffold_2073	21704838	17406742	17407005	OG0005755	1	2
Tfasc_v1.05537-RA	Scaffold_2041	30972320	21205548	21207184	OG0005756	1	1
Tfasc_v1.05513-RA	Scaffold_2041	30972320	20628067	20632124	OG0005757	1	1
Tfasc_v1.05517-RA	Scaffold_2041	30972320	20657235	20662337	OG0005758	2	1
Tfasc_v1.05518-RA	Scaffold_2041	30972320	20734566	20739674	OG0005758	2	1
Tfasc_v1.05516-RA	Scaffold_2041	30972320	20652918	20657089	OG0005759	2	1
Tfasc_v1.05519-RA	Scaffold_2041	30972320	20739818	20744003	OG0005759	2	1
Tfasc_v1.12129-RA	Scaffold_326	26509606	38486	54493	OG0005760	1	1
Tfasc_v1.12128-RA	Scaffold_326	26509606	20185	27079	OG0005761	1	1
Tfasc_v1.10293-RA	Scaffold_2317	27230796	19244597	19258626	OG0005762	1	1
Tfasc_v1.12159-RA	Scaffold_326	26509606	321601	322618	OG0005763	2	1
Tfasc_v1.12160-RA	Scaffold_326	26509606	326720	330729	OG0005763	2	1
Tfasc_v1.12166-RA	Scaffold_326	26509606	395389	400220	OG0005764	1	2
Tfasc_v1.12154-RA	Scaffold_326	26509606	292005	295108	OG0005765	2	1
Tfasc_v1.12163-RA	Scaffold_326	26509606	361865	364986	OG0005765	2	1
Tfasc_v1.12180-RA	Scaffold_326	26509606	481505	484160	OG0005766	2	1
Tfasc_v1.12180-RB	Scaffold_326	26509606	481505	484160	OG0005766	2	1
Tfasc_v1.12191-RA	Scaffold_326	26509606	537485	538300	OG0005767	2	1
Tfasc_v1.12201-RA	Scaffold_326	26509606	600770	603111	OG0005767	2	1
Tfasc_v1.12192-RA	Scaffold_326	26509606	538477	542052	OG0005768	2	1
Tfasc_v1.12202-RA	Scaffold_326	26509606	603287	606858	OG0005768	2	1
Tfasc_v1.12195-RA	Scaffold_326	26509606	562984	566193	OG0005769	2	1
Tfasc_v1.12205-RA	Scaffold_326	26509606	621179	624370	OG0005769	2	1
Tfasc_v1.12196-RA	Scaffold_326	26509606	566700	571350	OG0005770	2	1
Tfasc_v1.12206-RA	Scaffold_326	26509606	624878	629485	OG0005770	2	1
Tfasc_v1.12211-RA	Scaffold_326	26509606	650401	656732	OG0005771	1	2
Tfasc_v1.12212-RA	Scaffold_326	26509606	658957	664451	OG0005772	1	2
Tfasc_v1.12233-RA	Scaffold_326	26509606	791449	796103	OG0005773	1	2
Tfasc_v1.12234-RA	Scaffold_326	26509606	799900	803683	OG0005774	2	1
Tfasc_v1.31679-RA	Scaffold_1045	317999	16819	20603	OG0005774	2	1
Tfasc_v1.03044-RA	Scaffold_658	31698969	28294073	28297933	OG0005775	2	1
