Tfasc_v1.31994-RA	Scaffold_2305	111692	121190	OG0000000	1	2100
Tfasc_v1.09179-RA	Scaffold_2315	28773146	28777172	OG0002328	2	1
Tfasc_v1.18547-RA	Scaffold_1383	1740825	1743357	OG0002328	2	1
Tfasc_v1.18247-RA	Scaffold_2225	23727020	23730136	OG0002329	1	2
Tfasc_v1.22682-RA	Scaffold_2073	20257352	20264179	OG0002330	1	1
Tfasc_v1.03835-RA	Scaffold_2318	6158230	6164548	OG0002331	1	1
Tfasc_v1.22571-RA	Scaffold_2073	19409991	19416216	OG0002332	2	2
Tfasc_v1.22571-RB	Scaffold_2073	19409991	19416216	OG0002332	2	2
Tfasc_v1.22501-RA	Scaffold_2073	18920142	18923862	OG0002334	1	1
Tfasc_v1.30187-RA	Scaffold_2319	2643425	2644196	OG0002335	1	1
Tfasc_v1.30247-RA	Scaffold_2319	3590053	3593773	OG0002336	2	1
Tfasc_v1.30252-RA	Scaffold_2319	3640474	3650040	OG0002336	2	1
Tfasc_v1.22449-RA	Scaffold_2073	18524192	18527249	OG0002337	1	1
Tfasc_v1.22427-RA	Scaffold_2073	18343821	18347766	OG0002338	2	2
Tfasc_v1.22427-RB	Scaffold_2073	18343821	18347766	OG0002338	2	2
Tfasc_v1.32860-RA	Scaffold_1053	114712	134806	OG0002339	3	1
Tfasc_v1.32860-RB	Scaffold_1053	114712	134806	OG0002339	3	1
Tfasc_v1.32860-RC	Scaffold_1053	114712	134806	OG0002339	3	1
Tfasc_v1.17789-RA	Scaffold_2225	6566536	6568882	OG0002340	2	2
Tfasc_v1.22412-RA	Scaffold_2073	18261121	18267135	OG0002340	2	2
Tfasc_v1.22390-RA	Scaffold_2073	18041393	18045625	OG0002341	1	1
Tfasc_v1.22386-RA	Scaffold_2073	17982386	17993256	OG0002342	1	1
Tfasc_v1.22355-RA	Scaffold_2073	17768118	17773503	OG0002343	1	2
Tfasc_v1.22335-RA	Scaffold_2073	17615488	17617544	OG0002344	1	1
Tfasc_v1.22315-RA	Scaffold_2073	17422230	17423849	OG0002345	1	1
Tfasc_v1.22276-RA	Scaffold_2073	17101425	17102723	OG0002346	3	1
Tfasc_v1.22276-RB	Scaffold_2073	17101425	17103925	OG0002346	3	1
Tfasc_v1.22277-RA	Scaffold_2073	17104842	17108478	OG0002346	3	1
Tfasc_v1.22264-RA	Scaffold_2073	16907831	16915240	OG0002347	3	1
Tfasc_v1.22264-RB	Scaffold_2073	16907831	16915240	OG0002347	3	1
Tfasc_v1.22264-RC	Scaffold_2073	16907831	16915426	OG0002347	3	1
Tfasc_v1.22256-RA	Scaffold_2073	16830152	16836238	OG0002348	2	1
Tfasc_v1.30685-RA	Scaffold_2319	11923866	11928089	OG0002348	2	1
Tfasc_v1.22250-RA	Scaffold_2073	16788486	16796354	OG0002349	1	3
Tfasc_v1.22238-RA	Scaffold_2073	16637828	16644148	OG0002350	3	1
Tfasc_v1.22238-RB	Scaffold_2073	16637828	16644148	OG0002350	3	1
Tfasc_v1.22238-RC	Scaffold_2073	16639261	16644148	OG0002350	3	1
Tfasc_v1.13262-RA	Scaffold_1174	882647	890130	OG0002351	1	1
Tfasc_v1.17373-RA	Scaffold_2225	2008710	2020377	OG0002352	1	1
Tfasc_v1.30600-RA	Scaffold_2319	11100939	11105103	OG0002353	1	1
Tfasc_v1.23943-RA	Scaffold_2320	270251	272301	OG0002354	2	1
Tfasc_v1.23944-RA	Scaffold_2320	273537	275705	OG0002354	2	1
Tfasc_v1.19973-RA	Scaffold_819	19068173	19092448	OG0002355	2	1
Tfasc_v1.19973-RB	Scaffold_819	19068173	19092448	OG0002355	2	1
Tfasc_v1.19971-RA	Scaffold_819	19017077	19017916	OG0002356	2	1
Tfasc_v1.19972-RA	Scaffold_819	19054901	19060715	OG0002356	2	1
Tfasc_v1.19952-RA	Scaffold_819	18699038	18711871	OG0002358	1	3
Tfasc_v1.29886-RA	Scaffold_2319	41201	43271	OG0002359	2	0
Tfasc_v1.30721-RA	Scaffold_2319	12292766	12294834	OG0002359	2	0
Tfasc_v1.19996-RA	Scaffold_819	19422746	19428941	OG0002360	2	1
Tfasc_v1.23240-RA	Scaffold_2321	2749554	2756080	OG0002360	2	1
Tfasc_v1.07823-RA	Scaffold_2096	29627170	29629005	OG0002361	1	1
Tfasc_v1.20048-RA	Scaffold_819	19864488	19866509	OG0002362	1	1
Tfasc_v1.20233-RA	Scaffold_819	21435386	21436036	OG0002363	1	1
Tfasc_v1.20081-RA	Scaffold_819	20160823	20161266	OG0002364	3	1
Tfasc_v1.20083-RA	Scaffold_819	20179876	20180691	OG0002364	3	1
Tfasc_v1.20085-RA	Scaffold_819	20210394	20211206	OG0002364	3	1
Tfasc_v1.14101-RA	Scaffold_1174	22875262	22878767	OG0002365	2	2
Tfasc_v1.20179-RA	Scaffold_819	20971631	20976669	OG0002365	2	2
Tfasc_v1.20224-RA	Scaffold_819	21362541	21363827	OG0002366	2	1
Tfasc_v1.20225-RA	Scaffold_819	21363884	21364432	OG0002366	2	1
Tfasc_v1.20254-RA	Scaffold_819	21584791	21594333	OG0002367	2	2
Tfasc_v1.20254-RB	Scaffold_819	21584791	21594333	OG0002367	2	2
Tfasc_v1.20257-RA	Scaffold_819	21628859	21633193	OG0002368	1	1
Tfasc_v1.17131-RA	Scaffold_2313	25034941	25035609	OG0002369	1	1
Tfasc_v1.20304-RA	Scaffold_819	22009409	22010727	OG0002370	2	2
Tfasc_v1.23057-RA	Scaffold_2321	1332954	1339741	OG0002370	2	2
Tfasc_v1.20336-RA	Scaffold_819	22224806	22227268	OG0002371	2	1
Tfasc_v1.20336-RB	Scaffold_819	22226174	22227268	OG0002371	2	1
Tfasc_v1.20332-RA	Scaffold_819	22203766	22205769	OG0002372	1	1
Tfasc_v1.20364-RA	Scaffold_819	22398438	22405431	OG0002373	2	2
Tfasc_v1.20366-RA	Scaffold_819	22421124	22428134	OG0002373	2	2
Tfasc_v1.20365-RA	Scaffold_819	22406782	22415004	OG0002374	2	2
Tfasc_v1.20367-RA	Scaffold_819	22428996	22438419	OG0002374	2	2
Tfasc_v1.20423-RA	Scaffold_819	22790498	22797698	OG0002375	1	2
Tfasc_v1.30469-RA	Scaffold_2319	9112946	9114506	OG0002376	1	3
Tfasc_v1.22943-RA	Scaffold_2321	606580	613351	OG0002377	1	1
Tfasc_v1.14027-RA	Scaffold_1174	22106882	22111930	OG0002378	2	2
Tfasc_v1.20484-RA	Scaffold_819	23292846	23294746	OG0002378	2	2
Tfasc_v1.20502-RA	Scaffold_819	23390495	23391660	OG0002379	2	2
Tfasc_v1.20503-RA	Scaffold_819	23393191	23393663	OG0002379	2	2
Tfasc_v1.20524-RA	Scaffold_819	23522296	23527857	OG0002380	1	1
Tfasc_v1.22897-RA	Scaffold_2321	300707	302024	OG0002381	1	1
Tfasc_v1.20525-RA	Scaffold_819	23528775	23532026	OG0002382	1	1
Tfasc_v1.14827-RA	Scaffold_2314	2379032	2387695	OG0002383	1	1
Tfasc_v1.14823-RA	Scaffold_2314	2353784	2362965	OG0002384	1	0
Tfasc_v1.14855-RA	Scaffold_2314	2635526	2637360	OG0002385	1	2
Tfasc_v1.14854-RA	Scaffold_2314	2620758	2625483	OG0002386	2	1
Tfasc_v1.16289-RA	Scaffold_2313	2340818	2345585	OG0002386	2	1
Tfasc_v1.14868-RA	Scaffold_2314	2735723	2745794	OG0002387	2	2
Tfasc_v1.14868-RB	Scaffold_2314	2735723	2745794	OG0002387	2	2
Tfasc_v1.14888-RA	Scaffold_2314	2855156	2861021	OG0002388	2	1
Tfasc_v1.24254-RA	Scaffold_2320	2679238	2683654	OG0002388	2	1
Tfasc_v1.14880-RA	Scaffold_2314	2815169	2816155	OG0002389	1	1
Tfasc_v1.14950-RA	Scaffold_2314	3405435	3407297	OG0002390	1	1
Tfasc_v1.14970-RA	Scaffold_2314	3528168	3531539	OG0002391	3	1
Tfasc_v1.14970-RB	Scaffold_2314	3528168	3533646	OG0002391	3	1
Tfasc_v1.14970-RC	Scaffold_2314	3528168	3533646	OG0002391	3	1
Tfasc_v1.15044-RA	Scaffold_2314	4126046	4129076	OG0002392	1	1
Tfasc_v1.15080-RA	Scaffold_2314	4349899	4354719	OG0002393	2	1
Tfasc_v1.15085-RA	Scaffold_2314	4365072	4370247	OG0002393	2	1
Tfasc_v1.29387-RA	Scaffold_53	9327014	9332022	OG0002394	2	1
Tfasc_v1.29387-RB	Scaffold_53	9327014	9332022	OG0002394	2	1
Tfasc_v1.15144-RA	Scaffold_2314	4870398	4873805	OG0002395	2	2
Tfasc_v1.15144-RB	Scaffold_2314	4870398	4873805	OG0002395	2	2
Tfasc_v1.17492-RA	Scaffold_2225	2908368	2913670	OG0002396	1	1
Tfasc_v1.11073-RA	Scaffold_2287	2945950	2950332	OG0002397	1	1
Tfasc_v1.09312-RA	Scaffold_2317	294087	294401	OG0002398	1	1
Tfasc_v1.15188-RA	Scaffold_2314	5269133	5271653	OG0002399	1	2
Tfasc_v1.17337-RA	Scaffold_2225	1646151	1650535	OG0002400	2	1
Tfasc_v1.17337-RB	Scaffold_2225	1646151	1650535	OG0002400	2	1
Tfasc_v1.15206-RA	Scaffold_2314	5472035	5480018	OG0002401	1	1
Tfasc_v1.06792-RA	Scaffold_2096	2759564	2766261	OG0002402	1	1
Tfasc_v1.15280-RA	Scaffold_2314	6413394	6421029	OG0002403	2	2
Tfasc_v1.15280-RB	Scaffold_2314	6413394	6421029	OG0002403	2	2
Tfasc_v1.15282-RA	Scaffold_2314	6432316	6449958	OG0002404	2	2
Tfasc_v1.15283-RA	Scaffold_2314	6454490	6459460	OG0002404	2	2
Tfasc_v1.17192-RA	Scaffold_2225	474889	478185	OG0002405	1	2
Tfasc_v1.15548-RA	Scaffold_2314	11848719	11851839	OG0002406	2	1
Tfasc_v1.15553-RA	Scaffold_2314	11929414	11931054	OG0002406	2	1
Tfasc_v1.09784-RA	Scaffold_2317	4646285	4650139	OG0002407	3	1
Tfasc_v1.09791-RA	Scaffold_2317	4693557	4697483	OG0002407	3	1
Tfasc_v1.09792-RA	Scaffold_2317	4698876	4702764	OG0002407	3	1
Tfasc_v1.24412-RA	Scaffold_2320	4574580	4579355	OG0002408	2	1
Tfasc_v1.24424-RA	Scaffold_2320	4677938	4685319	OG0002408	2	1
Tfasc_v1.09774-RA	Scaffold_2317	4420406	4425947	OG0002409	2	1
Tfasc_v1.17608-RA	Scaffold_2225	3920874	3931056	OG0002409	2	1
Tfasc_v1.09741-RA	Scaffold_2317	4047402	4053826	OG0002410	2	2
Tfasc_v1.09742-RA	Scaffold_2317	4060260	4067477	OG0002410	2	2
Tfasc_v1.09075-RA	Scaffold_2315	28143611	28143985	OG0002411	1	1
Tfasc_v1.09687-RA	Scaffold_2317	3371797	3373251	OG0002412	1	2
Tfasc_v1.09685-RA	Scaffold_2317	3363247	3364903	OG0002413	1	2
Tfasc_v1.17013-RA	Scaffold_2313	23369587	23373418	OG0002414	1	2
Tfasc_v1.09655-RA	Scaffold_2317	3067126	3069548	OG0002415	3	1
Tfasc_v1.09656-RA	Scaffold_2317	3069599	3071494	OG0002415	3	1
Tfasc_v1.09666-RA	Scaffold_2317	3195005	3201454	OG0002415	3	1
Tfasc_v1.09645-RA	Scaffold_2317	2921405	2937778	OG0002417	1	2
Tfasc_v1.09595-RA	Scaffold_2317	2388492	2394396	OG0002418	1	1
Tfasc_v1.09585-RA	Scaffold_2317	2297455	2314014	OG0002419	3	1
Tfasc_v1.09587-RA	Scaffold_2317	2328971	2336008	OG0002419	3	1
Tfasc_v1.33603-RA	Scaffold_927	30463	38717	OG0002419	3	1
Tfasc_v1.09592-RA	Scaffold_2317	2371997	2380751	OG0002420	2	2
Tfasc_v1.09593-RA	Scaffold_2317	2384132	2387154	OG0002420	2	2
Tfasc_v1.09572-RA	Scaffold_2317	2220962	2221873	OG0002421	3	1
Tfasc_v1.09581-RA	Scaffold_2317	2267425	2268022	OG0002421	3	1
Tfasc_v1.09583-RA	Scaffold_2317	2272585	2273495	OG0002421	3	1
Tfasc_v1.09519-RA	Scaffold_2317	1820562	1822969	OG0002422	2	1
Tfasc_v1.16479-RA	Scaffold_2313	4622510	4636238	OG0002422	2	1
Tfasc_v1.09507-RA	Scaffold_2317	1726357	1735309	OG0002423	1	2
Tfasc_v1.09493-RA	Scaffold_2317	1582222	1590716	OG0002424	2	2
Tfasc_v1.09493-RB	Scaffold_2317	1582222	1590716	OG0002424	2	2
Tfasc_v1.09495-RA	Scaffold_2317	1628475	1631535	OG0002425	2	1
Tfasc_v1.24143-RA	Scaffold_2320	1765114	1768694	OG0002425	2	1
Tfasc_v1.30175-RA	Scaffold_2319	2466505	2470144	OG0002426	1	1
Tfasc_v1.09401-RA	Scaffold_2317	906624	910287	OG0002427	2	2
Tfasc_v1.09402-RA	Scaffold_2317	917805	922099	OG0002427	2	2
Tfasc_v1.09319-RA	Scaffold_2317	334238	341269	OG0002428	1	2
Tfasc_v1.09309-RA	Scaffold_2317	279521	285218	OG0002429	1	1
Tfasc_v1.09279-RA	Scaffold_2317	110059	114657	OG0002430	3	1
Tfasc_v1.09279-RB	Scaffold_2317	110059	114657	OG0002430	3	1
Tfasc_v1.09286-RA	Scaffold_2317	151021	157538	OG0002430	3	1
Tfasc_v1.02010-RA	Scaffold_658	3394802	3404713	OG0002431	1	1
Tfasc_v1.09274-RA	Scaffold_2317	88721	89050	OG0002432	2	1
Tfasc_v1.09281-RA	Scaffold_2317	118373	118702	OG0002432	2	1
Tfasc_v1.09269-RA	Scaffold_2317	42684	48850	OG0002433	3	1
Tfasc_v1.09269-RB	Scaffold_2317	42684	48850	OG0002433	3	1
Tfasc_v1.09269-RC	Scaffold_2317	42684	48850	OG0002433	3	1
Tfasc_v1.12057-RA	Scaffold_2287	26577238	26578011	OG0002434	1	2
Tfasc_v1.04643-RA	Scaffold_2318	29127360	29131509	OG0002435	1	1
Tfasc_v1.04617-RA	Scaffold_2318	28926710	28933928	OG0002436	2	2
Tfasc_v1.04617-RB	Scaffold_2318	28926710	28933928	OG0002436	2	2
Tfasc_v1.04598-RA	Scaffold_2318	28779055	28779489	OG0002437	1	2
Tfasc_v1.04585-RA	Scaffold_2318	28662647	28664698	OG0002438	2	1
Tfasc_v1.04585-RB	Scaffold_2318	28663383	28664698	OG0002438	2	1
Tfasc_v1.04518-RA	Scaffold_2318	28150413	28154660	OG0002439	2	1
Tfasc_v1.04523-RA	Scaffold_2318	28196483	28199979	OG0002439	2	1
Tfasc_v1.04490-RA	Scaffold_2318	27871504	27871812	OG0002440	1	1
Tfasc_v1.04494-RA	Scaffold_2318	27921673	27932898	OG0002441	2	2
Tfasc_v1.04494-RB	Scaffold_2318	27921673	27932898	OG0002441	2	2
Tfasc_v1.04465-RA	Scaffold_2318	27611431	27619216	OG0002442	1	2
Tfasc_v1.13229-RA	Scaffold_1174	529566	545492	OG0002443	1	2
Tfasc_v1.04456-RA	Scaffold_2318	27542117	27552684	OG0002444	1	1
Tfasc_v1.04445-RA	Scaffold_2318	27446069	27451800	OG0002445	2	2
Tfasc_v1.04445-RB	Scaffold_2318	27446069	27451800	OG0002445	2	2
Tfasc_v1.04401-RA	Scaffold_2318	27015083	27022788	OG0002447	1	3
Tfasc_v1.04388-RA	Scaffold_2318	26941277	26946664	OG0002448	1	1
Tfasc_v1.04357-RA	Scaffold_2318	26617160	26618194	OG0002449	2	1
Tfasc_v1.04359-RA	Scaffold_2318	26651003	26652025	OG0002449	2	1
Tfasc_v1.04364-RA	Scaffold_2318	26694153	26694701	OG0002450	2	2
Tfasc_v1.04371-RA	Scaffold_2318	26737367	26737915	OG0002450	2	2
Tfasc_v1.11833-RA	Scaffold_2287	24587942	24591753	OG0002451	1	1
Tfasc_v1.04709-RA	Scaffold_2318	29593607	29595304	OG0002452	1	3
Tfasc_v1.22947-RA	Scaffold_2321	631336	635987	OG0002453	1	1
Tfasc_v1.00159-RA	Scaffold_2199	1034187	1042294	OG0002454	2	1
Tfasc_v1.00159-RB	Scaffold_2199	1034187	1042294	OG0002454	2	1
Tfasc_v1.04805-RA	Scaffold_2318	30585689	30589516	OG0002455	1	1
Tfasc_v1.04807-RA	Scaffold_2318	30624435	30626833	OG0002456	1	1
Tfasc_v1.04812-RA	Scaffold_2318	30655118	30672452	OG0002457	2	1
Tfasc_v1.04812-RB	Scaffold_2318	30658841	30672452	OG0002457	2	1
Tfasc_v1.04824-RA	Scaffold_2318	30754108	30761267	OG0002458	3	1
Tfasc_v1.04824-RB	Scaffold_2318	30754108	30761267	OG0002458	3	1
Tfasc_v1.04824-RC	Scaffold_2318	30754108	30761267	OG0002458	3	1
Tfasc_v1.23928-RA	Scaffold_2320	52213	63717	OG0002459	2	2
Tfasc_v1.24846-RA	Scaffold_2320	17181766	17197756	OG0002459	2	2
Tfasc_v1.23950-RA	Scaffold_2320	320999	328054	OG0002460	1	1
Tfasc_v1.24008-RA	Scaffold_2320	765754	766176	OG0002461	1	0
Tfasc_v1.16149-RA	Scaffold_2313	969446	971128	OG0002462	2	1
Tfasc_v1.24010-RA	Scaffold_2320	771422	773313	OG0002462	2	1
Tfasc_v1.24014-RA	Scaffold_2320	797023	800257	OG0002463	2	1
Tfasc_v1.24014-RB	Scaffold_2320	797382	800257	OG0002463	2	1
Tfasc_v1.24012-RA	Scaffold_2320	775049	779021	OG0002464	2	2
Tfasc_v1.24013-RA	Scaffold_2320	779112	782903	OG0002464	2	2
Tfasc_v1.32650-RA	Scaffold_395	74170	74592	OG0002465	2	0
Tfasc_v1.32653-RA	Scaffold_395	101558	101977	OG0002465	2	0
Tfasc_v1.24087-RA	Scaffold_2320	1326499	1330752	OG0002466	1	2
Tfasc_v1.24098-RA	Scaffold_2320	1413312	1416282	OG0002467	2	2
Tfasc_v1.24099-RA	Scaffold_2320	1417470	1420425	OG0002467	2	2
Tfasc_v1.24148-RA	Scaffold_2320	1806120	1810521	OG0002468	2	1
Tfasc_v1.24155-RA	Scaffold_2320	1846794	1851199	OG0002468	2	1
Tfasc_v1.08227-RA	Scaffold_2315	7454161	7454818	OG0002469	2	1
Tfasc_v1.24229-RA	Scaffold_2320	2442818	2444915	OG0002469	2	1
Tfasc_v1.24295-RA	Scaffold_2320	2991019	2992707	OG0002471	1	1
Tfasc_v1.22934-RA	Scaffold_2321	544363	550888	OG0002472	1	1
Tfasc_v1.21600-RA	Scaffold_15	22693483	22697509	OG0002473	1	1
Tfasc_v1.00559-RA	Scaffold_2199	5235393	5246257	OG0002474	2	1
Tfasc_v1.00564-RA	Scaffold_2199	5275211	5281231	OG0002474	2	1
Tfasc_v1.16523-RA	Scaffold_2313	5347485	5349670	OG0002475	1	2
Tfasc_v1.16566-RA	Scaffold_2313	6420910	6426572	OG0002476	1	1
Tfasc_v1.13611-RA	Scaffold_1174	13165758	13181574	OG0002477	3	1
Tfasc_v1.13611-RB	Scaffold_1174	13165758	13181574	OG0002477	3	1
Tfasc_v1.13611-RC	Scaffold_1174	13174684	13181574	OG0002477	3	1
Tfasc_v1.13598-RA	Scaffold_1174	12623520	12652113	OG0002478	3	1
Tfasc_v1.13598-RB	Scaffold_1174	12623520	12652113	OG0002478	3	1
Tfasc_v1.13598-RC	Scaffold_1174	12628434	12652113	OG0002478	3	1
Tfasc_v1.13702-RA	Scaffold_1174	16435598	16438892	OG0002479	2	1
Tfasc_v1.13704-RA	Scaffold_1174	16530604	16531407	OG0002479	2	1
Tfasc_v1.13727-RA	Scaffold_1174	17275149	17283368	OG0002480	3	1
Tfasc_v1.13730-RA	Scaffold_1174	17349607	17352902	OG0002480	3	1
Tfasc_v1.31107-RA	Scaffold_107	88764	132362	OG0002480	3	1
Tfasc_v1.12306-RA	Scaffold_326	1292652	1297340	OG0002481	1	1
Tfasc_v1.10948-RA	Scaffold_2287	1513099	1516566	OG0002482	1	1
Tfasc_v1.05040-RA	Scaffold_2041	1738935	1742141	OG0002483	2	1
Tfasc_v1.05046-RA	Scaffold_2041	1776797	1780009	OG0002483	2	1
Tfasc_v1.29631-RA	Scaffold_53	11455109	11460544	OG0002484	2	1
Tfasc_v1.33255-RA	Scaffold_306	70440	75882	OG0002484	2	1
Tfasc_v1.29658-RA	Scaffold_53	11678143	11680668	OG0002485	1	1
Tfasc_v1.29699-RA	Scaffold_53	12014165	12017930	OG0002486	3	1
Tfasc_v1.29701-RA	Scaffold_53	12021629	12023898	OG0002486	3	1
Tfasc_v1.29703-RA	Scaffold_53	12054862	12058338	OG0002486	3	1
Tfasc_v1.27843-RA	Scaffold_2316	15428543	15429178	OG0002488	2	2
Tfasc_v1.29709-RA	Scaffold_53	12111543	12112355	OG0002488	2	2
Tfasc_v1.29723-RA	Scaffold_53	12248239	12252497	OG0002489	2	1
Tfasc_v1.29723-RB	Scaffold_53	12248239	12252497	OG0002489	2	1
Tfasc_v1.26345-RA	Scaffold_845	8851099	8853239	OG0002490	2	1
Tfasc_v1.29730-RA	Scaffold_53	12339105	12339766	OG0002490	2	1
Tfasc_v1.29755-RA	Scaffold_53	12572893	12575894	OG0002491	1	3
Tfasc_v1.29753-RA	Scaffold_53	12522244	12523658	OG0002492	1	1
Tfasc_v1.29769-RA	Scaffold_53	12681843	12684351	OG0002493	1	1
Tfasc_v1.12458-RA	Scaffold_326	2682899	2684508	OG0002494	1	1
Tfasc_v1.29780-RA	Scaffold_53	12743276	12748208	OG0002495	1	2
Tfasc_v1.29793-RA	Scaffold_53	12843671	12847076	OG0002496	2	2
Tfasc_v1.29794-RA	Scaffold_53	12847180	12848898	OG0002496	2	2
Tfasc_v1.29844-RA	Scaffold_53	13258238	13261474	OG0002497	2	2
Tfasc_v1.29845-RA	Scaffold_53	13264034	13267390	OG0002497	2	2
Tfasc_v1.26547-RA	Scaffold_845	14033675	14038988	OG0002498	2	1
Tfasc_v1.29427-RA	Scaffold_53	9820055	9823614	OG0002498	2	1
Tfasc_v1.29395-RA	Scaffold_53	9445887	9453573	OG0002499	2	2
Tfasc_v1.29395-RB	Scaffold_53	9445887	9453573	OG0002499	2	2
Tfasc_v1.29386-RA	Scaffold_53	9324116	9326009	OG0002500	1	3
Tfasc_v1.29374-RA	Scaffold_53	9193894	9197643	OG0002501	2	2
Tfasc_v1.29379-RA	Scaffold_53	9254780	9258602	OG0002501	2	2
Tfasc_v1.29352-RA	Scaffold_53	8953757	8958426	OG0002502	2	1
Tfasc_v1.29358-RA	Scaffold_53	9023854	9028173	OG0002502	2	1
Tfasc_v1.29326-RA	Scaffold_53	8626949	8627813	OG0002503	2	1
Tfasc_v1.29332-RA	Scaffold_53	8779862	8780735	OG0002503	2	1
Tfasc_v1.29291-RA	Scaffold_53	8140651	8150920	OG0002504	1	2
Tfasc_v1.29128-RA	Scaffold_53	3343015	3346372	OG0002505	2	1
Tfasc_v1.29130-RA	Scaffold_53	3410739	3413833	OG0002505	2	1
Tfasc_v1.29132-RA	Scaffold_53	3607355	3613798	OG0002506	1	2
Tfasc_v1.29125-RA	Scaffold_53	3216973	3230029	OG0002507	3	1
Tfasc_v1.29125-RB	Scaffold_53	3229193	3230029	OG0002507	3	1
Tfasc_v1.29127-RA	Scaffold_53	3259677	3262304	OG0002507	3	1
Tfasc_v1.29108-RA	Scaffold_53	2931836	2943372	OG0002508	3	1
Tfasc_v1.29108-RB	Scaffold_53	2931836	2943372	OG0002508	3	1
Tfasc_v1.29116-RA	Scaffold_53	3058545	3068406	OG0002508	3	1
Tfasc_v1.29090-RA	Scaffold_53	2388637	2407655	OG0002509	2	2
Tfasc_v1.29091-RA	Scaffold_53	2441935	2455287	OG0002509	2	2
Tfasc_v1.29081-RA	Scaffold_53	2125105	2126173	OG0002510	3	1
Tfasc_v1.29082-RA	Scaffold_53	2127665	2128804	OG0002510	3	1
Tfasc_v1.29083-RA	Scaffold_53	2131346	2144941	OG0002510	3	1
Tfasc_v1.29926-RA	Scaffold_2319	369971	371858	OG0002511	1	1
Tfasc_v1.29924-RA	Scaffold_2319	356735	357757	OG0002512	1	1
Tfasc_v1.18057-RA	Scaffold_2225	18654175	18658142	OG0002513	1	1
Tfasc_v1.19269-RA	Scaffold_1383	23137151	23137528	OG0002514	2	1
Tfasc_v1.29996-RA	Scaffold_2319	941880	947723	OG0002514	2	1
Tfasc_v1.30019-RA	Scaffold_2319	1074481	1081076	OG0002515	1	1
Tfasc_v1.30058-RA	Scaffold_2319	1341891	1347476	OG0002516	2	1
Tfasc_v1.30058-RB	Scaffold_2319	1341891	1347658	OG0002516	2	1
Tfasc_v1.30116-RA	Scaffold_2319	1855590	1863238	OG0002517	1	1
Tfasc_v1.30123-RA	Scaffold_2319	1934770	1937709	OG0002518	3	1
Tfasc_v1.30124-RA	Scaffold_2319	1939211	1940373	OG0002518	3	1
Tfasc_v1.30129-RA	Scaffold_2319	1981477	1982632	OG0002518	3	1
Tfasc_v1.30122-RA	Scaffold_2319	1920406	1923976	OG0002519	1	1
Tfasc_v1.30167-RA	Scaffold_2319	2402635	2407185	OG0002520	2	1
Tfasc_v1.30168-RA	Scaffold_2319	2409450	2413506	OG0002520	2	1
Tfasc_v1.30181-RA	Scaffold_2319	2511283	2516685	OG0002521	1	2
Tfasc_v1.30333-RA	Scaffold_2319	5956653	5971838	OG0002523	1	2
Tfasc_v1.23918-RA	Scaffold_2321	21139702	21141535	OG0002524	2	2
Tfasc_v1.23920-RA	Scaffold_2321	21165143	21166979	OG0002524	2	2
Tfasc_v1.25325-RA	Scaffold_346	4484891	4497989	OG0002525	2	2
Tfasc_v1.25327-RA	Scaffold_346	4547651	4560751	OG0002525	2	2
Tfasc_v1.25301-RA	Scaffold_346	4040983	4041482	OG0002526	3	1
Tfasc_v1.25307-RA	Scaffold_346	4099632	4104225	OG0002526	3	1
Tfasc_v1.25308-RA	Scaffold_346	4117892	4122928	OG0002526	3	1
Tfasc_v1.25284-RA	Scaffold_346	3646453	3646896	OG0002527	2	1
Tfasc_v1.25288-RA	Scaffold_346	3716201	3717462	OG0002527	2	1
Tfasc_v1.18855-RA	Scaffold_1383	4730230	4733999	OG0002528	1	1
Tfasc_v1.25153-RA	Scaffold_346	1878978	1883737	OG0002529	2	1
Tfasc_v1.26806-RA	Scaffold_845	16386207	16391221	OG0002529	2	1
Tfasc_v1.16900-RA	Scaffold_2313	21957916	21963793	OG0002530	1	1
Tfasc_v1.25090-RA	Scaffold_346	1293126	1295956	OG0002531	2	1
Tfasc_v1.25093-RA	Scaffold_346	1320637	1323487	OG0002531	2	1
Tfasc_v1.23603-RA	Scaffold_2321	12934109	12934399	OG0002532	2	2
Tfasc_v1.25070-RA	Scaffold_346	1167066	1167344	OG0002532	2	2
Tfasc_v1.25017-RA	Scaffold_346	594967	601211	OG0002534	1	1
Tfasc_v1.25012-RA	Scaffold_346	561642	569135	OG0002535	1	3
Tfasc_v1.21881-RA	Scaffold_2073	7787619	7789670	OG0002536	1	1
Tfasc_v1.16050-RA	Scaffold_2313	150387	153044	OG0002538	1	1
Tfasc_v1.16060-RA	Scaffold_2313	241111	248709	OG0002539	1	1
Tfasc_v1.14603-RA	Scaffold_2314	562995	571034	OG0002540	1	2
Tfasc_v1.16068-RA	Scaffold_2313	313137	319320	OG0002541	2	2
Tfasc_v1.16075-RA	Scaffold_2313	362009	373317	OG0002541	2	2
Tfasc_v1.16096-RA	Scaffold_2313	527732	532451	OG0002543	1	1
Tfasc_v1.14663-RA	Scaffold_2314	1036541	1037974	OG0002544	2	1
Tfasc_v1.16133-RA	Scaffold_2313	893787	897369	OG0002544	2	1
Tfasc_v1.01188-RA	Scaffold_2199	28072645	28074464	OG0002545	3	1
Tfasc_v1.16147-RA	Scaffold_2313	959946	961690	OG0002545	3	1
Tfasc_v1.16148-RA	Scaffold_2313	965969	967750	OG0002545	3	1
