"chrom" "V2" "V3" "percentage_masked"
"898" "Scaffold_10431" "10000001" "1.1e+07" 0
"899" "Scaffold_10426" "1" "1e+06" 4.4474
"900" "Scaffold_10426" "1000001" "2e+06" 3.7764
"901" "Scaffold_10426" "2000001" "3e+06" 2.8108
"902" "Scaffold_10426" "3000001" "4e+06" 4.2744
"903" "Scaffold_10426" "4000001" "5e+06" 2.0808
"904" "Scaffold_10426" "5000001" "6e+06" 3.5132
"905" "Scaffold_10426" "6000001" "7e+06" 3.7716
"906" "Scaffold_10426" "7000001" "8e+06" 0.5249
"907" "Scaffold_10426" "8000001" "9e+06" 3.9831
"908" "Scaffold_10426" "9000001" "1e+07" 4.6531
"909" "Scaffold_10432" "1" "1e+06" 0.808
"910" "Scaffold_10432" "1000001" "2e+06" 0.1485
"911" "Scaffold_10432" "2000001" "3e+06" 2.6582
"912" "Scaffold_10432" "3000001" "4e+06" 5.7767
"913" "Scaffold_10432" "4000001" "5e+06" 2.4988
"914" "Scaffold_10432" "5000001" "6e+06" 4.3009
"915" "Scaffold_10432" "6000001" "7e+06" 4.6981
"916" "Scaffold_10432" "7000001" "8e+06" 4.1622
"917" "Scaffold_10432" "8000001" "9e+06" 1.9723
"918" "Scaffold_10424" "1" "1e+06" 8.2704
"919" "Scaffold_10424" "1000001" "2e+06" 13.668
"920" "Scaffold_10427" "1" "1e+06" 9.1117
