"chrom" "start_window" "end_window" "percentage_te"
"870" "Scaffold_612" "13000001" "1.4e+07" "4.6213"
"871" "Scaffold_612" "14000001" "1.5e+07" "3.0181"
"872" "Scaffold_612" "15000001" "1.6e+07" "3.5774"
"873" "Scaffold_612" "16000001" "1.7e+07" "1.5738"
"874" "Scaffold_612" "17000001" "1.8e+07" "4.0698"
"875" "Scaffold_612" "18000001" "1.9e+07" "0.0535"
"876" "Scaffold_10430" "1" "1e+06" "3.5948"
"877" "Scaffold_10430" "1000001" "2e+06" "6.1224"
"878" "Scaffold_10430" "2000001" "3e+06" "7.0611"
"879" "Scaffold_10430" "3000001" "4e+06" "8.356"
"880" "Scaffold_10430" "4000001" "5e+06" "11.3377"
"881" "Scaffold_10430" "5000001" "6e+06" "10.3661"
"882" "Scaffold_10430" "6000001" "7e+06" "7.6513"
"883" "Scaffold_10430" "7000001" "8e+06" "13.0176"
"884" "Scaffold_10430" "8000001" "9e+06" "2.8027"
"885" "Scaffold_10430" "9000001" "1e+07" "3.1868"
"886" "Scaffold_10430" "10000001" "1.1e+07" "3.9179"
"887" "Scaffold_10430" "11000001" "1.2e+07" "1.2412"
"888" "Scaffold_10431" "1" "1e+06" "6.2984"
"889" "Scaffold_10431" "1000001" "2e+06" "3.4696"
"890" "Scaffold_10431" "2000001" "3e+06" "4.8044"
"891" "Scaffold_10431" "3000001" "4e+06" "3.9526"
"892" "Scaffold_10431" "4000001" "5e+06" "6.1606"
"893" "Scaffold_10431" "5000001" "6e+06" "2.4078"
"894" "Scaffold_10431" "6000001" "7e+06" "2.5664"
"895" "Scaffold_10431" "7000001" "8e+06" "0.536"
"896" "Scaffold_10431" "8000001" "9e+06" "1.5813"
"897" "Scaffold_10431" "9000001" "1e+07" "1.6043"
"898" "Scaffold_10431" "10000001" "1.1e+07" "0"
"899" "Scaffold_10426" "1" "1e+06" "4.4998"
"900" "Scaffold_10426" "1000001" "2e+06" "3.7746"
"901" "Scaffold_10426" "2000001" "3e+06" "2.8982"
"902" "Scaffold_10426" "3000001" "4e+06" "4.2726"
"903" "Scaffold_10426" "4000001" "5e+06" "1.9905"
"904" "Scaffold_10426" "5000001" "6e+06" "3.4223"
"905" "Scaffold_10426" "6000001" "7e+06" "3.6803"
"906" "Scaffold_10426" "7000001" "8e+06" "0.4354"
"907" "Scaffold_10426" "8000001" "9e+06" "3.8925"
"908" "Scaffold_10426" "9000001" "1e+07" "4.5621"
"909" "Scaffold_10432" "1" "1e+06" "0.8072"
"910" "Scaffold_10432" "1000001" "2e+06" "0.1481"
"911" "Scaffold_10432" "2000001" "3e+06" "2.6566"
"912" "Scaffold_10432" "3000001" "4e+06" "5.7748"
"913" "Scaffold_10432" "4000001" "5e+06" "2.4976"
"914" "Scaffold_10432" "5000001" "6e+06" "4.2988"
"915" "Scaffold_10432" "6000001" "7e+06" "4.6961"
"916" "Scaffold_10432" "7000001" "8e+06" "4.1597"
"917" "Scaffold_10432" "8000001" "9e+06" "1.9717"
"918" "Scaffold_10424" "1" "1e+06" "8.268"
"919" "Scaffold_10424" "1000001" "2e+06" "13.6636"
"920" "Scaffold_10427" "1" "1e+06" "9.1087"
