scaffold	length	orthocount_all	orthocount_one	ratio	order
Scaffold_8479	28470	2	0	0	1375
Scaffold_1044	28468	1	0	0	1376
Scaffold_9427	28462	1	0	0	1377
Scaffold_5196	28432	1	0	0	1378
Scaffold_4057	28414	3	0	0	1379
Scaffold_8897	28413	1	0	0	1380
Scaffold_205	28346	1	0	0	1381
Scaffold_4875	28327	1	0	0	1382
Scaffold_9303	28326	1	0	0	1383
Scaffold_8948	28316	2	0	0	1384
Scaffold_5057	28310	1	0	0	1385
Scaffold_7471	28307	1	0	0	1386
Scaffold_3863	28271	1	0	0	1387
Scaffold_3936	28268	1	0	0	1388
Scaffold_7001	28254	1	0	0	1389
Scaffold_7274	28247	1	0	0	1390
Scaffold_7465	28239	2	0	0	1391
Scaffold_6572	28221	1	0	0	1392
Scaffold_4459	28177	1	0	0	1393
Scaffold_5467	28171	1	0	0	1394
Scaffold_699	28157	3	0	0	1395
Scaffold_6854	28137	1	0	0	1396
Scaffold_7448	28125	1	0	0	1397
Scaffold_7837	28114	1	0	0	1398
Scaffold_993	28090	3	0	0	1399
Scaffold_4788	28087	1	0	0	1400
Scaffold_907	28064	1	0	0	1401
Scaffold_1103	28050	1	0	0	1402
Scaffold_8494	28050	1	0	0	1403
Scaffold_9389	28030	1	0	0	1404
Scaffold_6855	27986	1	0	0	1405
Scaffold_6687	27961	1	0	0	1406
Scaffold_7453	27945	2	0	0	1407
Scaffold_8158	27937	1	0	0	1408
Scaffold_7261	27876	1	0	0	1409
Scaffold_5227	27871	1	0	0	1410
Scaffold_166	27854	1	0	0	1411
Scaffold_6799	27851	3	0	0	1412
Scaffold_7608	27842	1	0	0	1413
Scaffold_6155	27833	1	0	0	1414
Scaffold_1021	27830	5	0	0	1415
Scaffold_6262	27789	1	0	0	1416
Scaffold_8926	27775	1	0	0	1417
Scaffold_5255	27726	1	0	0	1418
Scaffold_6660	27725	2	0	0	1419
Scaffold_8770	27705	2	0	0	1420
Scaffold_9962	27705	4	0	0	1421
Scaffold_7356	27650	1	0	0	1422
Scaffold_8526	27620	3	0	0	1423
Scaffold_6280	27611	1	0	0	1424
Scaffold_8291	27603	1	1	1	1425
Scaffold_8364	27555	2	0	0	1426
Scaffold_4565	27529	1	0	0	1427
Scaffold_4862	27526	1	0	0	1428
Scaffold_5161	27518	1	0	0	1429
Scaffold_682	27516	3	0	0	1430
Scaffold_6955	27443	1	0	0	1431
Scaffold_12	27410	1	0	0	1432
Scaffold_7440	27314	1	0	0	1433
Scaffold_9230	27250	1	0	0	1434
Scaffold_650	27231	1	0	0	1435
Scaffold_6906	27204	1	0	0	1436
Scaffold_367	27135	1	0	0	1437
Scaffold_3700	27122	2	0	0	1438
Scaffold_277	27060	1	0	0	1439
Scaffold_7101	27047	1	0	0	1440
Scaffold_9025	27025	1	0	0	1441
Scaffold_7268	26993	1	0	0	1442
Scaffold_3531	26991	1	0	0	1443
Scaffold_5498	26982	1	0	0	1444
Scaffold_229	26970	1	0	0	1445
Scaffold_4551	26944	2	0	0	1446
Scaffold_3	26898	3	0	0	1447
Scaffold_6033	26893	1	0	0	1448
Scaffold_6548	26891	2	0	0	1449
Scaffold_6645	26879	1	0	0	1450
Scaffold_9255	26856	1	0	0	1451
Scaffold_7508	26847	1	0	0	1452
Scaffold_9046	26798	1	0	0	1453
Scaffold_8110	26793	1	0	0	1454
Scaffold_5831	26760	1	0	0	1455
Scaffold_4304	26700	1	0	0	1456
Scaffold_414	26691	1	0	0	1457
Scaffold_62	26650	1	0	0	1458
Scaffold_7435	26522	2	0	0	1459
Scaffold_8198	26522	1	0	0	1460
Scaffold_9451	26505	1	0	0	1461
Scaffold_965	26503	1	0	0	1462
Scaffold_8186	26475	3	0	0	1463
Scaffold_1008	26473	2	0	0	1464
Scaffold_10307	26463	1	0	0	1465
Scaffold_9233	26450	1	0	0	1466
Scaffold_10290	26404	2	0	0	1467
Scaffold_8483	26403	2	0	0	1468
Scaffold_7179	26385	2	0	0	1469
Scaffold_7529	26304	1	0	0	1470
Scaffold_8208	26293	1	0	0	1471
Scaffold_5828	26280	1	0	0	1472
Scaffold_8809	26267	1	0	0	1473
Scaffold_9538	26255	1	0	0	1474
Scaffold_6818	26243	1	0	0	1475
Scaffold_881	26194	2	1	0.5	1476
Scaffold_1065	26180	3	0	0	1477
Scaffold_6346	26164	2	0	0	1478
Scaffold_3811	26142	1	0	0	1479
Scaffold_3669	26110	1	0	0	1480
Scaffold_7637	26099	1	0	0	1481
Scaffold_6368	26096	2	0	0	1482
Scaffold_9454	26062	1	0	0	1483
Scaffold_358	26056	1	0	0	1484
Scaffold_3940	25957	2	0	0	1485
Scaffold_7449	25942	1	0	0	1486
Scaffold_6824	25930	2	0	0	1487
Scaffold_8667	25861	1	0	0	1488
Scaffold_8021	25842	2	0	0	1489
Scaffold_1059	25815	1	0	0	1490
Scaffold_9456	25813	2	0	0	1491
Scaffold_9249	25809	2	0	0	1492
Scaffold_768	25796	2	0	0	1493
Scaffold_5836	25789	1	0	0	1494
Scaffold_6735	25521	1	0	0	1495
Scaffold_1064	25472	1	0	0	1496
Scaffold_8799	25453	1	0	0	1497
Scaffold_981	25442	3	0	0	1498
Scaffold_36	25419	1	0	0	1499
Scaffold_3530	25418	1	0	0	1500
Scaffold_4037	25418	1	0	0	1501
Scaffold_6843	25381	1	0	0	1502
Scaffold_3925	25354	1	0	0	1503
Scaffold_9442	25327	1	0	0	1504
Scaffold_6879	25301	1	0	0	1505
Scaffold_1075	25282	1	0	0	1506
Scaffold_5639	25276	2	0	0	1507
Scaffold_9028	25276	1	0	0	1508
Scaffold_9030	25234	2	0	0	1509
Scaffold_6000	25220	1	0	0	1510
Scaffold_9893	25183	6	0	0	1511
Scaffold_85	25169	2	1	0.5	1512
Scaffold_6197	25165	1	0	0	1513
Scaffold_7784	25128	1	0	0	1514
Scaffold_551	25124	1	0	0	1515
Scaffold_1025	25123	2	0	0	1516
Scaffold_873	25075	3	0	0	1517
Scaffold_7301	25072	1	0	0	1518
Scaffold_1099	25071	1	0	0	1519
Scaffold_6194	25053	1	0	0	1520
Scaffold_461	25040	2	0	0	1521
Scaffold_9149	25001	1	0	0	1522
Scaffold_7576	24979	1	0	0	1523
Scaffold_9256	24966	1	0	0	1524
Scaffold_4829	24946	1	0	0	1525
Scaffold_8410	24855	1	0	0	1526
Scaffold_7062	24812	1	0	0	1527
Scaffold_9277	24764	1	0	0	1528
Scaffold_3731	24683	1	0	0	1529
Scaffold_4613	24589	1	0	0	1530
Scaffold_145	24559	1	0	0	1531
Scaffold_5545	24538	1	0	0	1532
Scaffold_9336	24470	3	0	0	1533
Scaffold_224	24439	1	0	0	1534
Scaffold_8714	24399	1	0	0	1535
Scaffold_276	24390	1	0	0	1536
Scaffold_3827	24346	1	0	0	1537
Scaffold_8135	24341	1	0	0	1538
Scaffold_5363	24337	1	0	0	1539
Scaffold_1006	24304	3	0	0	1540
Scaffold_20	24290	1	0	0	1541
Scaffold_807	24278	3	0	0	1542
Scaffold_9265	24260	1	0	0	1543
Scaffold_7024	24213	1	0	0	1544
Scaffold_9051	24151	1	0	0	1545
Scaffold_385	24130	1	0	0	1546
Scaffold_6990	24116	1	0	0	1547
Scaffold_8123	24077	1	0	0	1548
Scaffold_7297	24045	1	0	0	1549
Scaffold_6835	24019	1	0	0	1550
Scaffold_197	24011	2	0	0	1551
Scaffold_8912	23997	2	0	0	1552
Scaffold_558	23864	1	0	0	1553
Scaffold_858	23857	1	0	0	1554
Scaffold_1138	23830	2	0	0	1555
Scaffold_8533	23779	1	0	0	1556
Scaffold_953	23761	1	0	0	1557
Scaffold_17	23709	2	0	0	1558
Scaffold_924	23685	1	0	0	1559
Scaffold_559	23681	3	1	0.333333333333333	1560
Scaffold_8334	23667	3	0	0	1561
Scaffold_5859	23641	1	0	0	1562
Scaffold_8684	23633	2	0	0	1563
Scaffold_5516	23617	1	0	0	1564
Scaffold_753	23612	1	0	0	1565
Scaffold_5159	23609	3	0	0	1566
Scaffold_4661	23608	1	0	0	1567
Scaffold_8321	23572	1	0	0	1568
Scaffold_6193	23560	1	0	0	1569
Scaffold_4905	23547	1	0	0	1570
Scaffold_7282	23527	1	0	0	1571
Scaffold_9452	23513	1	0	0	1572
Scaffold_9248	23492	1	0	0	1573
Scaffold_3632	23463	1	0	0	1574
Scaffold_5876	23462	1	0	0	1575
Scaffold_847	23461	1	0	0	1576
Scaffold_7481	23458	2	0	0	1577
Scaffold_686	23457	2	0	0	1578
Scaffold_856	23429	5	0	0	1579
Scaffold_9707	23414	1	0	0	1580
Scaffold_8463	23364	1	0	0	1581
Scaffold_8985	23350	1	0	0	1582
Scaffold_8752	23318	1	0	0	1583
Scaffold_2	23306	2	0	0	1584
Scaffold_8747	23298	2	0	0	1585
Scaffold_5785	23291	3	0	0	1586
Scaffold_4498	23268	1	0	0	1587
Scaffold_5730	23261	1	0	0	1588
Scaffold_8546	23200	1	0	0	1589
Scaffold_4760	23192	1	0	0	1590
Scaffold_6720	23188	2	0	0	1591
Scaffold_9199	23117	1	0	0	1592
Scaffold_369	23114	1	0	0	1593
Scaffold_7203	23102	1	0	0	1594
Scaffold_7150	23071	1	0	0	1595
Scaffold_7464	23015	1	0	0	1596
Scaffold_7731	22993	1	0	0	1597
Scaffold_372	22962	1	0	0	1598
Scaffold_8095	22913	1	0	0	1599
Scaffold_8894	22900	2	0	0	1600
Scaffold_939	22871	1	0	0	1601
Scaffold_581	22868	2	0	0	1602
Scaffold_7921	22849	1	0	0	1603
Scaffold_6334	22847	1	0	0	1604
Scaffold_9891	22845	2	0	0	1605
Scaffold_4823	22821	1	0	0	1606
Scaffold_7292	22808	1	0	0	1607
Scaffold_616	22797	1	0	0	1608
Scaffold_911	22755	1	0	0	1609
Scaffold_879	22733	3	0	0	1610
Scaffold_8452	22709	1	0	0	1611
Scaffold_6949	22706	2	0	0	1612
Scaffold_7499	22624	1	0	0	1613
Scaffold_6580	22580	1	0	0	1614
Scaffold_7335	22555	2	0	0	1615
Scaffold_7887	22522	1	0	0	1616
Scaffold_5595	22519	1	0	0	1617
Scaffold_4609	22513	1	0	0	1618
Scaffold_8758	22512	1	0	0	1619
Scaffold_3939	22511	1	0	0	1620
Scaffold_6441	22504	2	0	0	1621
Scaffold_7155	22488	3	0	0	1622
Scaffold_8600	22469	1	0	0	1623
Scaffold_4828	22435	1	0	0	1624
Scaffold_904	22418	1	0	0	1625
Scaffold_7109	22364	1	0	0	1626
Scaffold_9310	22361	1	0	0	1627
Scaffold_991	22336	2	0	0	1628
Scaffold_212	22301	1	0	0	1629
Scaffold_9124	22296	1	0	0	1630
Scaffold_8346	22285	2	0	0	1631
Scaffold_5735	22260	1	0	0	1632
Scaffold_5269	22226	1	0	0	1633
Scaffold_7142	22180	1	0	0	1634
Scaffold_7711	22176	1	0	0	1635
Scaffold_5739	22171	1	0	0	1636
Scaffold_8495	22171	1	0	0	1637
Scaffold_4403	22137	1	0	0	1638
Scaffold_5460	22134	3	0	0	1639
Scaffold_6396	22129	1	0	0	1640
Scaffold_7744	22098	1	0	0	1641
Scaffold_1116	22092	1	0	0	1642
Scaffold_6206	22081	1	0	0	1643
Scaffold_1010	22072	1	0	0	1644
Scaffold_5451	22025	1	0	0	1645
Scaffold_5305	22015	1	0	0	1646
Scaffold_9338	21958	1	0	0	1647
Scaffold_4365	21957	1	0	0	1648
Scaffold_8385	21942	1	0	0	1649
Scaffold_8460	21932	1	0	0	1650
Scaffold_8530	21906	1	0	0	1651
Scaffold_6057	21890	1	0	0	1652
Scaffold_9934	21887	1	0	0	1653
Scaffold_833	21852	1	0	0	1654
Scaffold_328	21847	2	0	0	1655
Scaffold_4354	21783	1	0	0	1656
Scaffold_7634	21771	1	0	0	1657
Scaffold_1115	21766	3	0	0	1658
Scaffold_7345	21757	1	0	0	1659
Scaffold_886	21754	2	0	0	1660
Scaffold_4910	21739	2	0	0	1661
Scaffold_779	21739	4	0	0	1662
Scaffold_7354	21733	2	0	0	1663
Scaffold_314	21708	2	0	0	1664
Scaffold_1141	21706	1	0	0	1665
Scaffold_8139	21683	1	0	0	1666
Scaffold_5741	21644	2	0	0	1667
Scaffold_4909	21627	1	0	0	1668
Scaffold_8409	21606	1	0	0	1669
Scaffold_7903	21588	1	0	0	1670
Scaffold_196	21506	1	1	1	1671
Scaffold_8342	21485	1	0	0	1672
Scaffold_6912	21473	1	0	0	1673
Scaffold_8288	21448	1	0	0	1674
Scaffold_4637	21408	2	0	0	1675
Scaffold_8893	21356	1	0	0	1676
Scaffold_8625	21347	1	0	0	1677
Scaffold_8965	21335	1	0	0	1678
Scaffold_5583	21315	1	1	1	1679
Scaffold_9976	21290	4	0	0	1680
Scaffold_4122	21256	1	0	0	1681
Scaffold_7104	21251	1	0	0	1682
Scaffold_10198	21247	1	0	0	1683
Scaffold_7695	21205	1	0	0	1684
Scaffold_6997	21174	1	0	0	1685
Scaffold_751	21135	1	0	0	1686
Scaffold_6108	21087	1	0	0	1687
Scaffold_6211	21079	2	0	0	1688
Scaffold_678	21077	3	2	0.666666666666667	1689
Scaffold_4077	21074	2	0	0	1690
Scaffold_5822	21043	4	0	0	1691
Scaffold_4534	21015	1	0	0	1692
Scaffold_8666	20999	1	0	0	1693
Scaffold_706	20990	1	0	0	1694
Scaffold_845	20988	2	0	0	1695
Scaffold_8269	20966	3	0	0	1696
Scaffold_5567	20962	2	0	0	1697
Scaffold_368	20943	1	0	0	1698
Scaffold_5029	20933	1	0	0	1699
Scaffold_5350	20911	1	0	0	1700
Scaffold_112	20900	2	0	0	1701
Scaffold_684	20893	2	0	0	1702
Scaffold_6426	20880	1	0	0	1703
Scaffold_492	20875	1	0	0	1704
Scaffold_813	20868	1	0	0	1705
Scaffold_5572	20859	1	0	0	1706
Scaffold_6360	20846	1	0	0	1707
Scaffold_73	20797	1	0	0	1708
Scaffold_738	20777	2	0	0	1709
Scaffold_937	20760	2	0	0	1710
Scaffold_7995	20759	1	0	0	1711
Scaffold_947	20753	1	0	0	1712
Scaffold_5570	20661	1	0	0	1713
Scaffold_5680	20651	1	0	0	1714
Scaffold_9508	20651	1	0	0	1715
Scaffold_3703	20627	1	0	0	1716
Scaffold_835	20627	3	0	0	1717
Scaffold_3698	20587	1	0	0	1718
Scaffold_5260	20572	1	0	0	1719
Scaffold_1127	20552	1	0	0	1720
Scaffold_7466	20548	1	0	0	1721
Scaffold_1098	20532	1	0	0	1722
Scaffold_236	20528	1	0	0	1723
Scaffold_3589	20502	1	0	0	1724
Scaffold_4257	20499	1	0	0	1725
Scaffold_7692	20454	1	0	0	1726
Scaffold_4348	20439	1	0	0	1727
Scaffold_5790	20396	1	0	0	1728
Scaffold_253	20386	1	0	0	1729
Scaffold_6615	20386	1	0	0	1730
Scaffold_6144	20372	1	0	0	1731
Scaffold_5939	20344	1	0	0	1732
Scaffold_6953	20325	1	0	0	1733
Scaffold_8218	20297	1	0	0	1734
Scaffold_6502	20283	1	0	0	1735
Scaffold_7812	20266	1	0	0	1736
Scaffold_5105	20249	1	0	0	1737
Scaffold_860	20202	1	0	0	1738
Scaffold_8335	20177	1	0	0	1739
Scaffold_52	20164	1	0	0	1740
Scaffold_689	20149	3	0	0	1741
Scaffold_10319	20144	1	0	0	1742
Scaffold_569	20082	1	0	0	1743
Scaffold_7816	20079	1	0	0	1744
Scaffold_284	20075	1	0	0	1745
Scaffold_9619	20006	1	0	0	1746
Scaffold_393	19996	1	0	0	1747
Scaffold_6627	19995	1	0	0	1748
Scaffold_190	19990	1	0	0	1749
Scaffold_7212	19984	1	0	0	1750
Scaffold_3706	19976	2	0	0	1751
Scaffold_8514	19964	1	0	0	1752
Scaffold_6369	19950	2	0	0	1753
Scaffold_7507	19924	1	0	0	1754
Scaffold_3955	19885	1	0	0	1755
Scaffold_8542	19860	1	0	0	1756
Scaffold_8303	19834	2	0	0	1757
Scaffold_1029	19822	4	0	0	1758
Scaffold_167	19743	1	0	0	1759
Scaffold_778	19727	1	0	0	1760
Scaffold_7230	19702	4	0	0	1761
Scaffold_7247	19688	1	0	0	1762
Scaffold_754	19685	1	0	0	1763
Scaffold_5930	19673	1	0	0	1764
Scaffold_3585	19625	2	0	0	1765
Scaffold_8908	19531	1	0	0	1766
Scaffold_7975	19523	1	0	0	1767
Scaffold_8199	19511	1	0	0	1768
Scaffold_4473	19506	3	0	0	1769
Scaffold_32	19487	1	0	0	1770
Scaffold_6685	19444	1	0	0	1771
Scaffold_3549	19426	1	0	0	1772
Scaffold_4736	19384	1	0	0	1773
Scaffold_1129	19370	1	0	0	1774
Scaffold_495	19348	1	0	0	1775
Scaffold_7197	19337	1	0	0	1776
Scaffold_6775	19325	1	0	0	1777
Scaffold_6719	19318	1	0	0	1778
Scaffold_8574	19268	3	0	0	1779
Scaffold_5904	19266	1	0	0	1780
Scaffold_4410	19230	1	0	0	1781
Scaffold_5647	19197	1	0	0	1782
Scaffold_248	19188	2	0	0	1783
Scaffold_9650	19178	1	0	0	1784
Scaffold_545	19172	1	0	0	1785
Scaffold_8601	19164	2	0	0	1786
Scaffold_8593	19161	1	0	0	1787
Scaffold_506	19144	1	0	0	1788
Scaffold_110	19090	2	0	0	1789
Scaffold_1124	19086	1	0	0	1790
Scaffold_5209	19053	1	0	0	1791
Scaffold_969	19013	1	0	0	1792
Scaffold_4571	19011	1	0	0	1793
Scaffold_5264	19001	1	0	0	1794
Scaffold_4951	18964	1	0	0	1795
Scaffold_829	18932	4	0	0	1796
Scaffold_4083	18919	1	0	0	1797
Scaffold_10418	18913	1	0	0	1798
Scaffold_1036	18889	3	0	0	1799
Scaffold_5424	18883	1	0	0	1800
Scaffold_7223	18878	2	0	0	1801
Scaffold_3658	18855	1	0	0	1802
Scaffold_964	18766	6	0	0	1803
Scaffold_7383	18731	1	0	0	1804
Scaffold_3873	18706	1	0	0	1805
Scaffold_6878	18704	3	0	0	1806
Scaffold_8636	18702	1	0	0	1807
Scaffold_5289	18669	2	0	0	1808
Scaffold_5649	18626	1	0	0	1809
Scaffold_7061	18588	1	0	0	1810
Scaffold_5871	18524	7	0	0	1811
Scaffold_1180	18521	1	0	0	1812
Scaffold_5041	18514	1	0	0	1813
Scaffold_10286	18479	1	0	0	1814
Scaffold_9258	18459	2	0	0	1815
Scaffold_9050	18400	1	0	0	1816
Scaffold_4639	18399	1	0	0	1817
Scaffold_6447	18370	1	0	0	1818
Scaffold_5910	18360	1	0	0	1819
Scaffold_898	18357	1	0	0	1820
Scaffold_1076	18325	1	0	0	1821
Scaffold_8391	18323	1	0	0	1822
Scaffold_7054	18309	1	0	0	1823
Scaffold_6881	18307	1	0	0	1824
Scaffold_9740	18273	1	0	0	1825
Scaffold_6907	18270	1	0	0	1826
Scaffold_2378	18254	2	1	0.5	1827
Scaffold_5306	18206	1	0	0	1828
Scaffold_7600	18192	3	0	0	1829
Scaffold_9206	18131	1	0	0	1830
Scaffold_8039	18122	3	0	0	1831
Scaffold_9461	18109	1	0	0	1832
Scaffold_9337	18073	1	0	0	1833
Scaffold_8019	18049	1	0	0	1834
Scaffold_9218	18048	1	0	0	1835
Scaffold_642	18047	2	0	0	1836
Scaffold_8559	17990	2	0	0	1837
Scaffold_1057	17956	2	0	0	1838
Scaffold_1090	17940	1	0	0	1839
Scaffold_6019	17931	3	0	0	1840
Scaffold_8457	17929	1	0	0	1841
Scaffold_5549	17911	1	0	0	1842
Scaffold_9479	17901	1	0	0	1843
Scaffold_10224	17883	1	0	0	1844
Scaffold_6058	17846	2	0	0	1845
Scaffold_6333	17716	1	0	0	1846
Scaffold_6210	17705	1	0	0	1847
Scaffold_8890	17626	1	0	0	1848
Scaffold_6836	17621	1	0	0	1849
Scaffold_8261	17620	2	0	0	1850
Scaffold_9426	17619	1	0	0	1851
Scaffold_8909	17563	1	0	0	1852
Scaffold_7427	17522	1	0	0	1853
Scaffold_985	17518	2	0	0	1854
Scaffold_7835	17499	1	0	0	1855
Scaffold_4448	17483	1	0	0	1856
Scaffold_8310	17476	1	0	0	1857
Scaffold_6577	17441	1	0	0	1858
Scaffold_7585	17435	1	0	0	1859
Scaffold_527	17422	2	0	0	1860
Scaffold_7462	17421	1	0	0	1861
Scaffold_6072	17360	2	0	0	1862
Scaffold_8519	17345	1	0	0	1863
Scaffold_711	17261	1	0	0	1864
Scaffold_4774	17235	1	0	0	1865
Scaffold_1041	17196	2	0	0	1866
Scaffold_9742	17180	1	0	0	1867
Scaffold_9023	17148	1	0	0	1868
Scaffold_665	17147	2	0	0	1869
Scaffold_466	17135	1	0	0	1870
Scaffold_6641	17105	1	0	0	1871
Scaffold_8489	16918	1	0	0	1872
Scaffold_3743	16909	1	0	0	1873
Scaffold_8404	16902	1	0	0	1874
Scaffold_2220	16899	2	0	0	1875
Scaffold_8645	16894	1	0	0	1876
Scaffold_6663	16883	1	0	0	1877
Scaffold_3838	16878	1	0	0	1878
Scaffold_9457	16878	1	0	0	1879
Scaffold_9476	16818	1	0	0	1880
Scaffold_8939	16805	1	0	0	1881
Scaffold_8012	16790	1	0	0	1882
Scaffold_6473	16763	1	0	0	1883
Scaffold_1801	16720	1	0	0	1884
Scaffold_6562	16713	1	0	0	1885
Scaffold_7286	16711	3	0	0	1886
Scaffold_5668	16696	1	0	0	1887
Scaffold_26	16638	1	0	0	1888
Scaffold_793	16584	1	0	0	1889
Scaffold_4397	16581	1	0	0	1890
Scaffold_9271	16563	4	0	0	1891
Scaffold_3895	16544	1	0	0	1892
Scaffold_4237	16500	1	0	0	1893
Scaffold_6071	16433	1	0	0	1894
Scaffold_7822	16393	2	0	0	1895
Scaffold_9414	16380	2	0	0	1896
Scaffold_1048	16317	1	0	0	1897
Scaffold_1186	16314	1	0	0	1898
Scaffold_5485	16307	1	0	0	1899
Scaffold_9064	16297	1	0	0	1900
Scaffold_5403	16285	1	0	0	1901
Scaffold_1929	16282	1	0	0	1902
Scaffold_5916	16190	1	0	0	1903
Scaffold_9903	16190	1	0	0	1904
Scaffold_6227	16184	1	0	0	1905
Scaffold_791	16160	1	0	0	1906
Scaffold_4995	16142	1	0	0	1907
Scaffold_8482	16118	1	0	0	1908
Scaffold_8069	16102	1	0	0	1909
Scaffold_9969	16097	2	1	0.5	1910
Scaffold_7522	16078	1	0	0	1911
Scaffold_200	16045	1	0	0	1912
Scaffold_7556	16039	1	0	0	1913
Scaffold_5835	15993	1	0	0	1914
Scaffold_6430	15977	1	0	0	1915
Scaffold_8376	15969	1	0	0	1916
Scaffold_3941	15960	2	0	0	1917
Scaffold_9288	15939	1	0	0	1918
Scaffold_4889	15915	1	0	0	1919
Scaffold_8997	15878	1	0	0	1920
Scaffold_3853	15826	1	0	0	1921
Scaffold_1089	15776	3	0	0	1922
Scaffold_4502	15776	1	0	0	1923
Scaffold_7885	15759	1	0	0	1924
Scaffold_5156	15734	1	0	0	1925
Scaffold_5751	15730	1	0	0	1926
Scaffold_5500	15715	1	0	0	1927
Scaffold_5579	15685	1	0	0	1928
Scaffold_761	15612	1	0	0	1929
Scaffold_463	15601	1	0	0	1930
Scaffold_1173	15589	3	0	0	1931
Scaffold_4646	15586	1	0	0	1932
Scaffold_1965	15575	1	0	0	1933
Scaffold_8640	15556	1	0	0	1934
Scaffold_3990	15509	1	0	0	1935
Scaffold_6020	15420	3	0	0	1936
Scaffold_10223	15316	3	1	0.333333333333333	1937
Scaffold_660	15270	1	0	0	1938
Scaffold_6989	15238	1	0	0	1939
Scaffold_2149	15150	2	0	0	1940
Scaffold_758	15143	1	0	0	1941
Scaffold_1259	15079	1	0	0	1942
Scaffold_2899	15005	1	0	0	1943
Scaffold_4025	14994	1	0	0	1944
Scaffold_862	14963	4	0	0	1945
Scaffold_6364	14955	1	0	0	1946
Scaffold_4372	14899	1	0	0	1947
Scaffold_6809	14873	2	0	0	1948
Scaffold_9133	14851	1	0	0	1949
Scaffold_6054	14845	1	0	0	1950
Scaffold_8318	14825	1	0	0	1951
Scaffold_6860	14804	2	0	0	1952
Scaffold_10220	14803	1	0	0	1953
Scaffold_3497	14796	1	0	0	1954
Scaffold_9685	14762	1	0	0	1955
Scaffold_8141	14749	1	0	0	1956
Scaffold_8487	14732	1	0	0	1957
Scaffold_4947	14708	1	0	0	1958
Scaffold_211	14680	1	0	0	1959
Scaffold_2251	14663	1	0	0	1960
Scaffold_9448	14659	2	0	0	1961
Scaffold_10215	14615	1	0	0	1962
Scaffold_10004	14575	1	0	0	1963
Scaffold_1168	14491	1	0	0	1964
Scaffold_7160	14459	1	0	0	1965
Scaffold_790	14422	1	0	0	1966
Scaffold_8700	14410	1	0	0	1967
Scaffold_9966	14396	1	0	0	1968
Scaffold_9929	14395	1	0	0	1969
Scaffold_7022	14346	1	0	0	1970
Scaffold_1271	14324	1	0	0	1971
Scaffold_4108	14308	1	0	0	1972
Scaffold_6756	14291	1	0	0	1973
Scaffold_4855	14259	1	0	0	1974
Scaffold_1672	14252	1	0	0	1975
Scaffold_7560	14243	1	0	0	1976
Scaffold_2211	14229	1	0	0	1977
Scaffold_8959	14223	2	0	0	1978
Scaffold_9055	14211	1	0	0	1979
Scaffold_7902	14190	1	0	0	1980
Scaffold_9289	14178	1	0	0	1981
Scaffold_2384	14144	1	0	0	1982
Scaffold_6691	14105	1	0	0	1983
Scaffold_9975	14089	1	0	0	1984
Scaffold_7426	14034	1	0	0	1985
Scaffold_1042	14012	1	1	1	1986
Scaffold_2259	13960	3	0	0	1987
Scaffold_3768	13949	1	0	0	1988
Scaffold_10207	13939	1	0	0	1989
Scaffold_6674	13933	1	0	0	1990
Scaffold_7140	13870	1	0	0	1991
Scaffold_3420	13865	1	0	0	1992
Scaffold_3428	13861	1	0	0	1993
Scaffold_7689	13844	1	0	0	1994
Scaffold_9045	13795	1	0	0	1995
Scaffold_1047	13718	1	0	0	1996
Scaffold_9373	13703	2	0	0	1997
Scaffold_1395	13688	2	0	0	1998
Scaffold_9116	13684	1	0	0	1999
Scaffold_6388	13660	1	0	0	2000
Scaffold_4496	13657	2	0	0	2001
Scaffold_4729	13638	1	0	0	2002
Scaffold_6283	13573	1	0	0	2003
Scaffold_1538	13569	1	0	0	2004
Scaffold_7367	13489	1	0	0	2005
Scaffold_2602	13485	1	0	0	2006
Scaffold_10081	13476	1	0	0	2007
Scaffold_7296	13451	1	0	0	2008
Scaffold_10080	13412	1	0	0	2009
Scaffold_1163	13400	1	0	0	2010
Scaffold_1423	13369	1	0	0	2011
Scaffold_1331	13343	1	0	0	2012
Scaffold_3644	13312	1	0	0	2013
Scaffold_2826	13279	1	0	0	2014
Scaffold_10212	13271	3	0	0	2015
Scaffold_3248	13266	2	0	0	2016
Scaffold_2348	13231	2	0	0	2017
Scaffold_6742	13214	1	0	0	2018
Scaffold_6229	13210	1	0	0	2019
Scaffold_3398	13203	8	0	0	2020
Scaffold_9944	13161	1	0	0	2021
Scaffold_5937	13145	1	0	0	2022
Scaffold_703	13139	1	0	0	2023
Scaffold_8431	13136	1	0	0	2024
Scaffold_10199	13091	1	0	0	2025
Scaffold_9107	13034	1	0	0	2026
Scaffold_9287	13023	1	0	0	2027
Scaffold_1724	13020	1	0	0	2028
Scaffold_1553	12938	1	0	0	2029
Scaffold_2766	12900	1	0	0	2030
Scaffold_8429	12810	1	0	0	2031
Scaffold_4050	12782	1	0	0	2032
Scaffold_6172	12775	1	0	0	2033
Scaffold_7832	12765	1	0	0	2034
Scaffold_3088	12758	1	0	0	2035
Scaffold_9353	12727	4	0	0	2036
Scaffold_3271	12701	2	0	0	2037
Scaffold_40	12612	1	0	0	2038
Scaffold_9540	12609	1	0	0	2039
Scaffold_1589	12554	1	0	0	2040
Scaffold_1836	12545	1	0	0	2041
Scaffold_10023	12498	1	0	0	2042
Scaffold_9136	12428	1	0	0	2043
